raw/gen/rollout/ep_rew_mean,raw/gen/time/iterations,raw/gen/time/fps,raw/gen/time/time_elapsed,raw/gen/rollout/ep_len_mean,raw/gen/time/total_timesteps,raw/gen/train/entropy_loss,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/clip_fraction,raw/gen/train/policy_gradient_loss,raw/gen/train/std,raw/gen/train/learning_rate,raw/gen/train/loss,raw/gen/train/value_loss,raw/gen/train/clip_range,raw/gen/train/approx_kl,raw/gen/train/explained_variance,raw/gen/train/n_updates
295.32070194,1,438,4,1000.0,233472,-6.239987111091613,37.74888916463944,0.24267578125,-0.031423642169102095,0.6844996213912964,0.0003,-0.01623128354549408,0.15523905341979116,0.2,0.023707343,0.9242279306054115,1130
295.3609826,1,440,4,1000.0,235520,-6.207732102274894,37.22456358191489,0.191845703125,-0.022480964960413984,0.6815221309661865,0.0003,0.455621600151062,1.2073284834623337,0.2,0.016987,0.8089735209941864,1140
297.0642958,1,437,4,1000.0,237568,-6.216241645812988,37.507770041197844,0.254931640625,-0.03591199830116239,0.6828474998474121,0.0003,-0.04396401345729828,0.1426167336583603,0.2,0.025991797,0.7883304059505463,1150
298.09067087999995,1,444,4,1000.0,239616,-6.207352152466774,37.31994882036706,0.207763671875,-0.030720942554762588,0.6817185878753662,0.0003,-0.02334200218319893,0.3025384603766724,0.2,0.02190879,0.7437595129013062,1160
297.49573040999996,1,429,4,1000.0,241664,-6.173352943360806,37.128039136337236,0.232568359375,-0.03409389333100989,0.6776798963546753,0.0003,0.10424070060253143,0.42627864761743695,0.2,0.022054214,0.7811883836984634,1170
303.78319831,1,420,4,1000.0,243712,-6.140171398222447,36.61773156452173,0.154443359375,-0.021761626208899543,0.6740120649337769,0.0003,0.16875392198562622,1.9001735733589158,0.2,0.014725607,0.8190583735704422,1180
311.64221044999994,1,406,5,1000.0,245760,-6.118078571557999,39.37939237523299,0.093701171875,-0.016427159649902025,0.6723759174346924,0.0003,4.902941703796387,19.849263481423257,0.2,0.010425868,0.20187467336654663,1190
317.40404657999994,1,414,4,1000.0,247808,-6.104058054089546,40.392867263480255,0.164453125,-0.02795427993114572,0.6703017950057983,0.0003,0.8509501218795776,3.226052629528567,0.2,0.019280596,0.8209772557020187,1200
318.6202829,1,422,4,1000.0,249856,-6.0761013850569725,41.67208158838548,0.18125,-0.02520922794356011,0.666206419467926,0.0003,4.6597065925598145,7.970926279202104,0.2,0.016584331,0.8903057649731636,1210
322.11904979,1,436,4,1000.0,251904,-6.03970153182745,43.13528406533155,0.180859375,-0.020752855407772587,0.6624791026115417,0.0003,1.5029850006103516,3.9371407277416437,0.2,0.019786537,0.910654716193676,1220
322.95302106,1,440,4,1000.0,253952,-6.015860965847969,42.13407721553867,0.231396484375,-0.024941622724873012,0.6609491109848022,0.0003,0.23774796724319458,2.8450941966846583,0.2,0.02374174,0.8230672627687454,1230
322.01247368,1,440,4,1000.0,256000,-5.984295961260796,40.88849782970622,0.2572265625,-0.03805931385431904,0.654888391494751,0.0003,0.09932100772857666,1.6634405904449523,0.2,0.028303362,0.6671883761882782,1240
321.13449569,1,443,4,1000.0,258048,-5.980388331413269,39.51819236632432,0.314453125,-0.04108387244341429,0.6579747200012207,0.0003,-0.0031516142189502716,0.22827509633498266,0.2,0.033717126,0.8487196862697601,1250
330.61201702,1,433,4,1000.0,260096,-5.966452066600323,39.831770579771,0.21162109375,-0.02844571473542601,0.6542953252792358,0.0003,0.11060059070587158,1.1637760149082168,0.2,0.025252495,0.8110286146402359,1260
329.17641879999996,1,423,4,1000.0,262144,-5.933074194192886,40.8893632977497,0.190673828125,-0.02396510154940188,0.6508578658103943,0.0003,0.28685641288757324,1.5842792060226203,0.2,0.018905688,0.8609525114297867,1270
324.65757950999995,1,406,5,1000.0,264192,-5.90267773270607,40.706583704420936,0.2212890625,-0.03223755073850043,0.6472866535186768,0.0003,0.09171335399150848,0.4835024761967361,0.2,0.022813592,0.9419106841087341,1280
326.66248356,1,406,5,1000.0,266240,-5.875807654857636,40.00806807895638,0.222607421875,-0.029185451607918366,0.6450310945510864,0.0003,0.43548497557640076,0.6302982668858021,0.2,0.020785341,0.873783141374588,1290
323.71676814,1,418,4,1000.0,268288,-5.8396132156252865,39.608122039522364,0.212841796875,-0.029758965707151218,0.6400370597839355,0.0003,0.046786099672317505,0.6077460288535803,0.2,0.023185406,0.8829375356435776,1300
324.84581710000003,1,436,4,1000.0,270336,-5.8019182831048965,38.67210564138469,0.230615234375,-0.03270731012162287,0.6372057795524597,0.0003,0.05050878971815109,0.6366967906942591,0.2,0.02336972,0.8801159039139748,1310
327.09676954,1,445,4,1000.0,272384,-5.775399143993854,38.85449864167924,0.2501953125,-0.03730442840314936,0.6344574689865112,0.0003,0.11719644069671631,1.1760945672169327,0.2,0.026699629,0.8655295372009277,1320
327.0370341,1,441,4,1000.0,274432,-5.7447764977812765,39.11556403484823,0.2498046875,-0.034837657754542305,0.6305631399154663,0.0003,0.06879936903715134,0.42895888560451567,0.2,0.024809435,0.831668883562088,1330
315.9168785300001,1,441,4,1000.0,276480,-5.718477565050125,38.97416424129967,0.185791015625,-0.03413439840369392,0.6281071901321411,0.0003,0.09735377132892609,0.9531134950695559,0.2,0.022556756,0.8595257997512817,1340
315.27626993000007,1,441,4,1000.0,278528,-5.712088961899281,38.631165276238015,0.24521484375,-0.036370214459020646,0.6298961639404297,0.0003,0.18481621146202087,0.5522683122893796,0.2,0.026334997,0.8971893861889839,1350
313.71526001000007,1,433,4,1000.0,280576,-5.707979340851307,38.55406811118089,0.21494140625,-0.033115360705414786,0.628307044506073,0.0003,0.13299532234668732,0.9138907965272665,0.2,0.02277169,0.7039900124073029,1360
315.80778749999996,1,418,4,1000.0,282624,-5.669436557590961,38.954088145602014,0.2888671875,-0.03670681999938097,0.6229172348976135,0.0003,0.10781978070735931,0.2321788845118135,0.2,0.028629396,0.8896371275186539,1370
319.95535495999997,1,410,4,1000.0,284672,-5.619728115200997,38.9585133159493,0.199755859375,-0.02800181208876893,0.6170746684074402,0.0003,0.0894400030374527,0.4054430146235973,0.2,0.022296246,0.8951044082641602,1380
313.17427362999996,1,418,4,1000.0,286720,-5.5781111612915995,39.35722805958489,0.260595703125,-0.03471143050410319,0.6141070127487183,0.0003,-0.015319190919399261,0.18263601554208436,0.2,0.024683125,0.9254348799586296,1390
315.86777118000003,1,429,4,1000.0,288768,-5.537181168794632,38.84085032590588,0.23232421875,-0.03158602948824409,0.6098595857620239,0.0003,0.1444595903158188,0.3143243784317747,0.2,0.025257945,0.9117928594350815,1400
311.42321195,1,431,4,1000.0,290816,-5.499434666335583,38.776149793695424,0.2205078125,-0.03131670227157883,0.6064621806144714,0.0003,0.15952228009700775,0.4107324500917457,0.2,0.0214892,0.8825531676411629,1410
314.74258006,1,442,4,1000.0,292864,-5.4818867444992065,38.57310531850092,0.209423828125,-0.028926153991778846,0.6053051352500916,0.0003,0.11229947954416275,0.29554673008969984,0.2,0.021580838,0.8890464305877686,1420
319.45091026,1,445,4,1000.0,294912,-5.450645568966865,38.92033283574583,0.20732421875,-0.030803917383309454,0.6004500389099121,0.0003,-0.01438160240650177,0.34489516911562534,0.2,0.019570317,0.9641280435025692,1430
310.29778282999996,1,442,4,1000.0,296960,-5.410569135844708,39.47483538310334,0.201025390625,-0.03466825378127396,0.5978617072105408,0.0003,0.3246615529060364,0.6722700749523938,0.2,0.019305483,0.939631812274456,1440
322.79394859999996,1,433,4,1000.0,299008,-5.387618526816368,38.59052864694731,0.2357421875,-0.0321525784151163,0.5966047048568726,0.0003,0.010934438556432724,0.19664229943882675,0.2,0.025183713,0.9523472636938095,1450
330.57474351999997,1,440,4,1000.0,301056,-5.3701193407177925,39.485383974181076,0.202294921875,-0.026685028136125766,0.5936472415924072,0.0003,-0.017817452549934387,0.24993766224361025,0.2,0.031120159,0.8938224539160728,1460
