#{"t_start": 1657271101.4927838, "env_id": "HalfCheetah-v2"}
return,length,time
-0.527715,1000,68.873668
-0.24643,1000,76.349386
0.95583,1000,83.645534
-0.900305,1000,92.361048
0.500732,1000,100.86763
-1.095065,1000,108.785986
-0.142073,1000,116.925483
-1.214867,1000,124.336098
-1.470328,1000,132.368974
-0.483141,1000,139.812898
0.170546,1000,147.222631
-0.429817,1000,154.915952
-0.53696,1000,162.96664
-1.198836,1000,171.185065
0.460461,1000,179.075627
-0.207676,1000,187.049679
-0.35834,1000,195.550694
-0.75218,1000,203.405991
-1.221761,1000,210.570976
-0.467367,1000,217.746209
-5.256928,1000,359.026799
-4.015627,1000,378.338504
-5.316178,1000,390.789383
-3.982995,1000,404.114453
-4.404459,1000,417.84765
-2.981779,1000,431.08718
-2.910598,1000,444.874156
-3.382683,1000,460.524784
-3.692745,1000,475.108431
-4.627706,1000,489.33706
-4.402642,1000,502.91258
-4.079562,1000,517.218419
-3.528015,1000,530.073979
-4.245795,1000,543.548838
-3.880949,1000,556.902743
-5.645709,1000,570.859076
-4.362823,1000,585.839186
-3.426481,1000,601.355003
-3.069548,1000,615.499843
-3.756392,1000,628.740456
-10.465013,1000,757.585354
-8.424805,1000,770.93151
-10.860109,1000,783.809046
-10.589794,1000,796.996806
-10.24161,1000,810.357879
-10.391504,1000,824.05333
-11.204499,1000,837.564156
-9.236689,1000,851.659705
-9.722554,1000,865.240842
-9.990201,1000,878.900974
-11.048221,1000,893.226315
-9.120814,1000,907.588901
-10.175325,1000,921.839321
-10.805637,1000,934.799679
-9.076477,1000,948.253602
-10.103908,1000,961.329258
-11.200007,1000,974.518109
-12.121163,1000,987.921242
-10.800807,1000,1001.553825
-10.236623,1000,1021.165339
-11.434859,1000,1150.784128
-12.532525,1000,1163.466895
-10.309091,1000,1176.020676
-10.269796,1000,1188.721909
-10.989582,1000,1202.127093
-10.776892,1000,1214.925776
-9.591357,1000,1228.198887
-9.121093,1000,1241.094828
-10.862789,1000,1254.746003
-10.878554,1000,1268.708512
-9.66306,1000,1283.044072
-9.851287,1000,1296.291884
-11.983757,1000,1309.525451
-10.246378,1000,1322.129776
-9.975213,1000,1334.42077
-9.934933,1000,1347.182079
-11.196603,1000,1359.486404
-9.851879,1000,1372.11631
-10.053134,1000,1384.518548
-10.861109,1000,1396.841142
-4.515386,1000,1518.907274
-5.092466,1000,1530.995903
-4.115252,1000,1544.164235
-6.109608,1000,1556.781484
-4.983521,1000,1571.070205
-4.349882,1000,1584.369356
-4.926759,1000,1597.064684
-4.681906,1000,1610.351426
-4.973497,1000,1622.93975
-6.054088,1000,1642.204178
-7.041123,1000,1654.592759
-4.98413,1000,1667.149283
-5.446528,1000,1679.172078
-5.244892,1000,1691.923917
-4.887488,1000,1704.34207
-4.985347,1000,1717.398854
-4.365539,1000,1729.819618
-4.870434,1000,1741.931403
-6.265832,1000,1753.979616
-4.810088,1000,1765.8044
-19.688252,1000,1883.192175
-19.249383,1000,1895.282917
-19.230988,1000,1907.988199
-18.986493,1000,1920.140337
-18.939679,1000,1932.243848
-19.203223,1000,1944.566675
-18.285606,1000,1957.353649
-19.165977,1000,1970.065325
-19.478166,1000,1982.106416
-18.412906,1000,1994.677591
-18.039698,1000,2007.321595
-18.658526,1000,2019.961969
-17.739129,1000,2031.692301
-18.088807,1000,2044.292945
-18.761219,1000,2056.196858
-19.65408,1000,2067.886894
-18.381492,1000,2080.856855
-19.324978,1000,2093.422371
-19.150431,1000,2106.655045
-19.041925,1000,2119.473835
-34.073344,1000,2240.264668
-33.086303,1000,2252.665602
-33.975304,1000,2264.643739
-33.279914,1000,2276.164568
-32.839577,1000,2287.901589
-32.335563,1000,2299.324183
-33.381878,1000,2310.925463
-33.147778,1000,2322.664773
-31.51428,1000,2334.287806
-33.238678,1000,2346.351021
-33.90248,1000,2358.005835
-33.551257,1000,2369.910724
-32.824352,1000,2381.264917
-32.481287,1000,2392.997697
-32.190923,1000,2404.619659
-33.293728,1000,2416.11472
-33.192988,1000,2427.664533
-30.48731,1000,2439.662496
-32.323972,1000,2451.80632
-34.272711,1000,2463.29336
-39.546555,1000,2575.705154
-39.962965,1000,2588.069866
-37.131513,1000,2599.536685
-42.780735,1000,2611.19063
-40.674818,1000,2622.946854
-39.146432,1000,2635.020838
-39.869412,1000,2646.704634
-40.766615,1000,2657.8813
-39.754389,1000,2669.949515
-40.424016,1000,2683.559419
-41.550637,1000,2696.585837
-39.398309,1000,2709.617914
-40.025013,1000,2722.195594
-39.004503,1000,2733.673443
-39.902646,1000,2745.307975
-38.237013,1000,2756.74139
-40.551043,1000,2768.3664
-39.970592,1000,2779.408506
-39.353156,1000,2791.250457
-39.684962,1000,2802.55224
-41.21556,1000,2926.372529
-41.505207,1000,2938.993062
-41.849259,1000,2951.146163
-42.084564,1000,2963.641382
-42.899917,1000,2976.321208
-41.516025,1000,2988.978352
-41.36955,1000,3000.831153
-41.278359,1000,3012.529668
-42.590229,1000,3023.995327
-40.5533,1000,3034.826202
-40.839939,1000,3046.111982
-42.018293,1000,3057.149425
-43.057169,1000,3068.283318
-42.965952,1000,3079.150924
-41.654541,1000,3090.217691
-44.503551,1000,3101.282941
-42.35167,1000,3112.432457
-41.448224,1000,3123.714754
-41.022124,1000,3135.37257
-42.396748,1000,3146.442993
-67.142307,1000,3258.186577
-66.548962,1000,3270.838821
-71.002697,1000,3283.210538
-67.406896,1000,3295.623015
-69.717799,1000,3308.668509
-65.341963,1000,3320.879728
-68.549069,1000,3332.882661
-68.674068,1000,3345.457722
-67.254875,1000,3358.089982
-67.155783,1000,3370.255766
-67.391819,1000,3382.56055
-66.628233,1000,3396.871744
-68.055606,1000,3410.566956
-67.680006,1000,3430.887479
-66.075669,1000,3444.310767
-65.654942,1000,3457.856793
-67.649595,1000,3471.309625
-68.557511,1000,3485.307047
-67.272692,1000,3499.412316
-69.438436,1000,3513.075125
