mean/disc/n_generated,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/disc/disc_acc,mean/gen/train/actor_loss,mean/disc/disc_loss,mean/disc/disc_acc_gen,mean/disc/n_expert,mean/gen/train/critic_loss,mean/gen/train/n_updates,mean/gen/train/learning_rate,mean/disc/disc_entropy,mean/disc/global_step,mean/disc/disc_proportion_expert_pred,mean/gen/rollout/ep_rew_wrapped_mean,mean/gen/time/time_elapsed,mean/gen/rollout/ep_len_mean,mean/gen/time/fps,mean/gen/time/total_timesteps,mean/gen/rollout/ep_rew_mean,mean/gen/time/episodes
1024.0,1.0,0.5,1.0,-37.972330722808834,0.04815161880105734,1.0,1024.0,1.4743291911780834,24000.0,0.001,0.1722392961382866,24.0,0.5,411.5647097572522,1.0,1000.0,759.0,24000.0,-21.2585645,24.0
1024.0,1.0,0.5,1.0,-37.7281841506958,0.04008663538843393,1.0,1024.0,1.506719853643328,25000.0,0.001,0.15073588863015175,25.0,0.5,397.0774011524239,,,,,,
1024.0,1.0,0.5,1.0,-37.35845073318482,0.0337031465023756,1.0,1024.0,1.3177503139600157,26000.0,0.001,0.13223835453391075,26.0,0.5,383.29792117994276,,,,,,
1024.0,1.0,0.5,1.0,-37.026232624053954,0.029171749483793974,1.0,1024.0,1.6473943479321898,27000.0,0.001,0.1182811688631773,27.0,0.5,370.23454414458513,,,,,,
1024.0,1.0,0.5,1.0,-36.62336184692383,0.02502523362636566,1.0,1024.0,1.6318798245824873,28000.0,0.001,0.10535208135843277,28.0,0.5,357.8931576299343,1.0,1000.0,768.0,28000.0,-21.290374464285712,28.0
1024.0,1.0,0.5,1.0,-36.29413304901123,0.021856497041881084,1.0,1024.0,1.7590743308514356,29000.0,0.001,0.0948294848203659,29.0,0.5,346.2370336005697,,,,,,
1024.0,1.0,0.5,1.0,-35.84670275115967,0.0189928007312119,1.0,1024.0,1.0438230030573905,30000.0,0.001,0.08524514548480511,30.0,0.5,335.23347512394963,,,,,,
1024.0,1.0,0.5,1.0,-35.36289981460571,0.016845243982970715,1.0,1024.0,1.3928269349187612,31000.0,0.001,0.07725406438112259,31.0,0.5,324.84967605910884,,,,,,
1024.0,1.0,0.5,1.0,-34.8232264213562,0.01520231575705111,1.0,1024.0,1.2727348683476447,32000.0,0.001,0.07130881026387215,32.0,0.5,315.03726197855036,1.0,1000.0,766.0,32000.0,-21.459508468750002,32.0
1024.0,1.0,0.5,1.0,-34.2360438117981,0.013555961893871427,1.0,1024.0,1.2546349938996135,33000.0,0.001,0.0650306437164545,33.0,0.5,305.7693829088894,,,,,,
1024.0,1.0,0.5,1.0,-33.70888959693909,0.012156886514276266,1.0,1024.0,1.2753352429643274,34000.0,0.001,0.05963908974081278,34.0,0.5,297.00400588650496,,,,,,
1024.0,1.0,0.5,1.0,-33.16842332267761,0.010948559967800975,1.0,1024.0,1.1771426616758107,35000.0,0.001,0.05505357589572668,35.0,0.5,288.70532288756704,,,,,,
1024.0,1.0,0.5,1.0,-32.53938186073303,0.009985917480662465,1.0,1024.0,0.9517210651747883,36000.0,0.001,0.051074364222586155,36.0,0.5,280.84588542388354,1.0,1000.0,768.0,36000.0,-21.61328002777778,36.0
1024.0,1.0,0.5,1.0,-31.97732796096802,0.00958708836697042,1.0,1024.0,1.1545253315381705,37000.0,0.001,0.04862864874303341,37.0,0.5,273.3913260592413,,,,,,
1024.0,1.0,0.5,1.0,-31.383929470062256,0.008579538902267814,1.0,1024.0,1.00490502281487,38000.0,0.001,0.044966720044612885,38.0,0.5,266.3162415826841,,,,,,
1024.0,1.0,0.5,1.0,-30.923343530654908,0.007918757386505604,1.0,1024.0,1.0116564473807812,39000.0,0.001,0.042222305200994015,39.0,0.5,259.5846556505498,,,,,,
1024.0,1.0,0.5,1.0,-30.420844636917113,0.0074408549116924405,1.0,1024.0,0.8580499660484493,40000.0,0.001,0.040150655433535576,40.0,0.5,253.18024092165376,1.0,1000.0,766.0,40000.0,-21.693855300000003,40.0
1024.0,1.0,0.5,1.0,-29.843109163284304,0.007020741002634168,1.0,1024.0,0.8129557583816349,41000.0,0.001,0.03814433515071869,41.0,0.5,247.07604517732835,,,,,,
1024.0,1.0,0.5,1.0,-29.30372018623352,0.006601726869121194,1.0,1024.0,0.863866206780076,42000.0,0.001,0.03625613730400801,42.0,0.5,241.25462214061395,,,,,,
1024.0,1.0,0.5,1.0,-28.80609637069702,0.00620225805323571,1.0,1024.0,1.0032677058279513,43000.0,0.001,0.034243606962263584,43.0,0.5,235.69852991635602,,,,,,
1024.0,1.0,0.5,1.0,-28.254755937576295,0.005741091212257743,1.0,1024.0,0.9056208195723593,44000.0,0.001,0.03236897103488445,44.0,0.5,230.3918149121773,1.0,1000.0,757.0,44000.0,-21.77736465909091,44.0
1024.0,1.0,0.5,1.0,-27.80313794708252,0.005441610352136195,1.0,1024.0,0.7343351819552482,45000.0,0.001,0.030903115402907133,45.0,0.5,225.31121419357012,,,,,,
1024.0,1.0,0.5,1.0,-27.223882780075073,0.0053587802685797215,1.0,1024.0,0.8105726918131113,46000.0,0.001,0.030059954151511192,46.0,0.5,220.4487631690824,,,,,,
1024.0,1.0,0.5,1.0,-26.678478393554688,0.004913051729090512,1.0,1024.0,0.7500389378741383,47000.0,0.001,0.028097680769860744,47.0,0.5,215.79580386113577,,,,,,
1024.0,1.0,0.5,1.0,-26.233045183181762,0.004519375739619136,1.0,1024.0,0.754722506761551,48000.0,0.001,0.026556503493338823,48.0,0.5,211.32548864144508,1.0,1000.0,767.0,48000.0,-21.689002520833338,48.0
1024.0,1.0,0.5,1.0,-25.73745873260498,0.004457061178982258,1.0,1024.0,0.8210428565740585,49000.0,0.001,0.025713796261698008,49.0,0.5,207.03847034736523,,,,,,
1024.0,1.0,0.5,1.0,-25.231895092010497,0.004163398407399654,1.0,1024.0,0.6067995857410133,50000.0,0.001,0.024601413868367672,50.0,0.5,202.92406240128764,,,,,,
1024.0,1.0,0.5,1.0,-24.75076284790039,0.004025400034151971,1.0,1024.0,0.5540809426680208,51000.0,0.001,0.023935013450682163,51.0,0.5,198.96448045502825,,,,,,
1024.0,1.0,0.5,1.0,-24.301307929992674,0.0037926132790744305,1.0,1024.0,0.671894333500415,52000.0,0.001,0.02272272389382124,52.0,0.5,195.15716417346096,1.0,1000.0,768.0,52000.0,-21.874838326923076,52.0
1024.0,1.0,0.5,1.0,-23.85002488517761,0.003608209080994129,1.0,1024.0,0.5885396818481385,53000.0,0.001,0.02185288956388831,53.0,0.5,191.49033159224535,,,,,,
1024.0,1.0,0.5,1.0,-23.365701801300048,0.003488836984615773,1.0,1024.0,0.6116098495982587,54000.0,0.001,0.021037867292761803,54.0,0.5,187.95788858355905,,,,,,
1024.0,1.0,0.5,1.0,-22.895090003967287,0.0032908188877627254,1.0,1024.0,0.6609850816726685,55000.0,0.001,0.020238644443452358,55.0,0.5,184.5540173851647,,,,,,
1024.0,1.0,0.5,1.0,-22.373625141143798,0.0031828354694880545,1.0,1024.0,0.6358983591422439,56000.0,0.001,0.019592420663684607,56.0,0.5,181.26983085753508,1.0,1000.0,761.0,56000.0,-21.948498482142856,56.0
1024.0,1.0,0.5,1.0,-21.945830879211425,0.0029498417279683053,1.0,1024.0,0.5920200365968049,57000.0,0.001,0.01840950082987547,57.0,0.5,178.09924930095727,,,,,,
1024.0,1.0,0.5,1.0,-21.510129041671753,0.002894512435887009,1.0,1024.0,0.5476270288042724,58000.0,0.001,0.018090627621859312,58.0,0.5,175.03886975230418,,,,,,
1024.0,1.0,0.5,1.0,-21.100665313720704,0.0028484638896770775,1.0,1024.0,0.5277564272768795,59000.0,0.001,0.017747444100677967,59.0,0.5,172.08088574664524,,,,,,
1024.0,1.0,0.5,1.0,-20.764786836624147,0.002720221527852118,1.0,1024.0,0.5951197106987238,60000.0,0.001,0.017008756287395954,60.0,0.5,169.21961731581936,1.0,1000.0,760.0,60000.0,-22.092172633333334,60.0
1024.0,1.0,0.5,1.0,-20.39506125640869,0.002613204822409898,1.0,1024.0,0.5203895726464689,61000.0,0.001,0.016555938869714737,61.0,0.5,166.45189013274938,,,,,,
1024.0,1.0,0.5,1.0,-20.027300216674806,0.0025193713954649866,1.0,1024.0,0.474014254540205,62000.0,0.001,0.016001024516299367,62.0,0.5,163.77372556434383,,,,,,
1024.0,1.0,0.5,1.0,-19.760512954711913,0.0023568420438095927,1.0,1024.0,0.4344031790997833,63000.0,0.001,0.015113219851627946,63.0,0.5,161.17950900057374,,,,,,
1024.0,1.0,0.5,1.0,-19.40743451690674,0.002298619074281305,1.0,1024.0,0.37834423072449863,64000.0,0.001,0.014823967590928078,64.0,0.5,158.66609768869134,1.0,1000.0,768.0,64000.0,-22.11002071875,64.0
1024.0,1.0,0.5,1.0,-19.03432042312622,0.002176977170165628,1.0,1024.0,0.4204401409141719,65000.0,0.001,0.014234194764867425,65.0,0.5,156.22927168024512,,,,,,
1024.0,1.0,0.5,1.0,-18.694180740356444,0.002161517913918942,1.0,1024.0,0.4168689527437091,66000.0,0.001,0.01400345959700644,66.0,0.5,153.8654977411908,,,,,,
1024.0,1.0,0.5,1.0,-18.426251485824586,0.0020794785232283175,1.0,1024.0,0.4518061974532902,67000.0,0.001,0.013634514762088656,67.0,0.5,151.5729481264296,,,,,,
1024.0,1.0,0.5,1.0,-18.123669656753542,0.0019752907392103225,1.0,1024.0,0.40328337520547214,68000.0,0.001,0.013030261499807239,68.0,0.5,149.34715431067335,1.0,1000.0,748.0,68000.0,-22.01261023529412,68.0
1024.0,1.0,0.5,1.0,-17.816566736221315,0.0019021720218006521,1.0,1024.0,0.4345396226234734,69000.0,0.001,0.012617442291229963,69.0,0.5,147.18556542362452,,,,,,
1024.0,1.0,0.5,1.0,-17.512526723861694,0.0018501318409107625,1.0,1024.0,0.4468935218639672,70000.0,0.001,0.012343758717179298,70.0,0.5,145.0853556546017,,,,,,
1024.0,1.0,0.5,1.0,-17.211046659469606,0.0018928675854112953,1.0,1024.0,0.4276788256261498,71000.0,0.001,0.012276626424863935,71.0,0.5,143.04429990543815,,,,,,
1024.0,1.0,0.5,1.0,-16.92352740955353,0.0017307349771726876,1.0,1024.0,0.36410111948288976,72000.0,0.001,0.011631842236965895,72.0,0.5,141.0604572745678,1.0,1000.0,764.0,72000.0,-22.048536624999997,72.0
1024.0,1.0,0.5,1.0,-16.61969786453247,0.0016698968247510493,1.0,1024.0,0.3392096593435854,73000.0,0.001,0.011361843440681696,73.0,0.5,139.12923307878015,,,,,,
1024.0,1.0,0.5,1.0,-16.338888116836547,0.001626763172680512,1.0,1024.0,0.3251521328296512,74000.0,0.001,0.011036076815798879,74.0,0.5,137.25101157602475,,,,,,
1024.0,1.0,0.5,1.0,-16.069852533340455,0.0015718532667960972,1.0,1024.0,0.3390160544794053,75000.0,0.001,0.010703458450734615,75.0,0.5,135.4222794242318,,,,,,
1024.0,1.0,0.5,1.0,-15.83802064704895,0.0015397031384054571,1.0,1024.0,0.2984065094608814,76000.0,0.001,0.010545326629653573,76.0,0.5,133.64182942711665,1.0,1000.0,765.0,76000.0,-22.026687763157895,76.0
1024.0,1.0,0.5,1.0,-15.544882362365723,0.0014641586458310485,1.0,1024.0,0.26090578349959104,77000.0,0.001,0.010045269969850779,77.0,0.5,131.90788326544248,,,,,,
1024.0,1.0,0.5,1.0,-15.218148429870606,0.00149157817941159,1.0,1024.0,0.2908314219266176,78000.0,0.001,0.01004876964725554,78.0,0.5,130.2177475342275,,,,,,
