Evaluate/discounted_episode_lengths,Evaluate/discounted_episode_returns,Evaluate/episode_lengths,Evaluate/episode_returns,Evaluate/iter,TRPO/cg_residual,TRPO/dist_mean,TRPO/dist_std,TRPO/fps,TRPO/grad_norm,TRPO/iter,TRPO/mse_loss,TRPO/nat_grad_norm,TRPO/reward,TRPO/step_size,TRPO/vf_loss,Discriminator/fake_logits,Discriminator/fake_prob,Discriminator/grad_norm,Discriminator/grad_penalty,Discriminator/iter,Discriminator/loss,Discriminator/regularization,Discriminator/true_logits,Discriminator/true_prob
1000,0.10996439032194191,1000,-0.641835434216069,0,,,,,,,,,,,,,,,,,,,,
,,,,,2.546435e-07,-3.8265647e-05,1.0,7,0.28610906,1000,0.93584603,0.51882493,-5.3380674216896294e-08,0.43103871885715783,0.41408238,,,,,,,,,
,,,,,4.8545107e-06,0.0099779405,1.005278,7,0.31542304,2000,0.9383259,0.49895477,2.1832602214999498e-08,0.4116473769850304,1.5562967,,,,,,,,,
,,,,,3.7601067e-06,0.00491263,1.0001059,6,0.29911426,3000,0.9422144,0.5544505,3.760394611163065e-08,0.3968968490758516,1.5006509,,,,,,,,,
,,,,,3.0137553e-06,-0.0025892186,0.9988967,6,0.32320833,4000,0.94794255,0.57808685,3.437342820689082e-08,0.37385807753986505,2.9854035,,,,,,,,,
,,,,,4.379115e-06,-0.009555668,1.0004467,6,0.2958869,5000,0.9469199,0.51716936,2.552475780248642e-08,0.4158043242197533,3.6696036,,,,,,,,,
,,,,,,,,,,,,,,,,0.5567291,0.6232713,45.886414,2.3746252,5000,2.619506,0.0,0.3118485,0.5769275
1000,-1.89805068866923,1000,-2.798273458366738,5000,,,,,,,,,,,,,,,,,,,,
,,,,,8.769024e-06,-0.005824802,0.9992626,8,0.3169693,6000,0.9786413,0.8235933,1.88865524251014e-08,0.3089599901156176,1.1579497,,,,,,,,,
,,,,,1.2148668e-05,-0.012977046,0.9987518,7,0.29605913,7000,0.9870758,0.51644486,5.762136424891651e-09,0.41470988869834796,1.0694126,,,,,,,,,
,,,,,6.9935336e-06,-0.012509984,0.99485254,7,0.29103723,8000,0.9763966,0.5790433,-8.751056157052518e-09,0.39064696255664383,0.582031,,,,,,,,,
,,,,,1.4524585e-05,-0.00912128,0.99467283,6,0.32011285,9000,1.0223746,0.71770656,3.400820423848927e-08,0.3449610391556915,0.6000373,,,,,,,,,
,,,,,1.3741281e-05,-0.01774828,0.9940624,6,0.30462435,10000,1.026998,0.5165656,9.72324050962925e-09,0.4213124236229473,0.5699804,,,,,,,,,
,,,,,,,,,,,,,,,,-1.135961,0.30013224,32.621807,1.7937782,10000,0.35682905,0.0,0.3009883,0.5742567
1000,-18.00127515110044,1000,-28.536875860249825,10000,,,,,,,,,,,,,,,,,,,,
,,,,,5.628457e-06,-0.009374264,0.9974552,8,0.33048052,11000,1.0879632,0.61304486,3.652564555522986e-08,0.3722194676921564,1.3716648,,,,,,,,,
,,,,,3.509498e-06,-0.015165945,0.99794894,7,0.2787883,12000,1.128836,0.547882,8.677122241351753e-08,0.43020591085839877,0.9421431,,,,,,,,,
,,,,,7.665292e-06,-0.0092551485,0.99950653,7,0.28162825,13000,1.2319044,0.5527897,-6.076620775274933e-08,0.42272970624169487,1.1277544,,,,,,,,,
,,,,,2.1967495e-05,0.00041217104,0.9990493,6,0.30971768,14000,1.1830264,0.70728135,-2.332593430764973e-08,0.3588646653980456,0.6571121,,,,,,,,,
,,,,,6.245883e-06,-0.018591475,1.0010372,6,0.29850563,15000,1.1267947,0.5542767,-1.7244252376258374e-08,0.42741450497386657,4.1746535,,,,,,,,,
,,,,,,,,,,,,,,,,-1.6404023,0.20373197,24.988768,1.2711381,15000,-0.72762895,0.0,0.3583647,0.58806324
1000,-27.586608879955996,1000,-43.283286971301784,15000,,,,,,,,,,,,,,,,,,,,
,,,,,6.339199e-06,-0.025505165,1.000113,8,0.33618978,16000,1.1290339,0.5826608,-3.1999952625483273e-09,0.3926747056555019,5.8625073,,,,,,,,,
,,,,,7.172489e-05,-0.051635064,1.0002698,7,0.29553992,17000,1.085948,0.56135803,-1.5369150787591935e-08,0.4192173267964593,3.859148,,,,,,,,,
,,,,,0.00048308974,-0.0815934,1.0012032,7,0.29534274,18000,1.0322348,0.600971,-7.173293852247298e-09,0.4147913367777171,8.502371,,,,,,,,,
