raw/disc/disc_acc,raw/disc/disc_acc_gen,raw/disc/disc_entropy,raw/disc/n_expert,raw/disc/disc_proportion_expert_pred,raw/disc/global_step,raw/disc/n_generated,raw/disc/disc_proportion_expert_true,raw/disc/disc_loss,raw/disc/disc_acc_expert
0.4990234375,0.998046875,0.6869630813598633,1024.0,0.0009765625,1,1024.0,0.5,0.7191247344017029,0.0
0.49951171875,0.998046875,0.6876126527786255,1024.0,0.00146484375,1,1024.0,0.5,0.7131353616714478,0.0009765625
0.4990234375,0.99609375,0.6883671283721924,1024.0,0.0029296875,1,1024.0,0.5,0.7071637511253357,0.001953125
0.501953125,0.9873046875,0.6889480352401733,1024.0,0.0146484375,1,1024.0,0.5,0.6994646787643433,0.0166015625
0.50830078125,0.986328125,0.6895467042922974,1024.0,0.02197265625,2,1024.0,0.5,0.6942994594573975,0.0302734375
0.5205078125,0.9853515625,0.6898388266563416,1024.0,0.03515625,2,1024.0,0.5,0.6894873380661011,0.0556640625
0.544921875,0.9921875,0.6901646852493286,1024.0,0.052734375,2,1024.0,0.5,0.6831164360046387,0.09765625
0.56884765625,0.9853515625,0.6904107928276062,1024.0,0.08349609375,2,1024.0,0.5,0.6773170828819275,0.15234375
0.603515625,0.990234375,0.6914002299308777,1024.0,0.11328125,3,1024.0,0.5,0.682466983795166,0.216796875
0.64306640625,0.9931640625,0.6914151906967163,1024.0,0.14990234375,3,1024.0,0.5,0.6752626299858093,0.29296875
0.66455078125,0.990234375,0.6913924217224121,1024.0,0.17431640625,3,1024.0,0.5,0.6701945662498474,0.3388671875
0.7001953125,0.98828125,0.6912832260131836,1024.0,0.2119140625,3,1024.0,0.5,0.662796139717102,0.412109375
0.7314453125,0.9951171875,0.6919777989387512,1024.0,0.236328125,4,1024.0,0.5,0.670193612575531,0.4677734375
0.76123046875,0.9912109375,0.6918110847473145,1024.0,0.27001953125,4,1024.0,0.5,0.6643825769424438,0.53125
0.80078125,0.9931640625,0.6915309429168701,1024.0,0.3076171875,4,1024.0,0.5,0.6580406427383423,0.6083984375
0.83203125,0.9892578125,0.6912463307380676,1024.0,0.3427734375,4,1024.0,0.5,0.6516133546829224,0.6748046875
0.86669921875,0.994140625,0.6911306381225586,1024.0,0.37255859375,5,1024.0,0.5,0.6479460000991821,0.7392578125
0.86572265625,0.98828125,0.6906622052192688,1024.0,0.37744140625,5,1024.0,0.5,0.6431505084037781,0.7431640625
0.91015625,0.9892578125,0.6900842189788818,1024.0,0.4208984375,5,1024.0,0.5,0.633803129196167,0.8310546875
0.9130859375,0.9873046875,0.6894699931144714,1024.0,0.42578125,5,1024.0,0.5,0.6281113624572754,0.8388671875
0.92333984375,0.984375,0.6888524293899536,1024.0,0.43896484375,6,1024.0,0.5,0.6214673519134521,0.8623046875
0.939453125,0.9951171875,0.6880671381950378,1024.0,0.4443359375,6,1024.0,0.5,0.6129956245422363,0.8837890625
0.93701171875,0.9873046875,0.6868754029273987,1024.0,0.44970703125,6,1024.0,0.5,0.6050148010253906,0.88671875
0.94580078125,0.9921875,0.6862541437149048,1024.0,0.45361328125,6,1024.0,0.5,0.59996497631073,0.8994140625
0.953125,0.98828125,0.6849783658981323,1024.0,0.46484375,7,1024.0,0.5,0.5904563665390015,0.91796875
0.94775390625,0.9912109375,0.6838296055793762,1024.0,0.45654296875,7,1024.0,0.5,0.5846990346908569,0.904296875
0.95849609375,0.990234375,0.6820971369743347,1024.0,0.46826171875,7,1024.0,0.5,0.574791431427002,0.9267578125
0.96337890625,0.9931640625,0.6812398433685303,1024.0,0.47021484375,7,1024.0,0.5,0.5684381723403931,0.93359375
0.970703125,0.9951171875,0.6787247657775879,1024.0,0.4755859375,8,1024.0,0.5,0.5568743944168091,0.9462890625
0.962890625,0.9931640625,0.6769116520881653,1024.0,0.4697265625,8,1024.0,0.5,0.5495929718017578,0.9326171875
0.96337890625,0.9970703125,0.6744701862335205,1024.0,0.46630859375,8,1024.0,0.5,0.5399512052536011,0.9296875
0.96630859375,0.99609375,0.672645628452301,1024.0,0.47021484375,8,1024.0,0.5,0.5322984457015991,0.9365234375
0.966796875,0.9951171875,0.6695480346679688,1024.0,0.4716796875,9,1024.0,0.5,0.5213293433189392,0.9384765625
0.97607421875,0.998046875,0.6663392782211304,1024.0,0.47802734375,9,1024.0,0.5,0.5099602937698364,0.9541015625
0.9697265625,0.9970703125,0.6625847220420837,1024.0,0.47265625,9,1024.0,0.5,0.5012479424476624,0.9423828125
0.96826171875,0.9990234375,0.6599569916725159,1024.0,0.46923828125,9,1024.0,0.5,0.4933125972747803,0.9375
0.9677734375,0.9951171875,0.6572745442390442,1024.0,0.47265625,10,1024.0,0.5,0.48548072576522827,0.9404296875
0.970703125,0.9951171875,0.652035653591156,1024.0,0.4755859375,10,1024.0,0.5,0.4727886915206909,0.9462890625
0.9736328125,0.99609375,0.6476469039916992,1024.0,0.4775390625,10,1024.0,0.5,0.4617842137813568,0.951171875
0.97998046875,0.9970703125,0.6439311504364014,1024.0,0.48291015625,10,1024.0,0.5,0.45255202054977417,0.962890625
0.9765625,1.0,0.6402448415756226,1024.0,0.4765625,11,1024.0,0.5,0.4460154175758362,0.953125
0.97705078125,0.998046875,0.6327927112579346,1024.0,0.47900390625,11,1024.0,0.5,0.4297398626804352,0.9560546875
0.984375,1.0,0.631055474281311,1024.0,0.484375,11,1024.0,0.5,0.42504554986953735,0.96875
0.98095703125,1.0,0.6243441104888916,1024.0,0.48095703125,11,1024.0,0.5,0.4144778847694397,0.9619140625
0.97900390625,1.0,0.6150580644607544,1024.0,0.47900390625,12,1024.0,0.5,0.3998696208000183,0.9580078125
0.98486328125,1.0,0.6101831197738647,1024.0,0.48486328125,12,1024.0,0.5,0.3900219202041626,0.9697265625
0.9794921875,1.0,0.6057608127593994,1024.0,0.4794921875,12,1024.0,0.5,0.3857434391975403,0.958984375
0.9853515625,1.0,0.5965754985809326,1024.0,0.4853515625,12,1024.0,0.5,0.3694750964641571,0.970703125
