raw/disc/disc_acc,raw/disc/disc_entropy,raw/disc/disc_proportion_expert_true,raw/disc/disc_proportion_expert_pred,raw/disc/n_expert,raw/disc/disc_acc_gen,raw/disc/disc_loss,raw/disc/n_generated,raw/disc/global_step,raw/disc/disc_acc_expert
0.5,0.6869089007377625,0.5,1.0,1024.0,0.0,0.7111344337463379,1024.0,1,1.0
0.50048828125,0.6873987913131714,0.5,0.99951171875,1024.0,0.0009765625,0.703330934047699,1024.0,1,1.0
0.50341796875,0.687833845615387,0.5,0.99658203125,1024.0,0.0068359375,0.7000054717063904,1024.0,1,1.0
0.505859375,0.6883350610733032,0.5,0.994140625,1024.0,0.01171875,0.6934663653373718,1024.0,1,1.0
0.509765625,0.6884682178497314,0.5,0.990234375,1024.0,0.01953125,0.6909425258636475,1024.0,2,1.0
0.52197265625,0.6888015866279602,0.5,0.97802734375,1024.0,0.0439453125,0.6845308542251587,1024.0,2,1.0
0.53564453125,0.6891533136367798,0.5,0.96435546875,1024.0,0.0712890625,0.6794854998588562,1024.0,2,1.0
0.57080078125,0.6893820762634277,0.5,0.92919921875,1024.0,0.1416015625,0.6724878549575806,1024.0,2,1.0
0.552734375,0.6895396709442139,0.5,0.947265625,1024.0,0.10546875,0.6692335605621338,1024.0,3,1.0
0.58349609375,0.6896510124206543,0.5,0.91650390625,1024.0,0.1669921875,0.6658248901367188,1024.0,3,1.0
0.61865234375,0.6896809339523315,0.5,0.88134765625,1024.0,0.2373046875,0.660720944404602,1024.0,3,1.0
0.67724609375,0.689751148223877,0.5,0.82275390625,1024.0,0.3544921875,0.6532678604125977,1024.0,3,1.0
0.7900390625,0.6895416378974915,0.5,0.7099609375,1024.0,0.580078125,0.6387171745300293,1024.0,4,1.0
0.82421875,0.6892318725585938,0.5,0.67578125,1024.0,0.6484375,0.6315010786056519,1024.0,4,1.0
0.87548828125,0.6889914274215698,0.5,0.62451171875,1024.0,0.7509765625,0.6246932744979858,1024.0,4,1.0
0.89111328125,0.6884655356407166,0.5,0.60888671875,1024.0,0.7822265625,0.618046760559082,1024.0,4,1.0
0.9091796875,0.6880218386650085,0.5,0.5908203125,1024.0,0.818359375,0.6126120090484619,1024.0,5,1.0
