raw/gen/time/total_timesteps,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/critic_loss,raw/gen/train/actor_loss,raw/gen/time/time_elapsed,raw/gen/time/fps,raw/gen/train/learning_rate,raw/gen/time/episodes,raw/gen/train/n_updates
2496000,5.8136852887988395,0.02714896739926189,-1.4128016303777695,1,763,0.001,2496,2495000
2500000,5.616106693668233,0.03052102647931315,-1.4571532247066499,1,768,0.001,2500,2499000
2504000,5.6159351080952264,0.02369010841427371,-1.4518549592494965,1,764,0.001,2504,2503000
2508000,5.539208021591487,0.02648671744321473,-1.4322784346342088,1,771,0.001,2508,2507000
2512000,5.449074964896827,0.026313459603115916,-1.378600627362728,1,767,0.001,2512,2511000
2516000,5.528222683331361,0.031216407741303555,-1.3864107652902604,1,767,0.001,2516,2515000
2520000,4.793074489275569,0.035356879497645426,-1.3962161083817481,1,769,0.001,2520,2519000
2524000,4.79814960764322,0.027470078603364527,-1.2999784718751908,1,762,0.001,2524,2523000
2528000,4.44488870724349,0.032246909597306514,-1.2279889696240425,1,769,0.001,2528,2527000
2532000,4.389624776606723,0.03440501357475296,-1.1239741881489753,1,772,0.001,2532,2531000
2536000,4.28090053409031,0.03752309373521712,-1.0456461596488953,1,762,0.001,2536,2535000
2540000,4.172527600949476,0.02937943034223281,-0.9766993085145951,1,760,0.001,2540,2539000
2544000,3.843094961299264,0.023416267362539656,-0.9553679527640343,1,760,0.001,2544,2543000
2548000,3.7822673456228335,0.02065409254049882,-0.9065025786161423,1,775,0.001,2548,2547000
2552000,2.533586267787569,0.014336809985805303,-0.8665957252383232,1,773,0.001,2552,2551000
2556000,2.4474656050992563,0.011186902161571198,-0.7763877981901168,1,781,0.001,2556,2555000
2560000,2.5015467365209365,0.010590452884440311,-0.743124368429184,1,773,0.001,2560,2559000
2564000,2.118978114276315,0.010438188857689965,-0.7188820707201957,1,772,0.001,2564,2563000
2568000,1.769056870134487,0.010954292968730442,-0.7053034743666649,1,777,0.001,2568,2567000
2572000,1.6257292056147088,0.013028698869631625,-0.681797395825386,1,767,0.001,2572,2571000
2576000,1.7416094038778729,0.015215528614469804,-0.6849072467088699,1,757,0.001,2576,2575000
2580000,1.7126053934665528,0.018906254426692613,-0.7113797553181648,1,763,0.001,2580,2579000
2584000,1.784808742674329,0.015095850129146129,-0.7303655684292316,1,772,0.001,2584,2583000
2588000,1.6739005449852675,0.011481119537667837,-0.7336737997829914,1,774,0.001,2588,2587000
2592000,1.562996287143811,0.01115300281450618,-0.6707427509427071,1,764,0.001,2592,2591000
2596000,1.4352518663061695,0.01292461687384639,-0.6154470975995063,1,774,0.001,2596,2595000
2600000,1.511424794103273,0.01273025540416711,-0.582956350594759,1,765,0.001,2600,2599000
2604000,1.5230537559446047,0.009928061335056554,-0.5538548516929149,1,772,0.001,2604,2603000
2608000,1.540981529650484,0.008664493440417573,-0.5363326648771762,1,767,0.001,2608,2607000
2612000,1.5397655832458523,0.006963442098029191,-0.5620585170388221,1,769,0.001,2612,2611000
2616000,1.474977202524482,0.008030491170618916,-0.583320255458355,1,762,0.001,2616,2615000
2620000,1.555965733344332,0.006273179866751888,-0.5768298784792423,1,771,0.001,2620,2619000
2624000,1.5083092857145062,0.00843140299935476,-0.6054585905969143,1,762,0.001,2624,2623000
2628000,1.5795792387943342,0.006492284026462585,-0.610013409614563,1,763,0.001,2628,2627000
2632000,1.534714019146977,0.007518862442317186,-0.6268581888377667,1,757,0.001,2632,2631000
2636000,1.5973015243098578,0.008400467561150435,-0.6471046912670135,1,762,0.001,2636,2635000
2640000,1.6708234827661483,0.00934071588201914,-0.6691652259528637,1,765,0.001,2640,2639000
2644000,1.7101765943530511,0.008879329979536124,-0.6489744999706745,1,772,0.001,2644,2643000
2648000,1.734168792501122,0.010792270698526408,-0.6147064909040928,1,774,0.001,2648,2647000
2652000,1.7355478815706746,0.007047465891228058,-0.5648435127735137,1,766,0.001,2652,2651000
2656000,1.7835816557145128,0.00867728619929403,-0.5114302157461643,1,770,0.001,2656,2655000
2660000,1.6821769633202666,0.00680991328691016,-0.4665558929145336,1,765,0.001,2660,2659000
2664000,1.7860694438873248,0.00543941303101019,-0.4618871374130249,1,773,0.001,2664,2663000
2668000,2.0222580328773687,0.007298000096983742,-0.45662732380628585,1,763,0.001,2668,2667000
2672000,1.8262328002744226,0.00763239096198231,-0.47097191619873047,1,765,0.001,2672,2671000
2676000,1.792730565377338,0.00730127979372628,-0.49139224720001223,1,770,0.001,2676,2675000
2680000,1.889805883926575,0.00778563070652308,-0.525073108792305,1,769,0.001,2680,2679000
2684000,1.835442256492049,0.010084709538146854,-0.5493881998956204,1,764,0.001,2684,2683000
2688000,1.7924015026418425,0.009957827044534497,-0.5596472209990024,1,764,0.001,2688,2687000
2692000,2.093848155400087,0.01174300116323866,-0.5636941450238228,1,772,0.001,2692,2691000
2696000,2.1123982264752676,0.010965558307943865,-0.571016125947237,1,757,0.001,2696,2695000
2700000,2.2289067272731256,0.02186172630672809,-0.5801821177303791,1,767,0.001,2700,2699000
2704000,2.73612102846979,0.01306763721164316,-0.6336537030041218,1,765,0.001,2704,2703000
2708000,2.8856587615930724,0.014098811125615611,-0.652817747682333,1,773,0.001,2708,2707000
2712000,3.1988768122840536,0.014240558387129568,-0.6558437669277191,1,777,0.001,2712,2711000
2716000,3.21269676684697,0.014047345291706733,-0.6645450811386109,1,768,0.001,2716,2715000
2720000,3.1562019796533605,0.015550203437160235,-0.6428373024761677,1,766,0.001,2720,2719000
2724000,4.282829738682992,0.017728076103841885,-0.6392074702680111,1,758,0.001,2724,2723000
2728000,4.512037026097618,0.021435729500837625,-0.645387843132019,1,770,0.001,2728,2727000
2732000,4.6629548688647855,0.017594533661962487,-0.6173867543637752,1,766,0.001,2732,2731000
2736000,4.803858326795537,0.019237487133243122,-0.6066830462813377,1,765,0.001,2736,2735000
2740000,4.81380133975106,0.01780178610404255,-0.5875312898755074,1,769,0.001,2740,2739000
2744000,5.057659512679902,0.01606725806352915,-0.576178125590086,1,765,0.001,2744,2743000
2748000,5.299535994622952,0.0154175614133419,-0.5865031570196152,1,772,0.001,2748,2747000
2752000,5.445954788667285,0.017048906314186752,-0.6104946706295014,1,768,0.001,2752,2751000
2756000,5.712218210597168,0.036586146151763387,-0.6565827684402465,1,768,0.001,2756,2755000
2760000,5.732887276267628,0.022748135360365268,-0.7120187976062298,1,760,0.001,2760,2759000
2764000,5.775116393911798,0.027501885472447613,-0.7585793102681637,1,767,0.001,2764,2763000
2768000,5.908565014948452,0.020730067507422064,-0.7818024084568024,1,772,0.001,2768,2767000
2772000,5.7830933883790285,0.020517977137933484,-0.8168748224377632,1,775,0.001,2772,2771000
2776000,5.947431984869741,0.01697340881859418,-0.8152427443563938,1,764,0.001,2776,2775000
2780000,5.856298103180907,0.018786426754668354,-0.8555407955348492,1,769,0.001,2780,2779000
2784000,6.150988353050341,0.017308176230464597,-0.9641726770997048,1,768,0.001,2784,2783000
2788000,6.1482534845879755,0.017021488114260137,-1.0266554028391839,1,761,0.001,2788,2787000
2792000,6.189524773005465,0.015205042102723382,-1.0555500320196152,1,773,0.001,2792,2791000
2796000,6.344605863280751,0.016708968542865476,-1.1051238796710967,1,765,0.001,2796,2795000
2800000,6.497535544844306,0.0166018375211861,-1.1624080042839051,1,767,0.001,2800,2799000
2804000,6.642594763627343,0.01880848666105885,-1.1981326059103012,1,773,0.001,2804,2803000
2808000,6.573371583970796,0.015835155469016173,-1.2623585079312325,1,769,0.001,2808,2807000
2812000,6.283961709289506,0.017618484606966377,-1.3425024936199188,1,768,0.001,2812,2811000
2816000,6.214087464764606,0.019322097990661858,-1.357064880311489,1,759,0.001,2816,2815000
2820000,6.525612465641917,0.01666606607020367,-1.3642722315192222,1,770,0.001,2820,2819000
2824000,5.415281204545923,0.04498265710868873,-1.351936896264553,1,765,0.001,2824,2823000
2828000,5.156025044605543,0.014022814051480963,-1.2929647399187087,1,771,0.001,2828,2827000
2832000,5.175905836236682,0.014348033341346308,-1.1806209766864777,1,773,0.001,2832,2831000
2836000,4.987835622979806,0.015883994235889987,-1.1034878333210945,1,761,0.001,2836,2835000
2840000,4.914759802634776,0.03325205812673084,-1.0632709072232247,1,774,0.001,2840,2839000
2844000,4.782341984870923,0.01625739923911169,-0.9981414824128151,1,769,0.001,2844,2843000
2848000,4.567693916005923,0.015580553132575005,-0.955662961423397,1,770,0.001,2848,2847000
2852000,4.46718157234927,0.015227987396647222,-0.9116932328939438,1,764,0.001,2852,2851000
2856000,4.179807736108272,0.014097316117375159,-0.8632178946137429,1,765,0.001,2856,2855000
2860000,4.134492642486404,0.012784097958996427,-0.790405123591423,1,777,0.001,2860,2859000
2864000,4.019758452880816,0.010421455948613585,-0.7189184071421624,1,777,0.001,2864,2863000
2868000,3.8310950851972603,0.010183082013041713,-0.6386762320101261,1,771,0.001,2868,2867000
2872000,3.879778839065874,0.01219980776880402,-0.5832018318772316,1,773,0.001,2872,2871000
2876000,3.6558405029668024,0.013466639052727259,-0.5587011203765869,1,768,0.001,2876,2875000
2880000,4.119552697037413,0.019188995932636316,-0.5541702056527138,1,775,0.001,2880,2879000
2884000,3.877260900726863,0.016925927775504532,-0.554217375844717,1,770,0.001,2884,2883000
2888000,3.906182714223937,0.01869716944647371,-0.5293459328413009,1,768,0.001,2888,2887000
2892000,3.837320367628187,0.018467410337878392,-0.5428722215592862,1,775,0.001,2892,2891000
2896000,3.9140470569115116,0.01866012382216286,-0.5256953336000443,1,768,0.001,2896,2895000
2900000,3.5281966246662386,0.022287649369071006,-0.4887470025122166,1,770,0.001,2900,2899000
2904000,3.2146245557522595,0.017020774757191246,-0.4316680353283882,1,775,0.001,2904,2903000
2908000,3.114756735587942,0.020883040649474424,-0.43357242277264596,1,771,0.001,2908,2907000
2912000,3.09129983439798,0.021755065042685602,-0.4287798819839954,1,771,0.001,2912,2911000
2916000,3.0705866749998916,0.019418655318491802,-0.43732448333501817,1,774,0.001,2916,2915000
2920000,2.7668323109566186,0.01983957864479089,-0.4731452095210552,1,769,0.001,2920,2919000
2924000,2.7009208968591287,0.02257862452295376,-0.5467329132854939,1,776,0.001,2924,2923000
2928000,2.772941456406057,0.019507928649953103,-0.6544754812419414,1,776,0.001,2928,2927000
2932000,2.6038848503512106,0.01605855431006057,-0.6456476954519749,1,769,0.001,2932,2931000
2936000,2.664697404232337,0.014763613722840092,-0.5326401167213917,1,766,0.001,2936,2935000
2940000,2.6267506803856744,0.013393197631417934,-0.413299749314785,1,775,0.001,2940,2939000
2944000,2.4535497825489556,0.01228465955712835,-0.3396826570630074,1,765,0.001,2944,2943000
2948000,2.42325139679457,0.010578601945087642,-0.314846635311842,1,769,0.001,2948,2947000
2952000,2.3782756191358034,0.015598964292626345,-0.317135439991951,1,768,0.001,2952,2951000
2956000,2.3603908110732115,0.014450866258609538,-0.29469416055083275,1,767,0.001,2956,2955000
2960000,2.318768874812187,0.015914971998180184,-0.29942226560413837,1,768,0.001,2960,2959000
2964000,2.3571217468686787,0.01266698597762506,-0.28566902519762516,1,767,0.001,2964,2963000
2968000,2.1964593737520115,0.011141178178515435,-0.28682928632199767,1,765,0.001,2968,2967000
2972000,2.1819676991427444,0.01798579415078258,-0.30135106199979783,1,768,0.001,2972,2971000
2976000,2.2087762381803766,0.010106756539511326,-0.2856747625470161,1,771,0.001,2976,2975000
2980000,1.7474860085233512,0.010454061890686556,-0.2767760324776173,1,775,0.001,2980,2979000
2984000,1.8872532502565569,0.011259709204542263,-0.27372196920216085,1,775,0.001,2984,2983000
2988000,1.847153762170369,0.012322306175075386,-0.27391434101760387,1,767,0.001,2988,2987000
2992000,1.5729427876406685,0.012820667017306647,-0.2668696101903915,1,774,0.001,2992,2991000
2996000,1.3503674512322563,0.0130175098716861,-0.27823806676268575,1,775,0.001,2996,2995000
3000000,1.3500135073503265,0.011546050007816978,-0.28095739206671716,1,778,0.001,3000,2999000
3004000,1.0282945409765722,0.012615861447562916,-0.27137689727544784,1,771,0.001,3004,3003000
3008000,1.0409267594148828,0.018623622833460956,-0.27356807731091975,1,768,0.001,3008,3007000
3012000,1.0421955351751135,0.01197598087593574,-0.2557452210634947,1,767,0.001,3012,3011000
3016000,1.0157059948643772,0.01565812459424325,-0.2608144284337759,1,775,0.001,3016,3015000
3020000,1.0425862315697578,0.010501403762951441,-0.2561544093042612,1,778,0.001,3020,3019000
3024000,1.0418758546624567,0.009583660305304345,-0.25126677775382994,1,768,0.001,3024,3023000
3028000,0.9198979884509293,0.010878775263661537,-0.2576846567392349,1,768,0.001,3028,3027000
3032000,0.8440211727345863,0.0129557984196371,-0.25248485793173314,1,772,0.001,3032,3031000
3036000,0.7639898664107038,0.021569089331671527,-0.24579503248631954,1,767,0.001,3036,3035000
3040000,0.7499684200581258,0.022893803534990865,-0.2654548917710781,1,763,0.001,3040,3039000
3044000,0.7547229018391343,0.026322740503818314,-0.27247604218125343,1,769,0.001,3044,3043000
3048000,0.7335839198711211,0.016700155618460864,-0.27419846096634864,1,767,0.001,3048,3047000
3052000,0.7376433351753215,0.014286979145384477,-0.2718253502547741,1,766,0.001,3052,3051000
3056000,0.737672803677211,0.01254620009615875,-0.25893360464274884,1,761,0.001,3056,3055000
3060000,0.9844991223978912,0.011617230699432131,-0.2589275838732719,1,766,0.001,3060,3059000
3064000,2.3963162294161977,0.013139182577601861,-0.2591878428608179,1,773,0.001,3064,3063000
3068000,2.4137528433138002,0.019535205615624242,-0.2675826635211706,1,766,0.001,3068,3067000
3072000,2.4183492182046575,0.014809300824742062,-0.2588972465991974,1,762,0.001,3072,3071000
3076000,3.083005947320638,0.01370501968262178,-0.2556368838846684,1,763,0.001,3076,3075000
3080000,3.075762499566999,0.01670120377263602,-0.2571309474557638,1,771,0.001,3080,3079000
3084000,2.9748752429680003,0.013037229061335738,-0.2589747940897942,1,773,0.001,3084,3083000
3088000,3.0076710312720176,0.012309648449348835,-0.2550713478624821,1,772,0.001,3088,3087000
3092000,3.0090767308362523,0.02301940204166391,-0.27212120342254636,1,773,0.001,3092,3091000
3096000,3.095056076639086,0.026163616458508905,-0.3134196034371853,1,768,0.001,3096,3095000
3100000,3.2219934903534813,0.025756395560321655,-0.32918009598553183,1,748,0.001,3100,3099000
3104000,3.2553771353349674,0.01979493827105617,-0.3101172372847795,1,753,0.001,3104,3103000
3108000,3.3406618707657767,0.016376221791573657,-0.29281896612048147,1,754,0.001,3108,3107000
3112000,3.3543891468879874,0.012182165231676064,-0.2614032090753317,1,749,0.001,3112,3111000
3116000,3.4673683827802724,0.0058554963874549405,-0.25347079676389694,1,755,0.001,3116,3115000
3120000,3.418430030624484,0.009617237458950056,-0.2542057001292706,1,748,0.001,3120,3119000
3124000,3.5114068987470337,0.006612344920163952,-0.25538061778247356,1,755,0.001,3124,3123000
3128000,3.530285542372826,0.008983743152912466,-0.2532531595379114,1,753,0.001,3128,3127000
3132000,3.5565359400704746,0.01352274547593282,-0.2445345834493637,1,756,0.001,3132,3131000
3136000,3.639956302876954,0.019683350881759397,-0.25872541397809984,1,755,0.001,3136,3135000
3140000,3.737523870957911,0.028427341963330133,-0.32001025427877905,1,766,0.001,3140,3139000
3144000,3.910808534562664,0.01528092464660494,-0.31467596501111983,1,754,0.001,3144,3143000
3148000,3.911351680073399,0.018364556096678107,-0.31915961261093617,1,752,0.001,3148,3147000
3152000,4.044932425997641,0.016139404854917067,-0.3044041444212198,1,757,0.001,3152,3151000
3156000,4.053578054754544,0.012759982632635744,-0.28456482815742495,1,768,0.001,3156,3155000
3160000,3.828800394795879,0.01099194522394918,-0.2722606326788664,1,754,0.001,3160,3159000
3164000,2.371308686935582,0.006160770407165126,-0.25699096922576425,1,757,0.001,3164,3163000
3168000,2.40685053437274,0.0074727657202425125,-0.24736076498031617,1,758,0.001,3168,3167000
3172000,2.4103016402267694,0.0065980726198329445,-0.24822455734014512,1,768,0.001,3172,3171000
3176000,1.7214279437414737,0.010531971924309193,-0.2560021598935127,1,758,0.001,3176,3175000
3180000,1.7654593599043817,0.013690578952750772,-0.28068477419018745,1,759,0.001,3180,3179000
3184000,1.674313432367907,0.01878379534984183,-0.2937790651619434,1,772,0.001,3184,3183000
3188000,1.645716903567755,0.013547124584164832,-0.28359833896160125,1,756,0.001,3188,3187000
3192000,1.6641284916512242,0.02733561427275295,-0.2828261912167072,1,752,0.001,3192,3191000
3196000,1.5605321398427046,0.013260948875433779,-0.27673044815659525,1,763,0.001,3196,3195000
3200000,1.4686785872992503,0.008591530769509711,-0.26309673853218557,1,757,0.001,3200,3199000
3204000,1.431697116073632,0.021715811024358347,-0.27255089239776137,1,758,0.001,3204,3203000
3208000,1.3542938491490124,0.019560877712832686,-0.2691367730051279,1,763,0.001,3208,3207000
3212000,1.3862406619489946,0.03651750914432999,-0.2763878846615553,1,767,0.001,3212,3211000
3216000,1.2681266294177822,0.021189827861157952,-0.2741087270975113,1,763,0.001,3216,3215000
3220000,1.2792511851999466,0.030274858839000513,-0.3071699417829514,1,763,0.001,3220,3219000
3224000,1.232763836378735,0.0224111858860331,-0.31730944277346135,1,754,0.001,3224,3223000
3228000,1.2452955823431515,0.022441816569296714,-0.30123377560079095,1,750,0.001,3228,3227000
3232000,1.238106353343558,0.01725771782551895,-0.2716840036660433,1,759,0.001,3232,3231000
3236000,1.1618642284809402,0.013471992186183019,-0.2681569093465805,1,752,0.001,3236,3235000
3240000,1.0808070241440815,0.014358949113869457,-0.2690977694839239,1,753,0.001,3240,3239000
3244000,0.918822275178098,0.018609724938879083,-0.2892819128334522,1,758,0.001,3244,3243000
3248000,0.9407777403319336,0.025309191299916052,-0.3297383328676224,1,759,0.001,3248,3247000
3252000,0.7954696559747981,0.02276214734691952,-0.34259705655276773,1,757,0.001,3252,3251000
3256000,0.8121901321916912,0.026655788477258135,-0.3477900773882866,1,756,0.001,3256,3255000
3260000,0.8000404619000959,0.015607982389085168,-0.304493787035346,1,750,0.001,3260,3259000
3264000,0.8081112452141697,0.013400027608410359,-0.27937334240972994,1,766,0.001,3264,3263000
3268000,0.7483060124047952,0.00995721338180283,-0.2648792165368795,1,757,0.001,3268,3267000
3272000,0.7122687532961229,0.010236513525010274,-0.2691335458159447,1,758,0.001,3272,3271000
3276000,0.6873399829122406,0.008231589968317214,-0.2571525573730469,1,757,0.001,3276,3275000
3280000,0.6663080710283382,0.006887788776440192,-0.24928675198554992,1,757,0.001,3280,3279000
3284000,0.6387802924420464,0.006819391778922876,-0.24398028838634492,1,754,0.001,3284,3283000
3288000,0.6395441832853667,0.006092687211005386,-0.23934843084216118,1,751,0.001,3288,3287000
3292000,0.6233752864940698,0.007201751115920653,-0.2370234160721302,1,757,0.001,3292,3291000
3296000,0.6362721622158791,0.00959703684304564,-0.2429217887967825,1,754,0.001,3296,3295000
3300000,0.616876035063961,0.008006128843396484,-0.24999009864032268,1,755,0.001,3300,3299000
3304000,0.6144079685750348,0.005765611339069849,-0.23851526798307895,1,761,0.001,3304,3303000
3308000,0.614137539518126,0.008570979673987117,-0.24015993206202985,1,751,0.001,3308,3307000
3312000,0.585031438889244,0.009956455972472297,-0.23332367810606958,1,756,0.001,3312,3311000
3316000,0.5915655057851177,0.005954509886088658,-0.2329066633284092,1,752,0.001,3316,3315000
3320000,0.571944916479786,0.004161707367953316,-0.23250289709866048,1,763,0.001,3320,3319000
3324000,0.536342774515014,0.005652417567254885,-0.23257821190357209,1,759,0.001,3324,3323000
3328000,0.5237095576492138,0.008060881106277534,-0.2331868071705103,1,765,0.001,3328,3327000
3332000,0.5191629373459148,0.007434807627571269,-0.23489811515808107,1,754,0.001,3332,3331000
3336000,0.5274414180834104,0.00810082869881229,-0.2398228448778391,1,755,0.001,3336,3335000
3340000,0.5458333839168413,0.006419202727823567,-0.24407878962159157,1,751,0.001,3340,3339000
3344000,0.5456891145874869,0.006301506240736455,-0.2458513157069683,1,754,0.001,3344,3343000
3348000,0.5212814666624189,0.008195935182740286,-0.24390409207344055,1,759,0.001,3348,3347000
3352000,0.5697282259493803,0.006446604178024539,-0.2445922198742628,1,762,0.001,3352,3351000
3356000,0.555402641038829,0.004823012517044215,-0.2463396582007408,1,761,0.001,3356,3355000
3360000,0.5558509867035495,0.006545754827602535,-0.24667955377697945,1,761,0.001,3360,3359000
3364000,0.5464423232673713,0.007505275067714255,-0.2502411892861128,1,763,0.001,3364,3363000
3368000,0.5480217530101096,0.004796896231392637,-0.24961700454354285,1,769,0.001,3368,3367000
3372000,0.5357068135580975,0.016279156362601382,-0.2525602165311575,1,761,0.001,3372,3371000
3376000,0.5705475550943091,0.0069674520520630005,-0.25307594205439093,1,752,0.001,3376,3375000
3380000,0.5473788626300026,0.00442152978331931,-0.25224897998571394,1,757,0.001,3380,3379000
3384000,0.5978109501858317,0.005815218833599298,-0.25531646665930746,1,759,0.001,3384,3383000
3388000,0.5942655148800866,0.004194155424512848,-0.25528753200173376,1,753,0.001,3388,3387000
3392000,0.6338262357525363,0.008544218733282006,-0.25378336603939533,1,765,0.001,3392,3391000
3396000,0.6061354419529419,0.010142104342390606,-0.25630776250362397,1,763,0.001,3396,3395000
3400000,0.6059507151444369,0.0060009257154995995,-0.25300223152339457,1,761,0.001,3400,3399000
3404000,0.5911688465984924,0.005860903281600352,-0.2530557569414377,1,757,0.001,3404,3403000
3408000,0.5939664289955922,0.008846804231962954,-0.2530784841328859,1,763,0.001,3408,3407000
3412000,0.5738483000404764,0.005636587224197292,-0.25537884786725046,1,762,0.001,3412,3411000
3416000,0.5721107218397341,0.007814938598711832,-0.2547753251194954,1,755,0.001,3416,3415000
3420000,0.5842199552004207,0.003838642009646625,-0.2502023795098066,1,770,0.001,3420,3419000
3424000,0.5766793490624926,0.008600574428607776,-0.25651756730675696,1,761,0.001,3424,3423000
3428000,0.5766409551248137,0.005162862530158128,-0.2560779274404049,1,758,0.001,3428,3427000
3432000,0.5767720537321775,0.007404572725212188,-0.2562766042351723,1,761,0.001,3432,3431000
3436000,0.5670746887671876,0.005401359861552427,-0.2551833546459675,1,759,0.001,3436,3435000
3440000,0.5640409545794388,0.00758115374631013,-0.25456971117854116,1,770,0.001,3440,3439000
3444000,0.5804139928447232,0.005126302738307891,-0.25121305052936077,1,769,0.001,3444,3443000
3448000,0.5808401153155998,0.007746856063260868,-0.25347679883241653,1,760,0.001,3448,3447000
3452000,0.5513721150851094,0.00467626402676273,-0.25045399852097033,1,762,0.001,3452,3451000
3456000,0.5468528562374358,0.00624459595100862,-0.25115536952018735,1,760,0.001,3456,3455000
3460000,0.5555147299187211,0.005478559922124049,-0.24450642596185207,1,764,0.001,3460,3459000
3464000,0.5374712600860567,0.005146292660183063,-0.24187726747989655,1,763,0.001,3464,3463000
3468000,0.5622230281071877,0.004420345027168271,-0.23688729354739188,1,754,0.001,3468,3467000
3472000,0.5707207418597062,0.004116001512532566,-0.23293970535695552,1,752,0.001,3472,3471000
3476000,0.5530967514918983,0.005467062569025629,-0.23319187523424625,1,759,0.001,3476,3475000
3480000,0.5466831115057551,0.00650411190173606,-0.23030081109702588,1,768,0.001,3480,3479000
3484000,0.5255499326929524,0.005903301726904552,-0.22900317288935185,1,758,0.001,3484,3483000
3488000,0.5254036473224576,0.00366884204160689,-0.22674280834198,1,753,0.001,3488,3487000
3492000,0.48387197021395273,0.005511461341711001,-0.22538658602535724,1,762,0.001,3492,3491000
3496000,0.4794964455047943,0.005371026544248625,-0.2227225715070963,1,754,0.001,3496,3495000
3500000,0.49952512891439793,0.005865742430367799,-0.22470342607796193,1,761,0.001,3500,3499000
3504000,0.5643104698116912,0.0035767857106164527,-0.2203584928661585,1,764,0.001,3504,3503000
3508000,0.5563050219591097,0.005371734493435517,-0.2194795915931463,1,751,0.001,3508,3507000
3512000,0.5591799338015282,0.005396792235675673,-0.21985177467763423,1,754,0.001,3512,3511000
3516000,0.5799725726464464,0.004879801906760872,-0.22207920606434345,1,762,0.001,3516,3515000
3520000,0.5622413648362399,0.0037181402728856624,-0.21795192922651768,1,764,0.001,3520,3519000
3524000,0.580242340071321,0.004712342948149846,-0.21620890575647353,1,753,0.001,3524,3523000
3528000,0.5604237938552802,0.0049694921647217135,-0.21580874387919902,1,758,0.001,3528,3527000
3532000,0.5628522673592835,0.006551583135051458,-0.21365180070698261,1,759,0.001,3532,3531000
3536000,0.5641259006330177,0.006121337347212748,-0.21468738797307013,1,766,0.001,3536,3535000
3540000,0.5382918907669505,0.002430259196155465,-0.209618198081851,1,753,0.001,3540,3539000
3544000,0.5086099591366374,0.004142441589995065,-0.20940466241538525,1,765,0.001,3544,3543000
3548000,0.5577809659356509,0.0049524050991001335,-0.21075541110336782,1,759,0.001,3548,3547000
3552000,0.6202946161838093,0.006225732851653042,-0.21163507091999054,1,759,0.001,3552,3551000
3556000,0.6366818484451595,0.0038554733803733868,-0.2132376384884119,1,765,0.001,3556,3555000
3560000,0.6221666938353545,0.003549099432000154,-0.21520420156419276,1,767,0.001,3560,3559000
3564000,0.6473772385458112,0.004496424061726094,-0.21574217210710048,1,758,0.001,3564,3563000
3568000,0.6398376701311327,0.004839777699419961,-0.21428567342460156,1,753,0.001,3568,3567000
3572000,0.6391055961513742,0.006437160093611212,-0.21321987815201282,1,755,0.001,3572,3571000
3576000,0.6153926516690293,0.006111957295719781,-0.212639761865139,1,754,0.001,3576,3575000
3580000,0.7212046168740303,0.0036062342167513693,-0.2108421034961939,1,754,0.001,3580,3579000
3584000,0.685625786775811,0.004816972222354705,-0.20967942409217358,1,751,0.001,3584,3583000
3588000,0.7124089938563312,0.004570559853137035,-0.20925703339278698,1,763,0.001,3588,3587000
3592000,0.7069152881122375,0.006330662607873787,-0.21165781961381436,1,755,0.001,3592,3591000
3596000,0.7109727402919624,0.005351498893732401,-0.20921808572113515,1,768,0.001,3596,3595000
3600000,0.677976057947493,0.002989426853905104,-0.20724666199088096,1,755,0.001,3600,3599000
3604000,0.6573601863842294,0.00483330402861051,-0.20712290528416633,1,765,0.001,3604,3603000
3608000,0.6574233018028273,0.00327296901158118,-0.2083161887973547,1,762,0.001,3608,3607000
3612000,0.6618879060758328,0.0033362188437826186,-0.20950075556337833,1,767,0.001,3612,3611000
3616000,0.6340062676610425,0.006005154435723851,-0.20776124048233033,1,765,0.001,3616,3615000
3620000,0.6353202884272966,0.0038894339160291994,-0.2084091103076935,1,761,0.001,3620,3619000
3624000,0.6224798675920223,0.004336882061567052,-0.20663002654910087,1,763,0.001,3624,3623000
3628000,0.621604689033772,0.0049686709103860405,-0.20669434985518456,1,758,0.001,3628,3627000
3632000,0.6159843796644972,0.004593987404484593,-0.20769157058000565,1,759,0.001,3632,3631000
3636000,0.6080136296826477,0.0036970392744678955,-0.2092236294001341,1,763,0.001,3636,3635000
3640000,0.6253110644914288,0.004719566731808356,-0.20740828531980515,1,757,0.001,3640,3639000
3644000,0.6644080503590728,0.005616846878109218,-0.20749576717615129,1,761,0.001,3644,3643000
3648000,0.6575327194954653,0.0037875521296257854,-0.2025883178859949,1,759,0.001,3648,3647000
3652000,0.5617541795311372,0.004997488641828889,-0.20408551244437695,1,757,0.001,3652,3651000
3656000,0.562071969597637,0.00393274764625036,-0.20150920705497266,1,765,0.001,3656,3655000
3660000,0.5632206985433189,0.004666834677279547,-0.2018552664667368,1,767,0.001,3660,3659000
3664000,0.542438624583385,0.006165233076243546,-0.20069580452144145,1,760,0.001,3664,3663000
3668000,0.5127924677575787,0.0038112968839145596,-0.2019560589045286,1,766,0.001,3668,3667000
3672000,0.5008487318476483,0.00486436475162416,-0.2018556627035141,1,759,0.001,3672,3671000
3676000,0.5020392490660771,0.00605560083369221,-0.1994014426022768,1,755,0.001,3676,3675000
3680000,0.40160569352135594,0.0042510725000388,-0.19746775801479816,1,751,0.001,3680,3679000
