raw/gen/time/total_timesteps,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/critic_loss,raw/gen/train/actor_loss,raw/gen/time/time_elapsed,raw/gen/time/fps,raw/gen/train/learning_rate,raw/gen/time/episodes,raw/gen/train/n_updates
1292000,28.269727564382897,0.42048172244243326,-4.839260027885437,1,770,0.001,1292,1291000
1296000,29.82660933529832,0.3339836458154023,-4.640127784967422,1,772,0.001,1296,1295000
1300000,29.78985737513405,0.24467675535939634,-4.384118651390076,1,778,0.001,1300,1299000
1304000,29.88210298890249,0.25032579407468436,-4.316197846651077,1,771,0.001,1304,1303000
1308000,29.671614591411473,0.27927737909555433,-4.29406369304657,1,779,0.001,1308,1307000
1312000,29.988338465012788,0.33395924025587737,-4.1576877415180205,1,774,0.001,1312,1311000
1316000,30.152360532574708,0.3389236544407904,-4.029157728672027,1,773,0.001,1316,1315000
1320000,11.38248218598229,0.41745676362887024,-4.080958319425583,1,774,0.001,1320,1319000
1324000,11.25860991224181,0.41256659594736994,-4.216646184444428,1,772,0.001,1324,1323000
1328000,11.434395687305766,0.3385098499711603,-4.2259353594779965,1,780,0.001,1328,1327000
1332000,11.039523836586982,0.41348994759470226,-4.30774867105484,1,770,0.001,1332,1331000
1336000,11.019441603306326,0.4701267668437213,-4.214041494131088,1,776,0.001,1336,1335000
1340000,11.817526460021208,0.4371660624369979,-4.135478399753571,1,760,0.001,1340,1339000
1344000,11.139236357960662,0.32251563816703854,-4.008221506118774,1,767,0.001,1344,1343000
1348000,11.160538033524608,0.3198536291942,-3.9705669598579405,1,773,0.001,1348,1347000
1352000,11.732648058171167,0.3581535848043859,-4.200954746961593,1,768,0.001,1352,1351000
1356000,11.250372124419284,0.39666259022429584,-4.5591877019405365,1,776,0.001,1356,1355000
1360000,11.413728835248111,0.3875848290324211,-4.9128315503597255,1,779,0.001,1360,1359000
1364000,10.890771243901764,0.3456644229032099,-4.92273841047287,1,767,0.001,1364,1363000
1368000,10.541521943049412,0.30186584481224416,-5.00943354010582,1,774,0.001,1368,1367000
1372000,10.271842326125642,0.34347007755190134,-5.13101944899559,1,767,0.001,1372,1371000
1376000,10.357895799217008,0.3836207411698997,-5.260678407430649,1,762,0.001,1376,1375000
1380000,10.367603724895005,0.3554972897171974,-5.195861390829086,1,775,0.001,1380,1379000
1384000,10.211552971184386,0.4361675272323191,-5.054091724157334,1,771,0.001,1384,1383000
1388000,9.824549682510991,0.3740494798161089,-4.819131273746491,1,777,0.001,1388,1387000
1392000,10.589795047398962,0.4535347755923867,-4.7135585691928865,1,772,0.001,1392,1391000
1396000,8.97055220018813,0.3883561928234994,-4.388618871450424,1,776,0.001,1396,1395000
1400000,9.015847246100813,0.543538559127599,-4.271275060415268,1,776,0.001,1400,1399000
1404000,8.323963022777132,0.4383254988640547,-4.244606507539749,1,771,0.001,1404,1403000
1408000,8.331779334980297,0.3959211008101702,-4.08714001917839,1,779,0.001,1408,1407000
1412000,8.39464259227879,0.4227419289574027,-4.140227979183197,1,771,0.001,1412,1411000
1416000,8.402646472062345,0.366625353788957,-4.049744147777558,1,768,0.001,1416,1415000
1420000,8.385537702657613,0.29318128844350577,-3.977229506492615,1,774,0.001,1420,1419000
1424000,8.117528657919204,0.25211460185516626,-3.969306224107742,1,767,0.001,1424,1423000
1428000,7.950597924226006,0.3982449249997735,-3.8723141429424284,1,767,0.001,1428,1427000
1432000,8.503611039408918,0.3144116611666977,-3.7607572801113127,1,774,0.001,1432,1431000
1436000,9.067236265297147,0.3895496895369142,-3.8313787496089935,1,768,0.001,1436,1435000
1440000,8.269624609598447,0.34329277808219194,-3.6953467025756837,1,769,0.001,1440,1439000
1444000,8.299546522327656,0.41213137678802014,-3.682724536418915,1,761,0.001,1444,1443000
1448000,7.985878148786668,0.316882756087929,-3.5987355053424834,1,767,0.001,1448,1447000
1452000,6.848049754669396,0.2555103457625955,-3.511564766407013,1,766,0.001,1452,1451000
1456000,6.743403207989652,0.2612670952454209,-3.360645847797394,1,777,0.001,1456,1455000
1460000,6.511641560726148,0.2610196514474228,-3.281203905344009,1,780,0.001,1460,1459000
1464000,6.465446841019842,0.3053349181003869,-3.3133513879776,1,771,0.001,1464,1463000
1468000,6.436942902580413,0.3419305940363556,-3.288449317455292,1,772,0.001,1468,1467000
1472000,6.747722440542292,0.27410464794002476,-3.2757031490802766,1,778,0.001,1472,1471000
1476000,6.608211603102643,0.3019407490193844,-3.3618425233364104,1,778,0.001,1476,1475000
1480000,6.677856818928209,0.25632979968190195,-3.4400969133377077,1,778,0.001,1480,1479000
1484000,6.808955924885967,0.25775374767184256,-3.6603467876911164,1,779,0.001,1484,1483000
1488000,6.91908800343262,0.3027207723930478,-3.8123604321479796,1,773,0.001,1488,1487000
1492000,6.222789705775121,0.2639075301922858,-3.8337201845645903,1,771,0.001,1492,1491000
1496000,7.465760448449156,0.2716440985947847,-3.9493614828586576,1,772,0.001,1496,1495000
1500000,7.757088304466192,0.2984893294461072,-4.190735797166824,1,778,0.001,1500,1499000
1504000,7.7522918141641375,0.29966381083242594,-4.323527215242386,1,772,0.001,1504,1503000
1508000,7.716763145980963,0.24701305326074363,-4.3660640485286715,1,769,0.001,1508,1507000
1512000,7.240122977939897,0.29298960461094975,-4.387727995634079,1,769,0.001,1512,1511000
1516000,7.134584084492515,0.33065764750167725,-4.54535468173027,1,759,0.001,1516,1515000
1520000,6.9198054099834465,0.40873747679591177,-4.425107903003693,1,768,0.001,1520,1519000
1524000,6.8663856791658215,0.36007448014616966,-4.283121110200882,1,776,0.001,1524,1523000
1528000,6.757805123048228,0.42655206245929,-4.414284520864487,1,770,0.001,1528,1527000
1532000,5.947696224586245,0.2751881908457726,-4.220002487421036,1,763,0.001,1532,1531000
1536000,5.4708792351231015,0.2533165613152087,-4.214705775737762,1,763,0.001,1536,1535000
1540000,5.264195850207925,0.26238339645043013,-4.079466966867447,1,772,0.001,1540,1539000
1544000,5.206595889174922,0.26333408151194454,-3.9227890915870667,1,764,0.001,1544,1543000
1548000,5.147209978561068,0.24693353324756026,-3.69707915353775,1,771,0.001,1548,1547000
1552000,5.1036794837084685,0.29188678520172834,-3.5384720866680146,1,772,0.001,1552,1551000
1556000,5.121639755640136,0.3112651463858783,-3.67597900891304,1,775,0.001,1556,1555000
1560000,4.9845194241773045,0.3265982849486172,-3.7344330842494964,1,764,0.001,1560,1559000
1564000,4.956747322013028,0.37196325038746,-3.771159842014313,1,764,0.001,1564,1563000
1568000,5.0126078957757025,0.34410429977998136,-3.7548075320720673,1,772,0.001,1568,1567000
1572000,4.717624977625919,0.35998503137379884,-3.8160991361141203,1,776,0.001,1572,1571000
1576000,4.713869726094329,0.3630704545341432,-3.7836987698078155,1,767,0.001,1576,1575000
1580000,4.756733559058937,0.2941368436962366,-3.5765416486263275,1,772,0.001,1580,1579000
1584000,4.601133274632276,0.3044782297424972,-3.4330712616443635,1,770,0.001,1584,1583000
1588000,4.650761863908333,0.2528728749547154,-3.1869197294712066,1,768,0.001,1588,1587000
1592000,4.912014303011226,0.25775411258265374,-3.1724730134010315,1,767,0.001,1592,1591000
1596000,3.7227747398200433,0.23023846415057778,-3.146702779173851,1,778,0.001,1596,1595000
1600000,3.4438010352280015,0.2397801323402673,-3.1820277855396273,1,766,0.001,1600,1599000
1604000,3.497183147644805,0.2620612325668335,-3.2534195647239685,1,774,0.001,1604,1603000
1608000,3.5378325239313018,0.26580480634607373,-3.2143360452651977,1,774,0.001,1608,1607000
1612000,3.49183197147189,0.26500690926611425,-3.118842234373093,1,776,0.001,1612,1611000
1616000,3.622481072549801,0.20088992913626133,-3.0227706944942474,1,766,0.001,1616,1615000
1620000,3.7806997735902126,0.24972850343957542,-2.998584489107132,1,776,0.001,1620,1619000
1624000,3.782299866533649,0.3299243871998042,-3.0168749605417253,1,756,0.001,1624,1623000
1628000,3.776858692944329,0.3719670365322381,-3.004615140914917,1,754,0.001,1628,1627000
1632000,3.802173363538642,0.3197348906788975,-2.937068755507469,1,763,0.001,1632,1631000
1636000,3.6473567658519506,0.33254662082809955,-2.7658262747526168,1,772,0.001,1636,1635000
1640000,3.610673063059319,0.2290629862397909,-2.5139670845270157,1,751,0.001,1640,1639000
1644000,3.610922940099048,0.21539505361951888,-2.329997568845749,1,765,0.001,1644,1643000
1648000,3.5466193370303647,0.1887298886720091,-2.1898570065498353,1,768,0.001,1648,1647000
1652000,4.368253353863736,0.44568991142418235,-2.4073129893541334,1,772,0.001,1652,1651000
1656000,4.439462788165407,0.3747058491241187,-2.3728168535232546,1,780,0.001,1656,1655000
1660000,4.772093793526861,0.36668290267605336,-2.4317641681432725,1,771,0.001,1660,1659000
1664000,4.964362585834436,0.3973336622174829,-2.4536762907505034,1,779,0.001,1664,1663000
1668000,4.852204108005454,0.37899568598531186,-2.503104308962822,1,772,0.001,1668,1667000
1672000,4.751698522664887,0.4217941573401913,-2.405944652080536,1,770,0.001,1672,1671000
1676000,4.822661582177154,0.31018405183218417,-2.2605331263542174,1,780,0.001,1676,1675000
1680000,4.58410524164497,0.21498997172433884,-2.1445485088825227,1,769,0.001,1680,1679000
1684000,4.6748473738117875,0.18425822889618576,-2.148268563628197,1,763,0.001,1684,1683000
1688000,4.423007521165026,0.17162838274799289,-2.2746782952547075,1,769,0.001,1688,1687000
1692000,4.061593816873144,0.24101174101233483,-2.437270780324936,1,759,0.001,1692,1691000
1696000,4.064131976389378,0.2979435851946473,-2.619253198623657,1,755,0.001,1696,1695000
1700000,4.015846125719413,0.35835798807814717,-2.675788973927498,1,754,0.001,1700,1699000
1704000,3.933277501380047,0.45535144229233265,-2.8138958522081374,1,774,0.001,1704,1703000
1708000,3.9364016493675096,0.5619438833538443,-2.7156859333515166,1,757,0.001,1708,1707000
1712000,3.8937301890315776,0.46762167988717557,-2.851160567522049,1,758,0.001,1712,1711000
1716000,3.6598145981722183,0.4122974762376398,-2.8841971777677538,1,753,0.001,1716,1715000
1720000,3.5191028626509624,0.4764242631830275,-2.861351240873337,1,759,0.001,1720,1719000
1724000,3.468078700788227,0.4767711500003934,-2.58209439265728,1,769,0.001,1724,1723000
1728000,3.4069438554147133,0.322077476747334,-2.2958488925695417,1,776,0.001,1728,1727000
1732000,3.416786583102627,0.3019273770628497,-2.1353162915706636,1,759,0.001,1732,1731000
1736000,3.6949325202507968,0.26703587248828264,-2.1068621238470078,1,761,0.001,1736,1735000
1740000,3.770001136621917,0.37099304622691126,-2.3129208594560624,1,753,0.001,1740,1739000
1744000,4.077134653746052,0.29870174400694666,-2.320159815311432,1,769,0.001,1744,1743000
1748000,4.076975039768113,0.4003325170064345,-2.2573627401590346,1,761,0.001,1748,1747000
1752000,3.3079856281333746,0.25820340658724306,-2.2147065682411196,1,763,0.001,1752,1751000
1756000,3.1743725450879396,0.32484359391685574,-2.3115026878118514,1,732,0.001,1756,1755000
1760000,2.8308289307768093,0.302260793431662,-2.274796757936478,1,752,0.001,1760,1759000
1764000,2.5926184622678115,0.2507232713592239,-2.3454340052604676,1,757,0.001,1764,1763000
1768000,2.5721663539351267,0.29041174610843884,-2.410468978524208,1,759,0.001,1768,1767000
1772000,2.6078008119051397,0.4008246875219047,-2.3284916619062423,1,767,0.001,1772,1771000
1776000,2.652133294620325,0.30079981299862263,-2.191191990852356,1,767,0.001,1776,1775000
1780000,2.6809078269420765,0.2773763527078554,-2.120677892923355,1,769,0.001,1780,1779000
1784000,2.6312473073250118,0.26309872390655803,-1.9579896583557128,1,759,0.001,1784,1783000
1788000,2.6252057517671377,0.24356934005767106,-2.0699833394289016,1,769,0.001,1788,1787000
1792000,2.521122085445904,0.24665673397295176,-2.1889112666845323,1,759,0.001,1792,1791000
1796000,2.4568757411100175,0.17103664641454816,-2.183302066683769,1,763,0.001,1796,1795000
1800000,2.5568289499101935,0.20753572568763048,-2.2672675595283507,1,760,0.001,1800,1799000
1804000,2.5296030377325804,0.2781335164271295,-2.4099537826776505,1,762,0.001,1804,1803000
1808000,2.373019979035295,0.22140572469495237,-2.607524611711502,1,764,0.001,1808,1807000
1812000,2.527777025901474,0.17063909838348626,-2.7835947988033296,1,759,0.001,1812,1811000
1816000,2.616713878999261,0.20485747923795133,-2.6333370089530943,1,760,0.001,1816,1815000
1820000,2.6150760610934105,0.2450862814364955,-2.5243156303167344,1,759,0.001,1820,1819000
1824000,2.609742400366238,0.17104916250612587,-2.5280937130451204,1,782,0.001,1824,1823000
1828000,2.970404300523604,0.31271676133945586,-2.6887990490198135,1,766,0.001,1828,1827000
1832000,2.966958304672124,0.3030138745699078,-2.8105272417068483,1,778,0.001,1832,1831000
1836000,2.7317831928455183,0.2847860647244379,-2.8321490535736085,1,768,0.001,1836,1835000
1840000,2.699667377464079,0.21639051775820553,-2.932912752866745,1,775,0.001,1840,1839000
1844000,2.2947894623125475,0.20451156904175877,-2.9493064494132994,1,768,0.001,1844,1843000
1848000,2.255623687444709,0.18619780765101313,-2.878032096862793,1,760,0.001,1848,1847000
1852000,2.158934982747736,0.23747945116087793,-2.808477327823639,1,758,0.001,1852,1851000
1856000,2.1225392347791536,0.16738838853035123,-2.7277601470947266,1,767,0.001,1856,1855000
1860000,2.3690881630243474,0.1485805274117738,-2.617326562166214,1,766,0.001,1860,1859000
1864000,2.405208850162116,0.1735342582082376,-2.46956607568264,1,767,0.001,1864,1863000
1868000,2.4338435123769435,0.23380229015648366,-2.398927693486214,1,775,0.001,1868,1867000
1872000,2.417783717119684,0.25233946907985955,-2.395656504273415,1,777,0.001,1872,1871000
1876000,2.3228534920260704,0.30942543227691205,-2.44026112306118,1,755,0.001,1876,1875000
1880000,2.30276948825943,0.5033000581273809,-2.4972960904836654,1,774,0.001,1880,1879000
1884000,2.2091202993303503,0.9936460213195533,-2.775015640735626,1,774,0.001,1884,1883000
1888000,2.272990733408364,0.7996416366994381,-4.061928557634354,1,777,0.001,1888,1887000
1892000,2.2366647172618004,0.27727713046595454,-4.092373373746872,1,756,0.001,1892,1891000
1896000,2.2982830570897264,0.15993522115796804,-3.9428671112060547,1,778,0.001,1896,1895000
1900000,2.1330388183426687,0.17068197893258183,-3.741052654504776,1,779,0.001,1900,1899000
1904000,2.341654526697597,0.18802157171070577,-3.554831082582474,1,774,0.001,1904,1903000
1908000,2.496143628699052,0.15950100060552358,-3.4239537727832796,1,770,0.001,1908,1907000
1912000,2.445299569128274,0.18195321281440557,-3.426904993772507,1,760,0.001,1912,1911000
1916000,2.3637998521894295,0.1818339830879122,-3.2546167397499084,1,758,0.001,1916,1915000
1920000,2.426150858204682,0.12168307332973927,-3.115095433950424,1,777,0.001,1920,1919000
1924000,2.4006142159065047,0.17187661705352367,-3.0302374722957612,1,774,0.001,1924,1923000
1928000,2.050381773425378,0.11674221057258546,-3.080518095731735,1,773,0.001,1928,1927000
1932000,1.9988471377861594,0.16663800293952227,-3.2559916987419126,1,770,0.001,1932,1931000
1936000,1.9142257079118101,0.1684054615367204,-3.260121719121933,1,775,0.001,1936,1935000
1940000,1.919767745747137,0.10768828845396639,-3.1802637763023376,1,767,0.001,1940,1939000
1944000,1.8880984959888318,0.14082597334869207,-3.1228146719932557,1,763,0.001,1944,1943000
1948000,1.8842451878057103,0.2123840005910024,-3.1334280717372893,1,771,0.001,1948,1947000
1952000,1.8849877693231796,0.2882723396299407,-3.204309740304947,1,769,0.001,1952,1951000
1956000,1.8749631469253094,0.3500606817062944,-3.2366287677288055,1,767,0.001,1956,1955000
1960000,1.6119840211007446,0.3502700938563794,-3.338487719297409,1,738,0.001,1960,1959000
1964000,1.5706673244770635,0.41673362531512975,-3.271363602399826,1,775,0.001,1964,1963000
1968000,1.5924271133581696,0.4094746863283217,-3.293501739025116,1,767,0.001,1968,1967000
1972000,2.2116312620004566,0.25408133561909196,-3.138542242527008,1,770,0.001,1972,1971000
1976000,2.524853242878866,0.2739504992226139,-3.120018836736679,1,770,0.001,1976,1975000
1980000,3.2949071018440077,0.23789113320782782,-3.1498569097518923,1,778,0.001,1980,1979000
1984000,3.378232479027305,0.31917693771794436,-3.259235604763031,1,778,0.001,1984,1983000
1988000,3.3857577049634795,0.3178703097999096,-3.2378813002109528,1,776,0.001,1988,1987000
1992000,3.6795689027768725,0.26806959734484553,-3.066685227394104,1,780,0.001,1992,1991000
1996000,3.7083094575484923,0.1847701625097543,-2.9358769347667693,1,767,0.001,1996,1995000
2000000,3.86611372601722,0.21912581803649664,-2.9422991604804993,1,769,0.001,2000,1999000
2004000,3.7088442479567925,0.34250993095524607,-3.0247135570049286,1,769,0.001,2004,2003000
2008000,3.570194050858437,0.3106411265637726,-3.090624283194542,1,762,0.001,2008,2007000
2012000,3.550425103805672,0.3225844616442919,-3.1924392473697663,1,770,0.001,2012,2011000
2016000,3.533997426416233,0.46509737220034003,-3.3690973296165465,1,767,0.001,2016,2015000
2020000,3.4508576313486077,0.29832516579329965,-3.240481444835663,1,777,0.001,2020,2019000
2024000,3.4963595902707825,0.34679193801246583,-3.081464783549309,1,774,0.001,2024,2023000
2028000,3.504922631603478,0.3485356795825064,-3.0170592617988587,1,769,0.001,2028,2027000
2032000,3.5055453855254814,0.42223967486433683,-3.0084849865436554,1,771,0.001,2032,2031000
2036000,3.5572877918183265,0.44534771927446126,-2.9726345953941347,1,775,0.001,2036,2035000
2040000,3.587957035883175,0.5280146338026971,-2.907971642374992,1,777,0.001,2040,2039000
2044000,3.647315337228734,0.6643079089280218,-3.0084331595897673,1,769,0.001,2044,2043000
2048000,3.676494998921655,0.5018485823851079,-2.7694010545015333,1,768,0.001,2048,2047000
2052000,3.682719542171906,0.3458422080706805,-2.7240428981781006,1,768,0.001,2052,2051000
2056000,3.7608446157556035,0.37372080542705954,-2.6864649699926377,1,768,0.001,2056,2055000
2060000,3.7944585000517206,0.40142376470100133,-2.6195985667705535,1,778,0.001,2060,2059000
2064000,3.9552340625048985,0.5219358237534761,-2.728347550868988,1,770,0.001,2064,2063000
2068000,3.9002569787946926,0.4200053201559931,-2.5469562661647798,1,776,0.001,2068,2067000
2072000,3.2634879059461936,0.4037134038768709,-2.401929826259613,1,770,0.001,2072,2071000
2076000,2.883295208970154,0.24784575243294238,-2.3184693590402605,1,775,0.001,2076,2075000
2080000,2.0987398480434805,0.3547981861019507,-2.500972993850708,1,768,0.001,2080,2079000
2084000,2.1916903526329765,0.49139789591170846,-2.568737732410431,1,780,0.001,2084,2083000
2088000,2.402915884156712,0.49824613420013336,-2.503940038561821,1,779,0.001,2088,2087000
2092000,2.1546003742319115,0.36711961475014687,-2.394214965939522,1,777,0.001,2092,2091000
2096000,2.2009620711826408,0.38143483840022235,-2.3707707513570786,1,771,0.001,2096,2095000
2100000,2.0735619501338776,0.38717590051423756,-2.313910816550255,1,772,0.001,2100,2099000
2104000,2.0075306542864424,0.441550106652081,-2.3345526678562165,1,775,0.001,2104,2103000
2108000,2.033677197447694,0.7154041783586145,-2.386050236463547,1,770,0.001,2108,2107000
2112000,1.9320972991684806,0.46667541392100975,-2.3957487736940384,1,774,0.001,2112,2111000
2116000,1.9911745837647816,0.5863432940109633,-2.436672283411026,1,765,0.001,2116,2115000
2120000,2.0570485086875046,0.43831025979807603,-2.2504063514471055,1,768,0.001,2120,2119000
2124000,2.0288497928572724,0.39858558918209747,-2.157014337658882,1,775,0.001,2124,2123000
2128000,2.0486976772489083,0.5539853357500397,-2.087907022714615,1,776,0.001,2128,2127000
2132000,2.093527450033298,0.32993694620905445,-2.0539954688549042,1,774,0.001,2132,2131000
2136000,2.060801222860877,0.26475834445282814,-2.020252621769905,1,775,0.001,2136,2135000
2140000,1.982503506011314,0.2643802375020459,-1.946259006023407,1,760,0.001,2140,2139000
2144000,1.9728294096268786,0.227007230612915,-1.7376211380958557,1,781,0.001,2144,2143000
2148000,1.969081245981806,0.1562174646705389,-1.593221470594406,1,764,0.001,2148,2147000
2152000,2.0490221063057863,0.10913849106663838,-1.4523078626990318,1,770,0.001,2152,2151000
2156000,1.9965117769350393,0.08451598012913018,-1.3336935465931892,1,776,0.001,2156,2155000
2160000,2.039860435166718,0.05212244953517802,-1.210686278283596,1,757,0.001,2160,2159000
2164000,1.9561932131978157,0.05815961832366884,-1.11751968896389,1,758,0.001,2164,2163000
2168000,2.029784640507459,0.04861838450457435,-1.0788329966068269,1,760,0.001,2168,2167000
2172000,2.0083487389955135,0.06496047464862932,-1.088143104314804,1,769,0.001,2172,2171000
2176000,2.1511999406552866,0.038014441560138945,-0.9889908142089844,1,761,0.001,2176,2175000
2180000,2.183617357044096,0.0352720176570001,-0.9544045690298081,1,770,0.001,2180,2179000
2184000,2.072957166798308,0.03853381376538891,-0.9268126700520516,1,767,0.001,2184,2183000
2188000,1.8347497554865035,0.050458763215108775,-0.8946435074210167,1,765,0.001,2188,2187000
2192000,1.7642524407766544,0.04314322860073298,-0.8490696967840194,1,771,0.001,2192,2191000
2196000,1.6426775820728665,0.04090468418388628,-0.7957381715774536,1,761,0.001,2196,2195000
2200000,1.6123147632499113,0.10402044877305161,-0.749691617488861,1,769,0.001,2200,2199000
2204000,1.5768672808661206,0.05512831057602307,-0.7491577898263931,1,760,0.001,2204,2203000
2208000,1.529201362546606,0.09433193559921346,-0.800588889747858,1,771,0.001,2208,2207000
2212000,1.4742041928628793,0.04540114448557142,-0.7637954708337784,1,765,0.001,2212,2211000
2216000,1.388891947672979,0.04661469787114766,-0.7265855777263641,1,771,0.001,2216,2215000
2220000,1.33143398814435,0.025318693792447448,-0.7193800870776177,1,759,0.001,2220,2219000
2224000,1.2958132166404275,0.027068006241810508,-0.6923249998390675,1,758,0.001,2224,2223000
2228000,1.251605674214922,0.022600408938480542,-0.6534555116593838,1,761,0.001,2228,2227000
2232000,1.1985084144139357,0.03599138161796145,-0.662200880676508,1,767,0.001,2232,2231000
2236000,1.1477765687169885,0.04042763468483463,-0.6907459564208984,1,765,0.001,2236,2235000
2240000,1.1292492997837553,0.03247793418879155,-0.7171032471060753,1,765,0.001,2240,2239000
2244000,1.0807875869661119,0.02200357882748358,-0.6661336586475373,1,758,0.001,2244,2243000
2248000,1.0548456310168606,0.01731607615511166,-0.679826236963272,1,767,0.001,2248,2247000
2252000,0.9536044431888264,0.01445621156800189,-0.6954109370708466,1,771,0.001,2252,2251000
2256000,0.9228744486598959,0.014434609626536258,-0.7126846987009049,1,770,0.001,2256,2255000
2260000,0.822821008074278,0.015374986062699464,-0.6980211365222931,1,768,0.001,2260,2259000
2264000,0.7456335736858689,0.027584233652451075,-0.6696288595199585,1,767,0.001,2264,2263000
2268000,0.6594023922123948,0.034088094603619536,-0.642426884829998,1,770,0.001,2268,2267000
2272000,0.6377371618152066,0.023026979178073816,-0.599953136086464,1,775,0.001,2272,2271000
2276000,0.6235566837738223,0.01661866820801515,-0.5564503231942654,1,761,0.001,2276,2275000
2280000,0.4959055427298948,0.02380987863279006,-0.5415433351099491,1,763,0.001,2280,2279000
2284000,0.4139023443637824,0.015640595465840307,-0.5103813436627388,1,772,0.001,2284,2283000
2288000,0.4945330043260842,0.010553838818566873,-0.4602871237695217,1,758,0.001,2288,2287000
2292000,0.48786515634106165,0.010460774236125871,-0.43451312723755836,1,764,0.001,2292,2291000
2296000,0.5460636492398695,0.016372972589160782,-0.47677726244926455,1,773,0.001,2296,2295000
2300000,0.5232213066371822,0.014490267749351915,-0.45257372975349425,1,774,0.001,2300,2299000
2304000,0.570701477880252,0.015024003693513805,-0.43021143463253975,1,757,0.001,2304,2303000
2308000,0.577207006636394,0.012747596899018391,-0.424247811794281,1,758,0.001,2308,2307000
2312000,0.6330809873209422,0.015503536788499332,-0.4198388561308384,1,757,0.001,2312,2311000
2316000,0.7020446026534873,0.015955232862674164,-0.41205943658947947,1,762,0.001,2316,2315000
2320000,0.7103087712902331,0.01424796177042299,-0.4020374241769314,1,752,0.001,2320,2319000
2324000,0.7248816250548011,0.015349766230589012,-0.4130231358706951,1,756,0.001,2324,2323000
2328000,0.8619586651423231,0.01666031372033467,-0.4316653915941715,1,758,0.001,2328,2327000
2332000,0.9325557681508727,0.02087305299883883,-0.45390655225515364,1,753,0.001,2332,2331000
2336000,0.9778979955967418,0.03770594006241299,-0.533918014883995,1,764,0.001,2336,2335000
2340000,1.0173282380437936,0.045197859110601715,-0.556435881704092,1,757,0.001,2340,2339000
2344000,1.0331724349378695,0.04096343753824476,-0.6223933936655521,1,764,0.001,2344,2343000
2348000,1.0983778499982995,0.037152229755476586,-0.6584134301841259,1,772,0.001,2348,2347000
2352000,1.1281030034337407,0.0385552847024519,-0.656652254998684,1,771,0.001,2352,2351000
2356000,1.132218270375774,0.02764796372037381,-0.5905261925160885,1,777,0.001,2356,2355000
2360000,1.1371640639076441,0.030711169407120906,-0.6073371261954308,1,776,0.001,2360,2359000
2364000,1.137266671235358,0.025558722895104437,-0.6551044134497642,1,767,0.001,2364,2363000
2368000,1.1238650295486998,0.024494313701754436,-0.6855790633559227,1,763,0.001,2368,2367000
2372000,1.1228086888141477,0.017564129434525965,-0.5940864736139775,1,757,0.001,2372,2371000
2376000,0.9833489596799316,0.025984736564802005,-0.5577870174646378,1,771,0.001,2376,2375000
2380000,0.9779513609102183,0.014310531224924488,-0.5240625068843364,1,768,0.001,2380,2379000
2384000,1.4152786359536274,0.01928376897092676,-0.5286538645029067,1,769,0.001,2384,2383000
2388000,1.285866903380802,0.01356233236263506,-0.539023721575737,1,772,0.001,2388,2387000
2392000,1.2946417509253973,0.017926850819319953,-0.5598944185972213,1,775,0.001,2392,2391000
2396000,1.2153835618388837,0.014757111229177099,-0.5867934483587742,1,772,0.001,2396,2395000
2400000,1.4330731284429206,0.018355096904560924,-0.6405543078184128,1,776,0.001,2400,2399000
2404000,1.366543672642717,0.030755621374584735,-0.7119892686307431,1,771,0.001,2404,2403000
2408000,1.4305371840840169,0.031468906403519216,-0.77081107121706,1,764,0.001,2408,2407000
2412000,1.4686273828402483,0.027839137921109796,-0.8597293683290481,1,776,0.001,2412,2411000
2416000,1.4973375051029996,0.02025129786564503,-0.9345589239597321,1,764,0.001,2416,2415000
2420000,2.208087347993939,0.02089550058124587,-1.0005688803791999,1,762,0.001,2420,2419000
2424000,2.2787205171953535,0.019182642940199002,-1.0551107948422431,1,767,0.001,2424,2423000
2428000,2.49913047049707,0.019123079125303775,-1.169126669406891,1,773,0.001,2428,2427000
2432000,2.6019104527467074,0.01367782618117053,-1.0037447227835654,1,771,0.001,2432,2431000
2436000,2.6682504836076633,0.01076122721703723,-0.9835113857388497,1,771,0.001,2436,2435000
2440000,2.769773984570616,0.015327963535790332,-0.9570334144830703,1,775,0.001,2440,2439000
2444000,3.1099794557152154,0.016021498924586923,-0.9470882683992385,1,762,0.001,2444,2443000
2448000,3.111456751332847,0.020152639764011836,-0.9769211617708207,1,776,0.001,2448,2447000
2452000,4.355264431059427,0.02203018911345862,-0.9575460734963417,1,779,0.001,2452,2451000
2456000,4.438106682613661,0.022118359359679745,-1.0812381693720818,1,770,0.001,2456,2455000
2460000,4.5480118970631365,0.022391879181843252,-1.0948172371983529,1,759,0.001,2460,2459000
2464000,4.937416862138547,0.0198793700565584,-1.1246563367247582,1,771,0.001,2464,2463000
2468000,5.293379166675113,0.018307692904956638,-1.1650582084059715,1,775,0.001,2468,2467000
2472000,5.769875928013621,0.017931613215478138,-1.1466818879842757,1,767,0.001,2472,2471000
2476000,5.781523148424318,0.025550919890636577,-1.1535683225989342,1,768,0.001,2476,2475000
2480000,5.819331063008435,0.03721443844609894,-1.1734453251361847,1,772,0.001,2480,2479000
2484000,5.399741922720057,0.0606864727162756,-1.2424693380594254,1,759,0.001,2484,2483000
2488000,5.581589829917553,0.035339378119912,-1.2821042599081993,1,762,0.001,2488,2487000
2492000,5.67323058576449,0.030269846958341076,-1.3457245739102364,1,767,0.001,2492,2491000
