mean/disc/disc_entropy,mean/disc/n_generated,mean/disc/n_expert,mean/gen/train/n_updates,mean/gen/train/learning_rate,mean/disc/disc_acc_gen,mean/disc/disc_acc,mean/disc/disc_proportion_expert_pred,mean/gen/train/critic_loss,mean/disc/disc_loss,mean/disc/global_step,mean/gen/train/actor_loss,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/gen/rollout/ep_rew_wrapped_mean,mean/gen/time/fps,mean/gen/time/total_timesteps,mean/gen/time/time_elapsed,mean/gen/time/episodes
0.23734275251626968,1024.0,1024.0,25000.0,0.001,0.9990234375,0.987060546875,0.488037109375,4.7681970844268795,0.10160109028220177,25.0,-139.6369281311035,0.97509765625,0.5,476.1837863238373,,,,
0.21969565749168396,1024.0,1024.0,26000.0,0.001,0.99609375,0.9893798828125,0.4932861328125,4.526517368555069,0.09135791845619678,26.0,-139.264925491333,0.982666015625,0.5,461.86847740015946,,,,
0.20120874419808388,1024.0,1024.0,27000.0,0.001,0.9921875,0.989501953125,0.497314453125,4.326377475738526,0.08258971199393272,27.0,-137.7352303161621,0.98681640625,0.5,447.43373805763144,,,,
0.19315873831510544,1024.0,1024.0,28000.0,0.001,0.98291015625,0.986572265625,0.503662109375,3.8259685448408125,0.0832727886736393,28.0,-136.7523738861084,0.990234375,0.5,434.06157465398536,783.0,28000.0,1.0,28.0
0.17967530712485313,1024.0,1024.0,29000.0,0.001,0.9814453125,0.987548828125,0.506103515625,3.624197343349457,0.07895616441965103,29.0,-135.18589845275878,0.99365234375,0.5,422.9095039011819,,,,
0.1673819199204445,1024.0,1024.0,30000.0,0.001,0.986328125,0.989501953125,0.503173828125,3.389371338367462,0.07375348918139935,30.0,-135.11034355163574,0.99267578125,0.5,411.22180524813655,,,,
0.16217812150716782,1024.0,1024.0,31000.0,0.001,0.985595703125,0.9891357421875,0.5035400390625,3.198818333148956,0.07115428149700165,31.0,-133.19137660980223,0.99267578125,0.5,401.1217841320613,,,,
0.1509973742067814,1024.0,1024.0,32000.0,0.001,0.98583984375,0.9891357421875,0.5032958984375,2.897031308531761,0.06764299236238003,32.0,-131.21184394836425,0.992431640625,0.5,391.42087431098923,779.0,32000.0,1.0,32.0
0.13518662005662918,1024.0,1024.0,33000.0,0.001,0.985595703125,0.988037109375,0.50244140625,2.6843480232954025,0.06074341665953398,33.0,-129.1892265625,0.990478515625,0.5,381.5539211416417,,,,
0.12848452106118202,1024.0,1024.0,34000.0,0.001,0.989013671875,0.9891357421875,0.5001220703125,2.4849848235845564,0.054437389597296715,34.0,-127.178430809021,0.9892578125,0.5,372.5500738319057,,,,
0.13717705011367798,1024.0,1024.0,35000.0,0.001,0.98388671875,0.988037109375,0.504150390625,2.393247017621994,0.06122603267431259,35.0,-124.99643186950684,0.9921875,0.5,362.9195877066908,,,,
0.13294507935643196,1024.0,1024.0,36000.0,0.001,0.98828125,0.9908447265625,0.5025634765625,2.0750528913140296,0.05377498362213373,36.0,-122.97900979614258,0.993408203125,0.5,355.66395018799085,772.0,36000.0,1.0,36.0
0.11928054690361023,1024.0,1024.0,37000.0,0.001,0.999267578125,0.994873046875,0.49560546875,1.9356236360669137,0.04352566320449114,37.0,-121.05279914855957,0.990478515625,0.5,346.95670961698266,,,,
0.10479371808469296,1024.0,1024.0,38000.0,0.001,0.99853515625,0.994140625,0.49560546875,1.8355663217902183,0.040387784130871296,38.0,-119.48973979187012,0.98974609375,0.5,338.67116878935974,,,,
0.10063408873975277,1024.0,1024.0,39000.0,0.001,0.994384765625,0.9932861328125,0.4989013671875,1.7714493994116782,0.04102416895329952,39.0,-117.81630855560303,0.9921875,0.5,330.5671687217342,,,,
0.1219228096306324,1024.0,1024.0,40000.0,0.001,0.98486328125,0.989501953125,0.504638671875,1.5963569741249084,0.05800665821880102,40.0,-115.63672393035888,0.994140625,0.5,323.1559476386379,778.0,40000.0,1.0,40.0
0.11348966136574745,1024.0,1024.0,41000.0,0.001,0.982421875,0.9866943359375,0.5042724609375,1.433479070365429,0.05603854916989803,41.0,-113.76176761627197,0.990966796875,0.5,317.85281418326014,,,,
0.15548798814415932,1024.0,1024.0,42000.0,0.001,0.9873046875,0.9892578125,0.501953125,1.3686914966702461,0.0769544430077076,42.0,-111.85626553344727,0.9912109375,0.5,311.08634018230856,,,,
0.10925309732556343,1024.0,1024.0,43000.0,0.001,0.989501953125,0.9892578125,0.499755859375,1.2228440409302712,0.048946826718747616,43.0,-109.50725771331787,0.989013671875,0.5,309.1480931179881,,,,
0.056097282096743584,1024.0,1024.0,44000.0,0.001,0.994873046875,0.990966796875,0.49609375,1.2163704573810101,0.0278636971488595,44.0,-107.3836308670044,0.987060546875,0.5,302.20385993456324,758.0,44000.0,1.0,44.0
0.09472218155860901,1024.0,1024.0,45000.0,0.001,0.9931640625,0.9896240234375,0.4964599609375,1.8340682814121245,0.04434371646493673,45.0,-106.62302925872802,0.986083984375,0.5,295.6452094430727,,,,
0.1952863521873951,1024.0,1024.0,46000.0,0.001,0.881591796875,0.9344482421875,0.5528564453125,2.5525337983369827,0.17298978939652443,46.0,-107.49490189361572,0.9873046875,0.5,290.69111280312853,,,,
0.1356824617832899,1024.0,1024.0,47000.0,0.001,0.965576171875,0.974853515625,0.50927734375,2.598868374824524,0.09515657089650631,47.0,-107.96010440826416,0.984130859375,0.5,300.43268901245216,,,,
0.08466547541320324,1024.0,1024.0,48000.0,0.001,0.994140625,0.9862060546875,0.4920654296875,2.2924112186431884,0.04450337216258049,48.0,-108.10801517486573,0.978271484375,0.5,295.255227343,766.0,48000.0,1.0,48.0
0.08627629652619362,1024.0,1024.0,49000.0,0.001,0.974365234375,0.9775390625,0.503173828125,2.1714549434185026,0.07534384168684483,49.0,-107.45374033355714,0.980712890625,0.5,289.8103478079011,,,,
0.15655242651700974,1024.0,1024.0,50000.0,0.001,0.797119140625,0.88720703125,0.590087890625,2.348701348185539,0.3168979063630104,50.0,-106.93398210906983,0.977294921875,0.5,287.1385310231228,,,,
0.2897958308458328,1024.0,1024.0,51000.0,0.001,0.67578125,0.8228759765625,0.6470947265625,2.6098849543333054,0.36423368752002716,51.0,-107.10257775115967,0.969970703125,0.5,305.10852275617606,,,,
0.3106997385621071,1024.0,1024.0,52000.0,0.001,0.895751953125,0.9185791015625,0.5228271484375,2.751236338376999,0.2334156483411789,52.0,-107.63377214813232,0.94140625,0.5,320.1262313325853,730.0,52000.0,1.0,52.0
0.21384158730506897,1024.0,1024.0,53000.0,0.001,0.960693359375,0.9354248046875,0.4747314453125,2.9232330057621003,0.16281399503350258,53.0,-109.33158331298829,0.91015625,0.5,328.67091904777783,,,,
0.1585647314786911,1024.0,1024.0,54000.0,0.001,0.984375,0.94189453125,0.45751953125,3.2681204322576525,0.13278395682573318,54.0,-112.26703572845459,0.8994140625,0.5,325.59495983031354,,,,
0.14654124900698662,1024.0,1024.0,55000.0,0.001,0.992431640625,0.9486083984375,0.4561767578125,3.617571832537651,0.12191090732812881,55.0,-115.21750848388672,0.90478515625,0.5,320.3301158793314,,,,
0.1480497568845749,1024.0,1024.0,56000.0,0.001,0.98095703125,0.9500732421875,0.4691162109375,3.8672136476039887,0.11548334546387196,56.0,-117.84359241485596,0.919189453125,0.5,314.9614742965031,732.0,56000.0,1.0,56.0
0.17793165519833565,1024.0,1024.0,57000.0,0.001,0.945068359375,0.9473876953125,0.5023193359375,3.9126788073778154,0.13225695118308067,57.0,-119.29649700164795,0.94970703125,0.5,310.3158917828027,,,,
0.1572030745446682,1024.0,1024.0,58000.0,0.001,0.94970703125,0.957763671875,0.508056640625,3.925761315584183,0.10568735003471375,58.0,-118.82521769714356,0.9658203125,0.5,307.9224909482144,,,,
0.1467931643128395,1024.0,1024.0,59000.0,0.001,0.978759765625,0.97021484375,0.491455078125,3.7778993183374405,0.0861663781106472,59.0,-118.89039903259277,0.961669921875,0.5,303.62943530642264,,,,
0.13864073902368546,1024.0,1024.0,60000.0,0.001,0.9931640625,0.98193359375,0.48876953125,3.8875175845623016,0.06869537010788918,60.0,-118.73851853942871,0.970703125,0.5,300.12405589726217,776.0,60000.0,1.0,60.0
0.1905079483985901,1024.0,1024.0,61000.0,0.001,0.953369140625,0.960693359375,0.50732421875,4.194084782361984,0.11644057370722294,61.0,-119.38319551086425,0.968017578125,0.5,295.6407098477282,,,,
0.20841484516859055,1024.0,1024.0,62000.0,0.001,0.990478515625,0.977783203125,0.4873046875,4.128159973263741,0.1071977112442255,62.0,-120.32285764312743,0.965087890625,0.5,295.6744657947902,,,,
0.12690765038132668,1024.0,1024.0,63000.0,0.001,0.9990234375,0.9798583984375,0.4808349609375,3.83289637029171,0.07091246731579304,63.0,-120.38622994995117,0.960693359375,0.5,293.1885185545165,,,,
0.09666319750249386,1024.0,1024.0,64000.0,0.001,0.989013671875,0.9720458984375,0.4830322265625,3.7700353236198425,0.07394721731543541,64.0,-120.60125112915038,0.955078125,0.5,288.64455966848175,776.0,64000.0,1.0,64.0
0.1356068253517151,1024.0,1024.0,65000.0,0.001,0.984130859375,0.97314453125,0.489013671875,3.5634588413238526,0.08697106689214706,65.0,-119.4924529800415,0.962158203125,0.5,285.2288225316493,,,,
0.14795800670981407,1024.0,1024.0,66000.0,0.001,0.997802734375,0.9818115234375,0.4840087890625,3.4287294825315477,0.07665845192968845,66.0,-118.53644327545166,0.9658203125,0.5,282.0443900575938,,,,
0.10954236797988415,1024.0,1024.0,67000.0,0.001,0.99267578125,0.978271484375,0.485595703125,3.259355432510376,0.06990154460072517,67.0,-117.53922041320801,0.9638671875,0.5,278.660436555954,,,,
0.07567420229315758,1024.0,1024.0,68000.0,0.001,0.989013671875,0.9771728515625,0.4881591796875,3.1509013464450835,0.058002909645438194,68.0,-115.99734230804444,0.96533203125,0.5,275.1984468674583,779.0,68000.0,1.0,68.0
0.067259032279253,1024.0,1024.0,69000.0,0.001,0.9892578125,0.9793701171875,0.4901123046875,2.752436460971832,0.04949501249939203,69.0,-115.47596268463134,0.969482421875,0.5,271.26859827279037,,,,
0.06139126420021057,1024.0,1024.0,70000.0,0.001,0.990234375,0.9825439453125,0.4923095703125,2.555991096496582,0.043369222432374954,70.0,-115.08198622131347,0.974853515625,0.5,267.8419911059331,,,,
0.05258628912270069,1024.0,1024.0,71000.0,0.001,0.992431640625,0.988037109375,0.49560546875,2.2237193736433984,0.034640450961887836,71.0,-113.95195961761475,0.983642578125,0.5,264.2243841546901,,,,
0.08790954016149044,1024.0,1024.0,72000.0,0.001,0.93994140625,0.9620361328125,0.5220947265625,1.9965617054104805,0.08754743821918964,72.0,-112.32500813293457,0.984130859375,0.5,260.8443313280227,766.0,72000.0,1.0,72.0
0.11425468698143959,1024.0,1024.0,73000.0,0.001,0.875,0.9288330078125,0.5538330078125,1.653930770099163,0.16056526452302933,73.0,-110.44839971160889,0.982666015625,0.5,260.28334963471804,,,,
0.09327947348356247,1024.0,1024.0,74000.0,0.001,0.92578125,0.951904296875,0.526123046875,1.5650335663557053,0.10814256221055984,74.0,-108.26206174468994,0.97802734375,0.5,261.57862917683127,,,,
0.0965054165571928,1024.0,1024.0,75000.0,0.001,0.959228515625,0.9647216796875,0.5054931640625,1.4726667174100876,0.08301430009305477,75.0,-106.28788822937011,0.97021484375,0.5,259.1165159125552,,,,
0.11054677702486515,1024.0,1024.0,76000.0,0.001,0.923583984375,0.9412841796875,0.5177001953125,1.5466855986714363,0.13770263269543648,76.0,-104.57400090789795,0.958984375,0.5,257.7506960333595,774.0,76000.0,1.0,76.0
0.14818913489580154,1024.0,1024.0,77000.0,0.001,0.9482421875,0.9503173828125,0.5020751953125,1.4490462201833725,0.1347968466579914,77.0,-102.76610511016845,0.952392578125,0.5,257.6343558069595,,,,
0.13150426745414734,1024.0,1024.0,78000.0,0.001,0.970703125,0.95751953125,0.48681640625,1.405506585240364,0.10445023328065872,78.0,-101.09544954681397,0.9443359375,0.5,256.2346345945489,,,,
0.12315500900149345,1024.0,1024.0,79000.0,0.001,0.93603515625,0.9345703125,0.49853515625,1.4052253425121308,0.12375284731388092,79.0,-99.1655083770752,0.93310546875,0.5,254.2117204208261,,,,
0.12797144800424576,1024.0,1024.0,80000.0,0.001,0.954833984375,0.949951171875,0.4951171875,1.471667390167713,0.10787229612469673,80.0,-97.48190812683106,0.945068359375,0.5,252.61781897208976,768.0,80000.0,1.0,80.0
0.1320959720760584,1024.0,1024.0,81000.0,0.001,0.973876953125,0.95849609375,0.484619140625,1.5984002583622932,0.10969316959381104,81.0,-95.7868756942749,0.943115234375,0.5,250.4285965514995,,,,
0.15841179341077805,1024.0,1024.0,82000.0,0.001,0.927001953125,0.9334716796875,0.5064697265625,1.7570685654878617,0.15513302385807037,82.0,-94.35717504882813,0.93994140625,0.5,248.79962082396872,,,,
0.1414104960858822,1024.0,1024.0,83000.0,0.001,0.94091796875,0.9327392578125,0.4918212890625,1.858808118700981,0.1564500443637371,83.0,-93.00122494506836,0.924560546875,0.5,249.11569435847395,,,,
0.09129603952169418,1024.0,1024.0,84000.0,0.001,0.985595703125,0.95654296875,0.470947265625,1.863991801261902,0.1079098042100668,84.0,-91.42243426513672,0.927490234375,0.5,247.30443883832734,772.0,84000.0,1.0,84.0
0.08112102374434471,1024.0,1024.0,85000.0,0.001,0.9951171875,0.9647216796875,0.4696044921875,1.9733449237942695,0.0889821145683527,85.0,-90.00075509643554,0.934326171875,0.5,244.54619220680564,,,,
0.06682137586176395,1024.0,1024.0,86000.0,0.001,0.9990234375,0.9705810546875,0.4715576171875,1.9804058467745782,0.06769930198788643,86.0,-88.96192067718506,0.942138671875,0.5,241.8277796434864,,,,
0.056903968565166,1024.0,1024.0,87000.0,0.001,0.999755859375,0.973876953125,0.47412109375,1.8930895686745643,0.052607813850045204,87.0,-87.6910489654541,0.947998046875,0.5,239.02860288833756,,,,
0.05978907737880945,1024.0,1024.0,88000.0,0.001,0.998779296875,0.9776611328125,0.4788818359375,1.931448299586773,0.04637524299323559,88.0,-87.0134282913208,0.95654296875,0.5,236.31404799657554,761.0,88000.0,1.0,88.0
0.06499591004103422,1024.0,1024.0,89000.0,0.001,0.9853515625,0.97998046875,0.49462890625,1.9004045960903169,0.04513861332088709,89.0,-86.38413799285888,0.974609375,0.5,233.71648900448452,,,,
0.060703384689986706,1024.0,1024.0,90000.0,0.001,0.983642578125,0.9830322265625,0.4993896484375,1.7786493023633958,0.044691793620586395,90.0,-85.30729664611816,0.982421875,0.5,231.67448243081301,,,,
0.061284489929676056,1024.0,1024.0,91000.0,0.001,0.975341796875,0.9833984375,0.508056640625,1.793084435403347,0.04803510569036007,91.0,-84.28407810974122,0.991455078125,0.5,229.1623137519227,,,,
0.13356752693653107,1024.0,1024.0,92000.0,0.001,0.822021484375,0.9068603515625,0.5848388671875,1.8030532408952713,0.20518508926033974,92.0,-83.79764402770996,0.99169921875,0.5,227.61367848027345,765.0,92000.0,1.0,92.0
0.16802746430039406,1024.0,1024.0,93000.0,0.001,0.780029296875,0.8798828125,0.599853515625,1.8449546684026719,0.24947834387421605,93.0,-83.23995475006103,0.979736328125,0.5,233.04301474686744,,,,
0.16258005052804947,1024.0,1024.0,94000.0,0.001,0.9140625,0.933349609375,0.519287109375,1.929954863190651,0.15334465354681015,94.0,-82.4409546585083,0.95263671875,0.5,236.63817190382784,,,,
0.154316745698452,1024.0,1024.0,95000.0,0.001,0.974853515625,0.9521484375,0.477294921875,1.9514133411645889,0.12572481110692024,95.0,-82.09788676452636,0.929443359375,0.5,236.52544590996254,,,,
0.1325736567378044,1024.0,1024.0,96000.0,0.001,0.98779296875,0.9564208984375,0.4686279296875,1.9493491495847701,0.12657817266881466,96.0,-81.55066217041016,0.925048828125,0.5,235.68157290078662,752.0,96000.0,1.0,96.0
0.11366578750312328,1024.0,1024.0,97000.0,0.001,0.991455078125,0.9578857421875,0.4664306640625,2.0657180818915366,0.12543280981481075,97.0,-81.11163259887695,0.92431640625,0.5,233.9104049862465,,,,
0.10006525553762913,1024.0,1024.0,98000.0,0.001,0.9951171875,0.9586181640625,0.4635009765625,2.153883739054203,0.12193981930613518,98.0,-80.4846420211792,0.922119140625,0.5,231.9435030517443,,,,
0.0867100041359663,1024.0,1024.0,99000.0,0.001,1.0,0.9676513671875,0.4676513671875,2.087469099879265,0.09244745597243309,99.0,-79.63326667785644,0.935302734375,0.5,229.685697222585,,,,
0.09429474174976349,1024.0,1024.0,100000.0,0.001,0.9892578125,0.95947265625,0.47021484375,1.999421008348465,0.10184310749173164,100.0,-78.78648011779785,0.9296875,0.5,227.4852096117526,772.0,100000.0,1.0,100.0
0.10002789832651615,1024.0,1024.0,101000.0,0.001,0.983154296875,0.9578857421875,0.4747314453125,2.011740938603878,0.10712202452123165,101.0,-78.0980234527588,0.9326171875,0.5,226.07113238843803,,,,
0.0953504741191864,1024.0,1024.0,102000.0,0.001,0.9931640625,0.966796875,0.4736328125,1.9648076310753821,0.07603362016379833,102.0,-77.28585565948487,0.9404296875,0.5,219.01827090386251,,,,
0.09547488763928413,1024.0,1024.0,103000.0,0.001,0.984130859375,0.967529296875,0.4833984375,1.916540581226349,0.0719069316983223,103.0,-76.63372197723389,0.950927734375,0.5,211.76168477610176,,,,
0.08982801251113415,1024.0,1024.0,104000.0,0.001,0.9873046875,0.9736328125,0.486328125,1.9543134604692458,0.0621635438874364,104.0,-75.89852970123292,0.9599609375,0.5,204.10825012904075,768.0,104000.0,1.0,104.0
0.08786468580365181,1024.0,1024.0,105000.0,0.001,0.98046875,0.9735107421875,0.4930419921875,1.9954691184163094,0.0638287104666233,105.0,-75.37846334075928,0.966552734375,0.5,196.55034792037515,,,,
0.11350213550031185,1024.0,1024.0,106000.0,0.001,0.95361328125,0.959228515625,0.505615234375,2.0062572764754294,0.08536681905388832,106.0,-74.87832566833497,0.96484375,0.5,190.2754338924546,,,,
0.11944451555609703,1024.0,1024.0,107000.0,0.001,0.94091796875,0.951904296875,0.510986328125,2.001332839846611,0.09013759531080723,107.0,-74.45678978729248,0.962890625,0.5,184.06257890613986,,,,
0.10707850940525532,1024.0,1024.0,108000.0,0.001,0.97509765625,0.970703125,0.49560546875,1.8538381721973418,0.06743595376610756,108.0,-73.78796619415283,0.96630859375,0.5,177.69644660045023,765.0,108000.0,1.0,108.0
0.11030195839703083,1024.0,1024.0,109000.0,0.001,0.99853515625,0.9781494140625,0.4796142578125,1.809566861987114,0.06174853164702654,109.0,-73.40432929992676,0.957763671875,0.5,171.29146061845685,,,,
0.10465772449970245,1024.0,1024.0,110000.0,0.001,0.990966796875,0.973876953125,0.48291015625,1.8121993106603622,0.06604317761957645,110.0,-72.71403004455567,0.956787109375,0.5,165.41436429491716,,,,
0.12474565207958221,1024.0,1024.0,111000.0,0.001,0.9580078125,0.9569091796875,0.4989013671875,1.819712777018547,0.09474639780819416,111.0,-71.821083984375,0.955810546875,0.5,160.57983156995678,,,,
0.12714188173413277,1024.0,1024.0,112000.0,0.001,0.96435546875,0.9576416015625,0.4932861328125,1.7754085287451744,0.09145689383149147,112.0,-71.00304745483399,0.950927734375,0.5,156.85351875413872,777.0,112000.0,1.0,112.0
0.10472998954355717,1024.0,1024.0,113000.0,0.001,0.990966796875,0.9649658203125,0.4739990234375,1.7377531309127807,0.07757977209985256,113.0,-70.02028747558593,0.93896484375,0.5,152.22687542699524,,,,
0.08236630260944366,1024.0,1024.0,114000.0,0.001,0.986083984375,0.9678955078125,0.4818115234375,1.7338404190540313,0.06994921900331974,114.0,-69.16896130371094,0.94970703125,0.5,147.25950765219616,,,,
0.07012194953858852,1024.0,1024.0,115000.0,0.001,0.97998046875,0.9593505859375,0.4793701171875,1.7182013655900956,0.07436803914606571,115.0,-68.5037040901184,0.938720703125,0.5,143.4833936858038,,,,
0.06370087154209614,1024.0,1024.0,116000.0,0.001,0.977783203125,0.9619140625,0.484130859375,1.8054800719618798,0.07052946276962757,116.0,-68.66976128768921,0.946044921875,0.5,140.43976670662892,771.0,116000.0,1.0,116.0
0.06232225615531207,1024.0,1024.0,117000.0,0.001,0.9775390625,0.965087890625,0.487548828125,1.776338261604309,0.06649601459503174,117.0,-68.63880410003662,0.95263671875,0.5,137.38498484874745,,,,
0.06808606907725334,1024.0,1024.0,118000.0,0.001,0.970458984375,0.966064453125,0.49560546875,1.6410761631131172,0.07029486075043678,118.0,-67.73187547302246,0.961669921875,0.5,134.91278441834956,,,,
0.07823239453136921,1024.0,1024.0,119000.0,0.001,0.98291015625,0.9737548828125,0.4908447265625,1.6039588455557823,0.05799093749374151,119.0,-67.32233783721924,0.964599609375,0.5,133.14860273889914,,,,
0.09111659228801727,1024.0,1024.0,120000.0,0.001,0.967041015625,0.970947265625,0.50390625,1.5036956810355186,0.05879528168588877,120.0,-66.78134610366821,0.974853515625,0.5,130.9824317850246,757.0,120000.0,1.0,120.0
0.07553092576563358,1024.0,1024.0,121000.0,0.001,0.970947265625,0.9742431640625,0.5032958984375,1.405241041302681,0.05107792932540178,121.0,-66.5546898765564,0.9775390625,0.5,129.47614508798614,,,,
0.04803953040391207,1024.0,1024.0,122000.0,0.001,0.9990234375,0.986572265625,0.487548828125,1.4076545371115208,0.03291672375053167,122.0,-66.08995487594605,0.97412109375,0.5,128.13899059693733,,,,
0.04443657863885164,1024.0,1024.0,123000.0,0.001,1.0,0.99169921875,0.49169921875,1.2956218383908271,0.025197552051395178,123.0,-65.38717694091797,0.9833984375,0.5,126.41431315815946,,,,
0.04374802578240633,1024.0,1024.0,124000.0,0.001,1.0,0.990234375,0.490234375,1.2786265824437142,0.02608026610687375,124.0,-64.24972157287597,0.98046875,0.5,125.4222619211114,766.0,124000.0,1.0,124.0
0.04179476015269756,1024.0,1024.0,125000.0,0.001,0.999267578125,0.99365234375,0.494384765625,1.3439318143725396,0.02178362663835287,125.0,-63.572931800842284,0.988037109375,0.5,124.47284267040766,,,,
0.11911777220666409,1024.0,1024.0,126000.0,0.001,0.969970703125,0.978759765625,0.5087890625,1.294815040975809,0.06625428050756454,126.0,-62.547863193511965,0.987548828125,0.5,123.39422284349092,,,,
0.1288212426006794,1024.0,1024.0,127000.0,0.001,0.94140625,0.965087890625,0.523681640625,1.2662366161644458,0.08258880861103535,127.0,-61.838846832275394,0.98876953125,0.5,124.4499873029172,,,,
