raw/disc/disc_proportion_expert_true,raw/disc/global_step,raw/disc/disc_entropy,raw/disc/disc_acc_gen,raw/disc/disc_acc_expert,raw/disc/disc_acc,raw/disc/n_generated,raw/disc/disc_loss,raw/disc/n_expert,raw/disc/disc_proportion_expert_pred
0.5,12,0.6226605176925659,0.9912109375,0.9970703125,0.994140625,1024.0,0.40245309472084045,1024.0,0.5029296875
0.5,12,0.6158100366592407,0.9921875,0.9990234375,0.99560546875,1024.0,0.3888587951660156,1024.0,0.50341796875
0.5,12,0.6086409091949463,0.9931640625,0.99609375,0.99462890625,1024.0,0.3765518069267273,1024.0,0.50146484375
0.5,12,0.6011562347412109,0.994140625,0.9990234375,0.99658203125,1024.0,0.3633445203304291,1024.0,0.50244140625
0.5,13,0.5828933119773865,0.994140625,0.9951171875,0.99462890625,1024.0,0.33805152773857117,1024.0,0.50048828125
0.5,13,0.5731722116470337,0.9970703125,0.99609375,0.99658203125,1024.0,0.3244728147983551,1024.0,0.49951171875
0.5,13,0.5675805807113647,0.9951171875,0.99609375,0.99560546875,1024.0,0.31797441840171814,1024.0,0.50048828125
0.5,13,0.553051233291626,0.9990234375,0.99609375,0.99755859375,1024.0,0.3002815246582031,1024.0,0.49853515625
0.5,14,0.5353794097900391,0.9990234375,0.99609375,0.99755859375,1024.0,0.28015464544296265,1024.0,0.49853515625
0.5,14,0.5236294269561768,0.9970703125,0.998046875,0.99755859375,1024.0,0.26816362142562866,1024.0,0.50048828125
0.5,14,0.5173804759979248,0.998046875,0.9990234375,0.99853515625,1024.0,0.2623347342014313,1024.0,0.50048828125
0.5,14,0.503869891166687,0.9990234375,0.9951171875,0.9970703125,1024.0,0.25021985173225403,1024.0,0.498046875
0.5,15,0.5146209597587585,0.9990234375,0.998046875,0.99853515625,1024.0,0.2618577182292938,1024.0,0.49951171875
0.5,15,0.5063791275024414,0.99609375,0.9970703125,0.99658203125,1024.0,0.2557540535926819,1024.0,0.50048828125
0.5,15,0.49471789598464966,0.998046875,0.9970703125,0.99755859375,1024.0,0.24395227432250977,1024.0,0.49951171875
0.5,15,0.4838465750217438,0.9970703125,0.998046875,0.99755859375,1024.0,0.2346423715353012,1024.0,0.50048828125
0.5,16,0.5074977874755859,0.9990234375,0.9990234375,0.9990234375,1024.0,0.25909948348999023,1024.0,0.5
0.5,16,0.5002105236053467,0.9990234375,0.998046875,0.99853515625,1024.0,0.2503276467323303,1024.0,0.49951171875
0.5,16,0.49252697825431824,0.998046875,0.9951171875,0.99658203125,1024.0,0.24344924092292786,1024.0,0.49853515625
0.5,16,0.48068952560424805,0.9990234375,0.998046875,0.99853515625,1024.0,0.23222164809703827,1024.0,0.49951171875
0.5,17,0.4649602472782135,0.998046875,0.9951171875,0.99658203125,1024.0,0.21895627677440643,1024.0,0.49853515625
0.5,17,0.4535239338874817,1.0,0.9970703125,0.99853515625,1024.0,0.20779624581336975,1024.0,0.49853515625
0.5,17,0.4403698444366455,0.998046875,0.998046875,0.998046875,1024.0,0.19854222238063812,1024.0,0.5
0.5,17,0.4343474507331848,1.0,0.9990234375,0.99951171875,1024.0,0.19300054013729095,1024.0,0.49951171875
0.5,18,0.399944543838501,0.994140625,0.9990234375,0.99658203125,1024.0,0.17062674462795258,1024.0,0.50244140625
0.5,18,0.39455848932266235,0.9990234375,0.9990234375,0.9990234375,1024.0,0.1670868843793869,1024.0,0.5
0.5,18,0.3820289671421051,0.998046875,0.9951171875,0.99658203125,1024.0,0.15756165981292725,1024.0,0.49853515625
0.5,18,0.3735111951828003,0.9990234375,0.9990234375,0.9990234375,1024.0,0.15253514051437378,1024.0,0.5
0.5,19,0.3734762668609619,0.998046875,0.998046875,0.998046875,1024.0,0.1558200567960739,1024.0,0.5
0.5,19,0.3614451289176941,0.998046875,0.9970703125,0.99755859375,1024.0,0.14905735850334167,1024.0,0.49951171875
0.5,19,0.3511156439781189,0.99609375,0.9970703125,0.99658203125,1024.0,0.1421651542186737,1024.0,0.50048828125
0.5,19,0.34213659167289734,0.99609375,0.9970703125,0.99658203125,1024.0,0.13726994395256042,1024.0,0.50048828125
0.5,20,0.4107728600502014,0.994140625,0.998046875,0.99609375,1024.0,0.20293626189231873,1024.0,0.501953125
0.5,20,0.3951144814491272,0.9921875,0.99609375,0.994140625,1024.0,0.19076281785964966,1024.0,0.501953125
0.5,20,0.3892366886138916,0.9970703125,0.9990234375,0.998046875,1024.0,0.1827087551355362,1024.0,0.5009765625
0.5,20,0.37966522574424744,0.9970703125,0.99609375,0.99658203125,1024.0,0.17322224378585815,1024.0,0.49951171875
0.5,21,0.4290030002593994,0.6015625,0.998046875,0.7998046875,1024.0,0.38701555132865906,1024.0,0.6982421875
0.5,21,0.42166662216186523,0.59375,0.998046875,0.7958984375,1024.0,0.3721524477005005,1024.0,0.7021484375
0.5,21,0.4158070981502533,0.6298828125,0.9970703125,0.8134765625,1024.0,0.3385181427001953,1024.0,0.68359375
0.5,21,0.41388246417045593,0.63671875,0.9970703125,0.81689453125,1024.0,0.31639567017555237,1024.0,0.68017578125
0.5,22,0.3490294814109802,0.619140625,0.9951171875,0.80712890625,1024.0,0.27809175848960876,1024.0,0.68798828125
0.5,22,0.34438300132751465,0.6298828125,0.9931640625,0.8115234375,1024.0,0.2577727437019348,1024.0,0.681640625
0.5,22,0.34287384152412415,0.7666015625,0.9931640625,0.8798828125,1024.0,0.23721544444561005,1024.0,0.61328125
0.5,22,0.3323807716369629,0.919921875,0.9892578125,0.95458984375,1024.0,0.21038779616355896,1024.0,0.53466796875
0.5,23,0.22731883823871613,0.9853515625,0.984375,0.98486328125,1024.0,0.09842678904533386,1024.0,0.49951171875
0.5,23,0.2275426983833313,0.9912109375,0.986328125,0.98876953125,1024.0,0.09789283573627472,1024.0,0.49755859375
0.5,23,0.21896839141845703,0.990234375,0.9921875,0.9912109375,1024.0,0.09176203608512878,1024.0,0.5009765625
0.5,23,0.21230706572532654,0.994140625,0.9873046875,0.99072265625,1024.0,0.08628442138433456,1024.0,0.49658203125
0.5,24,0.24009577929973602,0.9912109375,0.9912109375,0.9912109375,1024.0,0.09846151620149612,1024.0,0.5
0.5,24,0.2421453297138214,0.9921875,0.978515625,0.9853515625,1024.0,0.10344897210597992,1024.0,0.4931640625
0.5,24,0.23410049080848694,0.9931640625,0.9833984375,0.98828125,1024.0,0.09778186678886414,1024.0,0.4951171875
0.5,24,0.22739264369010925,0.994140625,0.9853515625,0.98974609375,1024.0,0.09289244562387466,1024.0,0.49560546875
0.5,25,0.2537720799446106,0.99609375,0.9833984375,0.98974609375,1024.0,0.10438942164182663,1024.0,0.49365234375
0.5,25,0.24285291135311127,0.9970703125,0.9814453125,0.9892578125,1024.0,0.09747591614723206,1024.0,0.4921875
0.5,25,0.24209100008010864,0.9951171875,0.9853515625,0.990234375,1024.0,0.09717603027820587,1024.0,0.4951171875
0.5,25,0.2341928482055664,0.99609375,0.990234375,0.9931640625,1024.0,0.0939667746424675,1024.0,0.4970703125
0.5,26,0.19903641939163208,0.998046875,0.9814453125,0.98974609375,1024.0,0.08020086586475372,1024.0,0.49169921875
0.5,26,0.19014936685562134,1.0,0.984375,0.9921875,1024.0,0.07484030723571777,1024.0,0.4921875
0.5,26,0.19192492961883545,0.99609375,0.986328125,0.9912109375,1024.0,0.07492025196552277,1024.0,0.4951171875
0.5,26,0.18854326009750366,0.998046875,0.9873046875,0.99267578125,1024.0,0.07428978383541107,1024.0,0.49462890625
0.5,27,0.14974287152290344,1.0,0.9912109375,0.99560546875,1024.0,0.05469927191734314,1024.0,0.49560546875
0.5,27,0.14674732089042664,1.0,0.9873046875,0.99365234375,1024.0,0.05597811937332153,1024.0,0.49365234375
0.5,27,0.1428980827331543,1.0,0.990234375,0.9951171875,1024.0,0.0524972602725029,1024.0,0.4951171875
0.5,27,0.14125783741474152,1.0,0.9912109375,0.99560546875,1024.0,0.051479000598192215,1024.0,0.49560546875
0.5,28,0.13350877165794373,1.0,0.9912109375,0.99560546875,1024.0,0.04790014028549194,1024.0,0.49560546875
0.5,28,0.13571636378765106,1.0,0.99609375,0.998046875,1024.0,0.04848836362361908,1024.0,0.498046875
0.5,28,0.1277131736278534,0.9990234375,1.0,0.99951171875,1024.0,0.04360748082399368,1024.0,0.50048828125
0.5,28,0.12363044917583466,0.998046875,0.99609375,0.9970703125,1024.0,0.04151394963264465,1024.0,0.4990234375
0.5,29,0.14737677574157715,0.9990234375,0.9970703125,0.998046875,1024.0,0.047599244862794876,1024.0,0.4990234375
0.5,29,0.1525186449289322,0.9970703125,0.998046875,0.99755859375,1024.0,0.05040903389453888,1024.0,0.50048828125
0.5,29,0.14653030037879944,0.9970703125,0.9970703125,0.9970703125,1024.0,0.047829076647758484,1024.0,0.5
0.5,29,0.14657233655452728,0.99609375,0.998046875,0.9970703125,1024.0,0.048198044300079346,1024.0,0.5009765625
0.5,30,0.15171068906784058,0.9951171875,0.9990234375,0.9970703125,1024.0,0.04819713905453682,1024.0,0.501953125
0.5,30,0.1537904441356659,0.9931640625,1.0,0.99658203125,1024.0,0.05081464350223541,1024.0,0.50341796875
0.5,30,0.1515561044216156,0.9931640625,0.9990234375,0.99609375,1024.0,0.04887987673282623,1024.0,0.5029296875
0.5,30,0.15024715662002563,0.998046875,0.9990234375,0.99853515625,1024.0,0.04843742400407791,1024.0,0.50048828125
0.5,31,0.21083202958106995,0.9375,0.9970703125,0.96728515625,1024.0,0.11447964608669281,1024.0,0.52978515625
0.5,31,0.2035491168498993,0.9619140625,1.0,0.98095703125,1024.0,0.0986681878566742,1024.0,0.51904296875
0.5,31,0.20444190502166748,0.9521484375,1.0,0.97607421875,1024.0,0.10256606340408325,1024.0,0.52392578125
0.5,31,0.19979709386825562,0.955078125,0.9990234375,0.97705078125,1024.0,0.09636779129505157,1024.0,0.52197265625
0.5,32,0.22926348447799683,0.9375,0.998046875,0.9677734375,1024.0,0.1184014230966568,1024.0,0.5302734375
0.5,32,0.22259050607681274,0.939453125,1.0,0.9697265625,1024.0,0.11175689846277237,1024.0,0.5302734375
0.5,32,0.21085216104984283,0.94140625,0.9990234375,0.97021484375,1024.0,0.10752075165510178,1024.0,0.52880859375
0.5,32,0.2145126760005951,0.9580078125,0.9990234375,0.978515625,1024.0,0.09981835633516312,1024.0,0.5205078125
0.5,33,0.15309609472751617,0.984375,0.9970703125,0.99072265625,1024.0,0.05573950707912445,1024.0,0.50634765625
0.5,33,0.15104940533638,0.9912109375,0.9990234375,0.9951171875,1024.0,0.053124621510505676,1024.0,0.50390625
0.5,33,0.14265289902687073,0.990234375,0.9970703125,0.99365234375,1024.0,0.04936906695365906,1024.0,0.50341796875
0.5,33,0.14517363905906677,0.9921875,0.9990234375,0.99560546875,1024.0,0.04965049400925636,1024.0,0.50341796875
0.5,34,0.13415703177452087,0.9951171875,0.99609375,0.99560546875,1024.0,0.04592909663915634,1024.0,0.50048828125
0.5,34,0.12118909507989883,0.9970703125,0.9970703125,0.9970703125,1024.0,0.038002096116542816,1024.0,0.5
0.5,34,0.1231197714805603,0.994140625,0.998046875,0.99609375,1024.0,0.0415799617767334,1024.0,0.501953125
0.5,34,0.12692488729953766,0.99609375,0.9970703125,0.99658203125,1024.0,0.04263310879468918,1024.0,0.50048828125
0.5,35,0.20420020818710327,0.896484375,0.9970703125,0.94677734375,1024.0,0.11166828125715256,1024.0,0.55029296875
0.5,35,0.20583046972751617,0.892578125,0.998046875,0.9453125,1024.0,0.11542677879333496,1024.0,0.552734375
0.5,35,0.19898143410682678,0.9013671875,0.998046875,0.94970703125,1024.0,0.10564795136451721,1024.0,0.54833984375
0.5,35,0.1947031170129776,0.9150390625,0.998046875,0.95654296875,1024.0,0.10033824294805527,1024.0,0.54150390625
0.5,36,0.23296937346458435,0.8837890625,0.9990234375,0.94140625,1024.0,0.14553159475326538,1024.0,0.5576171875
0.5,36,0.22364798188209534,0.91796875,0.998046875,0.9580078125,1024.0,0.1347305029630661,1024.0,0.5400390625
0.5,36,0.2221698760986328,0.953125,0.998046875,0.9755859375,1024.0,0.11883875727653503,1024.0,0.5224609375
0.5,36,0.22081951797008514,0.9609375,0.9990234375,0.97998046875,1024.0,0.11093315482139587,1024.0,0.51904296875
0.5,37,0.2528302073478699,0.7236328125,0.99609375,0.85986328125,1024.0,0.19479936361312866,1024.0,0.63623046875
0.5,37,0.24628132581710815,0.8076171875,0.99609375,0.90185546875,1024.0,0.17992167174816132,1024.0,0.59423828125
0.5,37,0.24280723929405212,0.9384765625,0.9970703125,0.9677734375,1024.0,0.15487848222255707,1024.0,0.529296875
0.5,37,0.25240233540534973,0.943359375,0.9951171875,0.96923828125,1024.0,0.14798575639724731,1024.0,0.52587890625
0.5,38,0.19740642607212067,0.9755859375,0.9921875,0.98388671875,1024.0,0.10430417209863663,1024.0,0.50830078125
0.5,38,0.1877029836177826,0.9912109375,0.99609375,0.99365234375,1024.0,0.08517827838659286,1024.0,0.50244140625
0.5,38,0.1836288869380951,0.9892578125,0.994140625,0.99169921875,1024.0,0.08359035849571228,1024.0,0.50244140625
0.5,38,0.1803894340991974,0.9931640625,0.9951171875,0.994140625,1024.0,0.07678502053022385,1024.0,0.5009765625
0.5,39,0.11656251549720764,0.99609375,0.9931640625,0.99462890625,1024.0,0.04701750725507736,1024.0,0.49853515625
0.5,39,0.11823765933513641,0.9990234375,0.994140625,0.99658203125,1024.0,0.04534930735826492,1024.0,0.49755859375
0.5,39,0.11881457269191742,0.9951171875,0.9873046875,0.9912109375,1024.0,0.049830157309770584,1024.0,0.49609375
0.5,39,0.10851985216140747,0.9970703125,0.9931640625,0.9951171875,1024.0,0.043597280979156494,1024.0,0.498046875
0.5,40,0.11333902180194855,0.998046875,0.9931640625,0.99560546875,1024.0,0.045992739498615265,1024.0,0.49755859375
0.5,40,0.11049304902553558,0.998046875,0.9921875,0.9951171875,1024.0,0.044154345989227295,1024.0,0.4970703125
0.5,40,0.11097405105829239,0.998046875,0.9912109375,0.99462890625,1024.0,0.04702798277139664,1024.0,0.49658203125
0.5,40,0.11167789995670319,0.9970703125,0.9931640625,0.9951171875,1024.0,0.04563648998737335,1024.0,0.498046875
0.5,41,0.12294487655162811,0.9921875,0.9951171875,0.99365234375,1024.0,0.05081363767385483,1024.0,0.50146484375
0.5,41,0.11729197949171066,0.9931640625,0.994140625,0.99365234375,1024.0,0.04842988774180412,1024.0,0.50048828125
0.5,41,0.10767687857151031,0.9970703125,0.99609375,0.99658203125,1024.0,0.04159419238567352,1024.0,0.49951171875
0.5,41,0.11262787878513336,0.9892578125,0.9970703125,0.9931640625,1024.0,0.04820362105965614,1024.0,0.50390625
0.5,42,0.11812295019626617,0.990234375,0.990234375,0.990234375,1024.0,0.047365181148052216,1024.0,0.5
0.5,42,0.11753930151462555,0.9892578125,0.99609375,0.99267578125,1024.0,0.047743260860443115,1024.0,0.50341796875
0.5,42,0.11881368607282639,0.9951171875,0.9931640625,0.994140625,1024.0,0.04691893607378006,1024.0,0.4990234375
0.5,42,0.11340418457984924,0.990234375,0.9970703125,0.99365234375,1024.0,0.045609284192323685,1024.0,0.50341796875
0.5,43,0.11789582669734955,0.9912109375,0.9931640625,0.9921875,1024.0,0.04756100848317146,1024.0,0.5009765625
0.5,43,0.11887463182210922,0.978515625,0.9970703125,0.98779296875,1024.0,0.052847281098365784,1024.0,0.50927734375
0.5,43,0.11512909829616547,0.9912109375,0.9970703125,0.994140625,1024.0,0.04568172246217728,1024.0,0.5029296875
0.5,43,0.10994569957256317,0.9873046875,0.9990234375,0.9931640625,1024.0,0.04482097178697586,1024.0,0.505859375
0.5,44,0.12027429044246674,0.9814453125,0.9970703125,0.9892578125,1024.0,0.05660679191350937,1024.0,0.5078125
0.5,44,0.12212510406970978,0.9814453125,1.0,0.99072265625,1024.0,0.056735552847385406,1024.0,0.50927734375
0.5,44,0.12257526069879532,0.984375,0.998046875,0.9912109375,1024.0,0.05431075766682625,1024.0,0.5068359375
0.5,44,0.12558019161224365,0.9775390625,0.9990234375,0.98828125,1024.0,0.05894053727388382,1024.0,0.5107421875
0.5,45,0.1108735054731369,0.9921875,0.998046875,0.9951171875,1024.0,0.04276572912931442,1024.0,0.5029296875
0.5,45,0.10657714307308197,0.9912109375,0.998046875,0.99462890625,1024.0,0.041393134742975235,1024.0,0.50341796875
0.5,45,0.10733571648597717,0.994140625,0.9970703125,0.99560546875,1024.0,0.03950788453221321,1024.0,0.50146484375
0.5,45,0.1023743748664856,0.98828125,1.0,0.994140625,1024.0,0.04235783964395523,1024.0,0.505859375
0.5,46,0.1199844479560852,0.9951171875,0.9990234375,0.9970703125,1024.0,0.040096160024404526,1024.0,0.501953125
0.5,46,0.12317647784948349,0.998046875,1.0,0.9990234375,1024.0,0.03848937898874283,1024.0,0.5009765625
0.5,46,0.12154064327478409,0.9970703125,0.9990234375,0.998046875,1024.0,0.03869060054421425,1024.0,0.5009765625
0.5,46,0.12299109250307083,0.998046875,0.998046875,0.998046875,1024.0,0.039048388600349426,1024.0,0.5
0.5,47,0.1208212822675705,0.9970703125,0.9970703125,0.9970703125,1024.0,0.03964506462216377,1024.0,0.5
0.5,47,0.11595773696899414,0.99609375,1.0,0.998046875,1024.0,0.039120711386203766,1024.0,0.501953125
0.5,47,0.11153130978345871,0.998046875,0.9990234375,0.99853515625,1024.0,0.034243762493133545,1024.0,0.50048828125
0.5,47,0.11102510988712311,0.9970703125,0.9990234375,0.998046875,1024.0,0.03479568660259247,1024.0,0.5009765625
0.5,48,0.08411336690187454,0.9931640625,0.9990234375,0.99609375,1024.0,0.030553193762898445,1024.0,0.5029296875
0.5,48,0.09013677388429642,0.9765625,0.9990234375,0.98779296875,1024.0,0.04132281616330147,1024.0,0.51123046875
0.5,48,0.08707773685455322,0.9833984375,1.0,0.99169921875,1024.0,0.03411678224802017,1024.0,0.50830078125
0.5,48,0.08848392963409424,0.9755859375,1.0,0.98779296875,1024.0,0.04337100312113762,1024.0,0.51220703125
0.5,49,0.07973255217075348,0.9716796875,0.998046875,0.98486328125,1024.0,0.04082890599966049,1024.0,0.51318359375
0.5,49,0.08242444694042206,0.9765625,0.9990234375,0.98779296875,1024.0,0.04043998569250107,1024.0,0.51123046875
0.5,49,0.07651558518409729,0.974609375,0.9990234375,0.98681640625,1024.0,0.03804981708526611,1024.0,0.51220703125
0.5,49,0.08310151845216751,0.966796875,0.9990234375,0.98291015625,1024.0,0.04250529780983925,1024.0,0.51611328125
0.5,50,0.0653819888830185,0.9765625,0.998046875,0.9873046875,1024.0,0.030468806624412537,1024.0,0.5107421875
0.5,50,0.06223183870315552,0.986328125,0.9990234375,0.99267578125,1024.0,0.026975421234965324,1024.0,0.50634765625
0.5,50,0.06861388683319092,0.9736328125,1.0,0.98681640625,1024.0,0.03982505947351456,1024.0,0.51318359375
0.5,50,0.06703095883131027,0.9716796875,0.998046875,0.98486328125,1024.0,0.03905140236020088,1024.0,0.51318359375
0.5,51,0.079824298620224,0.9501953125,0.998046875,0.97412109375,1024.0,0.05467071756720543,1024.0,0.52392578125
0.5,51,0.07381712645292282,0.9482421875,1.0,0.97412109375,1024.0,0.05316445603966713,1024.0,0.52587890625
0.5,51,0.07626219093799591,0.95703125,0.9990234375,0.97802734375,1024.0,0.04438956454396248,1024.0,0.52099609375
0.5,51,0.0792548805475235,0.9580078125,1.0,0.97900390625,1024.0,0.04728195071220398,1024.0,0.52099609375
0.5,52,0.07243803143501282,0.9580078125,1.0,0.97900390625,1024.0,0.04521317780017853,1024.0,0.52099609375
0.5,52,0.0744304209947586,0.96875,0.998046875,0.9833984375,1024.0,0.04287680238485336,1024.0,0.5146484375
0.5,52,0.07527408748865128,0.9736328125,1.0,0.98681640625,1024.0,0.042249422520399094,1024.0,0.51318359375
0.5,52,0.075272336602211,0.9736328125,0.9970703125,0.9853515625,1024.0,0.042508404701948166,1024.0,0.51171875
0.5,53,0.06346911191940308,0.9755859375,0.998046875,0.98681640625,1024.0,0.0397530272603035,1024.0,0.51123046875
0.5,53,0.06549474596977234,0.9775390625,1.0,0.98876953125,1024.0,0.03240421041846275,1024.0,0.51123046875
0.5,53,0.06910290569067001,0.9794921875,0.9970703125,0.98828125,1024.0,0.03901461139321327,1024.0,0.5087890625
0.5,53,0.06384184211492538,0.984375,0.998046875,0.9912109375,1024.0,0.029619373381137848,1024.0,0.5068359375
0.5,54,0.06930778920650482,0.96875,0.9990234375,0.98388671875,1024.0,0.0522318072617054,1024.0,0.51513671875
0.5,54,0.06339079886674881,0.98046875,0.9970703125,0.98876953125,1024.0,0.041225358843803406,1024.0,0.50830078125
0.5,54,0.07208684831857681,0.9775390625,0.9970703125,0.9873046875,1024.0,0.04380669444799423,1024.0,0.509765625
0.5,54,0.06273620575666428,0.9775390625,0.998046875,0.98779296875,1024.0,0.04310058057308197,1024.0,0.51025390625
0.5,55,0.05967829376459122,0.978515625,0.9990234375,0.98876953125,1024.0,0.03831756114959717,1024.0,0.51025390625
0.5,55,0.06453870236873627,0.974609375,0.998046875,0.986328125,1024.0,0.04092676192522049,1024.0,0.51171875
0.5,55,0.06085359305143356,0.97265625,0.9970703125,0.98486328125,1024.0,0.04512838274240494,1024.0,0.51220703125
0.5,55,0.06237749382853508,0.982421875,1.0,0.9912109375,1024.0,0.033393003046512604,1024.0,0.5087890625
0.5,56,0.06267315149307251,0.9814453125,0.9990234375,0.990234375,1024.0,0.03568778932094574,1024.0,0.5087890625
0.5,56,0.06589425355195999,0.9873046875,1.0,0.99365234375,1024.0,0.03139405697584152,1024.0,0.50634765625
0.5,56,0.06344036757946014,0.9892578125,1.0,0.99462890625,1024.0,0.027158938348293304,1024.0,0.50537109375
0.5,56,0.06017707660794258,0.990234375,0.9990234375,0.99462890625,1024.0,0.02410850115120411,1024.0,0.50439453125
0.5,57,0.06165021285414696,0.97265625,0.998046875,0.9853515625,1024.0,0.04433358460664749,1024.0,0.5126953125
0.5,57,0.06145430728793144,0.96484375,0.998046875,0.9814453125,1024.0,0.050974711775779724,1024.0,0.5166015625
0.5,57,0.06346628069877625,0.9638671875,1.0,0.98193359375,1024.0,0.05174165964126587,1024.0,0.51806640625
0.5,57,0.06510258466005325,0.958984375,0.998046875,0.978515625,1024.0,0.05742476135492325,1024.0,0.51953125
0.5,58,0.07721035182476044,0.95703125,0.9970703125,0.97705078125,1024.0,0.061901211738586426,1024.0,0.52001953125
