raw/disc/global_step,raw/disc/disc_acc_expert,raw/disc/disc_acc,raw/disc/disc_acc_gen,raw/disc/disc_loss,raw/disc/disc_proportion_expert_pred,raw/disc/n_expert,raw/disc/n_generated,raw/disc/disc_entropy,raw/disc/disc_proportion_expert_true
14,0.9208984375,0.94873046875,0.9765625,0.399452269077301,0.47216796875,1024.0,1024.0,0.6020227670669556,0.5
14,0.890625,0.93017578125,0.9697265625,0.3953015208244324,0.46044921875,1024.0,1024.0,0.5954207181930542,0.5
14,0.896484375,0.93798828125,0.9794921875,0.38357657194137573,0.45849609375,1024.0,1024.0,0.589215099811554,0.5
14,0.896484375,0.93359375,0.970703125,0.3733031451702118,0.462890625,1024.0,1024.0,0.581047534942627,0.5
15,0.9013671875,0.9482421875,0.9951171875,0.3382072150707245,0.453125,1024.0,1024.0,0.5609270334243774,0.5
15,0.888671875,0.9404296875,0.9921875,0.33105963468551636,0.4482421875,1024.0,1024.0,0.5518720746040344,0.5
15,0.91796875,0.955078125,0.9921875,0.31748485565185547,0.462890625,1024.0,1024.0,0.5428732633590698,0.5
15,0.9052734375,0.95068359375,0.99609375,0.3063037693500519,0.45458984375,1024.0,1024.0,0.532532811164856,0.5
16,0.890625,0.94384765625,0.9970703125,0.3078487515449524,0.44677734375,1024.0,1024.0,0.5307215452194214,0.5
16,0.900390625,0.94873046875,0.9970703125,0.29849696159362793,0.45166015625,1024.0,1024.0,0.5219963192939758,0.5
16,0.904296875,0.94921875,0.994140625,0.28672903776168823,0.455078125,1024.0,1024.0,0.5108295679092407,0.5
16,0.904296875,0.9482421875,0.9921875,0.27826952934265137,0.4560546875,1024.0,1024.0,0.49966728687286377,0.5
17,0.88671875,0.94189453125,0.9970703125,0.28172874450683594,0.44482421875,1024.0,1024.0,0.5001672506332397,0.5
17,0.9072265625,0.953125,0.9990234375,0.26928848028182983,0.4541015625,1024.0,1024.0,0.48924893140792847,0.5
17,0.89453125,0.9453125,0.99609375,0.26441946625709534,0.44921875,1024.0,1024.0,0.48090827465057373,0.5
17,0.890625,0.9443359375,0.998046875,0.25593996047973633,0.4462890625,1024.0,1024.0,0.4695754945278168,0.5
18,0.912109375,0.955078125,0.998046875,0.2453562319278717,0.45703125,1024.0,1024.0,0.462113618850708,0.5
18,0.9169921875,0.9580078125,0.9990234375,0.2312696874141693,0.458984375,1024.0,1024.0,0.44379401206970215,0.5
18,0.9052734375,0.95166015625,0.998046875,0.22281932830810547,0.45361328125,1024.0,1024.0,0.43242934346199036,0.5
18,0.9208984375,0.95947265625,0.998046875,0.21567541360855103,0.46142578125,1024.0,1024.0,0.42515501379966736,0.5
19,0.92578125,0.9619140625,0.998046875,0.20621833205223083,0.4638671875,1024.0,1024.0,0.41330236196517944,0.5
19,0.90625,0.951171875,0.99609375,0.20801571011543274,0.455078125,1024.0,1024.0,0.40764492750167847,0.5
19,0.912109375,0.955078125,0.998046875,0.2019462138414383,0.45703125,1024.0,1024.0,0.39809316396713257,0.5
19,0.8974609375,0.947265625,0.9970703125,0.20423594117164612,0.4501953125,1024.0,1024.0,0.3935057520866394,0.5
20,0.919921875,0.94677734375,0.9736328125,0.20723018050193787,0.47314453125,1024.0,1024.0,0.3933348059654236,0.5
20,0.9208984375,0.95068359375,0.98046875,0.20036311447620392,0.47021484375,1024.0,1024.0,0.38249897956848145,0.5
20,0.9091796875,0.943359375,0.9775390625,0.20213882625102997,0.4658203125,1024.0,1024.0,0.37868621945381165,0.5
20,0.939453125,0.9560546875,0.97265625,0.18010076880455017,0.4833984375,1024.0,1024.0,0.35624760389328003,0.5
21,0.9267578125,0.95361328125,0.98046875,0.17356735467910767,0.47314453125,1024.0,1024.0,0.3420475125312805,0.5
21,0.9287109375,0.951171875,0.9736328125,0.17510618269443512,0.4775390625,1024.0,1024.0,0.3410777151584625,0.5
21,0.931640625,0.95947265625,0.9873046875,0.155757874250412,0.47216796875,1024.0,1024.0,0.3188866972923279,0.5
21,0.9404296875,0.95751953125,0.974609375,0.15496142208576202,0.48291015625,1024.0,1024.0,0.3134317398071289,0.5
22,0.9189453125,0.94970703125,0.98046875,0.16864626109600067,0.46923828125,1024.0,1024.0,0.3232592046260834,0.5
22,0.92578125,0.95654296875,0.9873046875,0.1543729603290558,0.46923828125,1024.0,1024.0,0.3088153004646301,0.5
22,0.9423828125,0.9609375,0.9794921875,0.14630304276943207,0.4814453125,1024.0,1024.0,0.29632771015167236,0.5
22,0.955078125,0.97021484375,0.9853515625,0.13710379600524902,0.48486328125,1024.0,1024.0,0.28795671463012695,0.5
23,0.9375,0.966796875,0.99609375,0.14288058876991272,0.470703125,1024.0,1024.0,0.2928551435470581,0.5
23,0.94140625,0.96728515625,0.9931640625,0.13442131876945496,0.47412109375,1024.0,1024.0,0.2824409008026123,0.5
23,0.9658203125,0.97900390625,0.9921875,0.12373018264770508,0.48681640625,1024.0,1024.0,0.2695849537849426,0.5
23,0.95703125,0.97607421875,0.9951171875,0.12098903954029083,0.48095703125,1024.0,1024.0,0.2672254145145416,0.5
24,0.9619140625,0.98095703125,1.0,0.10765644907951355,0.48095703125,1024.0,1024.0,0.24607831239700317,0.5
24,0.9697265625,0.984375,0.9990234375,0.10022976994514465,0.4853515625,1024.0,1024.0,0.23464611172676086,0.5
24,0.9765625,0.986328125,0.99609375,0.09807359427213669,0.490234375,1024.0,1024.0,0.23384952545166016,0.5
24,0.9677734375,0.982421875,0.9970703125,0.09694002568721771,0.4853515625,1024.0,1024.0,0.2255316823720932,0.5
25,0.97265625,0.98583984375,0.9990234375,0.10871316492557526,0.48681640625,1024.0,1024.0,0.24983513355255127,0.5
25,0.9736328125,0.98681640625,1.0,0.10173740237951279,0.48681640625,1024.0,1024.0,0.23756323754787445,0.5
25,0.974609375,0.98583984375,0.9970703125,0.10287441313266754,0.48876953125,1024.0,1024.0,0.23715323209762573,0.5
25,0.9794921875,0.98974609375,1.0,0.09307938069105148,0.48974609375,1024.0,1024.0,0.22481940686702728,0.5
26,0.9814453125,0.98974609375,0.998046875,0.0937381386756897,0.49169921875,1024.0,1024.0,0.225538969039917,0.5
26,0.986328125,0.9912109375,0.99609375,0.09057846665382385,0.4951171875,1024.0,1024.0,0.22157953679561615,0.5
26,0.9833984375,0.98828125,0.9931640625,0.09188680350780487,0.4951171875,1024.0,1024.0,0.21942590177059174,0.5
26,0.9794921875,0.98828125,0.9970703125,0.08922826498746872,0.4912109375,1024.0,1024.0,0.21223822236061096,0.5
27,0.9765625,0.98388671875,0.9912109375,0.09286034107208252,0.49267578125,1024.0,1024.0,0.21664515137672424,0.5
27,0.9912109375,0.99267578125,0.994140625,0.07883191108703613,0.49853515625,1024.0,1024.0,0.1991119086742401,0.5
27,0.9873046875,0.9921875,0.9970703125,0.07809174060821533,0.4951171875,1024.0,1024.0,0.1966768205165863,0.5
27,0.9921875,0.9892578125,0.986328125,0.08057485520839691,0.5029296875,1024.0,1024.0,0.19240109622478485,0.5
28,0.9873046875,0.98583984375,0.984375,0.08719690144062042,0.50146484375,1024.0,1024.0,0.19771911203861237,0.5
28,0.98828125,0.98828125,0.98828125,0.08399411290884018,0.5,1024.0,1024.0,0.1989617794752121,0.5
28,0.994140625,0.9892578125,0.984375,0.07983008027076721,0.5048828125,1024.0,1024.0,0.1895970106124878,0.5
28,0.9912109375,0.98291015625,0.974609375,0.08207006007432938,0.50830078125,1024.0,1024.0,0.1863570511341095,0.5
29,0.9931640625,0.9873046875,0.9814453125,0.08503534644842148,0.505859375,1024.0,1024.0,0.18770723044872284,0.5
29,0.990234375,0.9853515625,0.98046875,0.0781477615237236,0.5048828125,1024.0,1024.0,0.17962095141410828,0.5
29,0.9970703125,0.98876953125,0.98046875,0.07487572729587555,0.50830078125,1024.0,1024.0,0.1757637858390808,0.5
29,0.994140625,0.98876953125,0.9833984375,0.0777658224105835,0.50537109375,1024.0,1024.0,0.1756092607975006,0.5
30,0.9951171875,0.9892578125,0.9833984375,0.07909411191940308,0.505859375,1024.0,1024.0,0.17678815126419067,0.5
30,0.994140625,0.9873046875,0.98046875,0.07888492196798325,0.5068359375,1024.0,1024.0,0.17040514945983887,0.5
30,0.986328125,0.9892578125,0.9921875,0.07069435715675354,0.4970703125,1024.0,1024.0,0.16473388671875,0.5
30,0.9951171875,0.9921875,0.9892578125,0.06634056568145752,0.5029296875,1024.0,1024.0,0.1576004922389984,0.5
31,0.9921875,0.98681640625,0.9814453125,0.07865332067012787,0.50537109375,1024.0,1024.0,0.17036594450473785,0.5
31,0.9921875,0.990234375,0.98828125,0.06805197894573212,0.501953125,1024.0,1024.0,0.15825384855270386,0.5
31,0.9970703125,0.990234375,0.9833984375,0.06852792203426361,0.5068359375,1024.0,1024.0,0.16023673117160797,0.5
31,0.9892578125,0.9892578125,0.9892578125,0.069383904337883,0.5,1024.0,1024.0,0.15985596179962158,0.5
32,0.9931640625,0.9892578125,0.9853515625,0.07007339596748352,0.50390625,1024.0,1024.0,0.15517577528953552,0.5
32,0.9951171875,0.98779296875,0.98046875,0.06863425672054291,0.50732421875,1024.0,1024.0,0.15075114369392395,0.5
32,0.9912109375,0.98974609375,0.98828125,0.06769190728664398,0.50146484375,1024.0,1024.0,0.15075387060642242,0.5
32,0.990234375,0.98974609375,0.9892578125,0.0641724094748497,0.50048828125,1024.0,1024.0,0.14730870723724365,0.5
33,0.98828125,0.98388671875,0.9794921875,0.06442563980817795,0.50439453125,1024.0,1024.0,0.1405544877052307,0.5
33,0.9912109375,0.98779296875,0.984375,0.06298422813415527,0.50341796875,1024.0,1024.0,0.1353561282157898,0.5
33,0.9912109375,0.98876953125,0.986328125,0.05724242329597473,0.50244140625,1024.0,1024.0,0.13113436102867126,0.5
33,0.9912109375,0.99169921875,0.9921875,0.05832137539982796,0.49951171875,1024.0,1024.0,0.13370150327682495,0.5
34,0.9892578125,0.990234375,0.9912109375,0.0551624596118927,0.4990234375,1024.0,1024.0,0.1320326328277588,0.5
34,0.9892578125,0.98974609375,0.990234375,0.05515791103243828,0.49951171875,1024.0,1024.0,0.1308826059103012,0.5
34,0.986328125,0.9892578125,0.9921875,0.05231959745287895,0.4970703125,1024.0,1024.0,0.12479221820831299,0.5
34,0.9921875,0.9873046875,0.982421875,0.05510959029197693,0.5048828125,1024.0,1024.0,0.1262306272983551,0.5
35,0.994140625,0.9873046875,0.98046875,0.061553534120321274,0.5068359375,1024.0,1024.0,0.13685616850852966,0.5
35,0.9931640625,0.98974609375,0.986328125,0.060218144208192825,0.50341796875,1024.0,1024.0,0.13822579383850098,0.5
35,0.990234375,0.98583984375,0.9814453125,0.0644383430480957,0.50439453125,1024.0,1024.0,0.13872367143630981,0.5
35,0.9912109375,0.9892578125,0.9873046875,0.058694109320640564,0.501953125,1024.0,1024.0,0.13490256667137146,0.5
36,0.9921875,0.98828125,0.984375,0.057892248034477234,0.50390625,1024.0,1024.0,0.1377457082271576,0.5
36,0.9921875,0.9892578125,0.986328125,0.05608811974525452,0.5029296875,1024.0,1024.0,0.13746710121631622,0.5
36,0.99609375,0.99365234375,0.9912109375,0.05297672748565674,0.50244140625,1024.0,1024.0,0.13385874032974243,0.5
36,0.9931640625,0.9921875,0.9912109375,0.04814283922314644,0.5009765625,1024.0,1024.0,0.1227087676525116,0.5
37,0.9912109375,0.99462890625,0.998046875,0.04437670111656189,0.49658203125,1024.0,1024.0,0.12312810122966766,0.5
37,0.9873046875,0.99365234375,1.0,0.04724634438753128,0.49365234375,1024.0,1024.0,0.12407518178224564,0.5
37,0.9873046875,0.9931640625,0.9990234375,0.04295582324266434,0.494140625,1024.0,1024.0,0.11776240170001984,0.5
37,0.99609375,0.998046875,1.0,0.039523784071207047,0.498046875,1024.0,1024.0,0.11215650290250778,0.5
38,0.9892578125,0.994140625,0.9990234375,0.04182424396276474,0.4951171875,1024.0,1024.0,0.10955040901899338,0.5
38,0.986328125,0.9912109375,0.99609375,0.04336197301745415,0.4951171875,1024.0,1024.0,0.10773704946041107,0.5
38,0.9931640625,0.99609375,0.9990234375,0.03708047419786453,0.4970703125,1024.0,1024.0,0.09939612448215485,0.5
38,0.990234375,0.9951171875,1.0,0.039284445345401764,0.4951171875,1024.0,1024.0,0.10249128937721252,0.5
39,0.9921875,0.9931640625,0.994140625,0.0433807373046875,0.4990234375,1024.0,1024.0,0.10406311601400375,0.5
39,0.9921875,0.99462890625,0.9970703125,0.03675920516252518,0.49755859375,1024.0,1024.0,0.09666700661182404,0.5
39,0.9921875,0.9921875,0.9921875,0.042010098695755005,0.5,1024.0,1024.0,0.0997450202703476,0.5
39,0.9921875,0.9931640625,0.994140625,0.04194663465023041,0.4990234375,1024.0,1024.0,0.1020612120628357,0.5
40,0.9931640625,0.990234375,0.9873046875,0.0608486644923687,0.5029296875,1024.0,1024.0,0.12781861424446106,0.5
40,0.9912109375,0.98779296875,0.984375,0.05368858575820923,0.50341796875,1024.0,1024.0,0.1146913468837738,0.5
40,0.99609375,0.9912109375,0.986328125,0.05978415161371231,0.5048828125,1024.0,1024.0,0.12524855136871338,0.5
40,0.99609375,0.98876953125,0.9814453125,0.05770523101091385,0.50732421875,1024.0,1024.0,0.11993272602558136,0.5
41,0.9892578125,0.98583984375,0.982421875,0.056864090263843536,0.50341796875,1024.0,1024.0,0.1135050356388092,0.5
41,0.9912109375,0.9833984375,0.9755859375,0.05799446627497673,0.5078125,1024.0,1024.0,0.11315341293811798,0.5
41,0.98828125,0.986328125,0.984375,0.05873774364590645,0.501953125,1024.0,1024.0,0.11703318357467651,0.5
41,0.9951171875,0.9912109375,0.9873046875,0.05055789649486542,0.50390625,1024.0,1024.0,0.11026701331138611,0.5
42,0.9892578125,0.9892578125,0.9892578125,0.08542606234550476,0.5,1024.0,1024.0,0.16490015387535095,0.5
42,0.9931640625,0.98828125,0.9833984375,0.08238363265991211,0.5048828125,1024.0,1024.0,0.15902385115623474,0.5
42,0.994140625,0.9892578125,0.984375,0.07435160875320435,0.5048828125,1024.0,1024.0,0.15169526636600494,0.5
42,0.98828125,0.990234375,0.9921875,0.06565646827220917,0.498046875,1024.0,1024.0,0.14633268117904663,0.5
43,0.9892578125,0.98828125,0.9873046875,0.05649137124419212,0.5009765625,1024.0,1024.0,0.12117952108383179,0.5
43,0.986328125,0.986328125,0.986328125,0.054330773651599884,0.5,1024.0,1024.0,0.11396648734807968,0.5
43,0.9892578125,0.990234375,0.9912109375,0.04395781084895134,0.4990234375,1024.0,1024.0,0.10255421698093414,0.5
43,0.9912109375,0.9921875,0.9931640625,0.041007351130247116,0.4990234375,1024.0,1024.0,0.09931216388940811,0.5
44,0.9873046875,0.9921875,0.9970703125,0.02389604225754738,0.4951171875,1024.0,1024.0,0.05123309791088104,0.5
44,0.9921875,0.9912109375,0.990234375,0.026582911610603333,0.5009765625,1024.0,1024.0,0.053375061601400375,0.5
44,0.9814453125,0.98974609375,0.998046875,0.03021380305290222,0.49169921875,1024.0,1024.0,0.06000976264476776,0.5
44,0.9873046875,0.99072265625,0.994140625,0.03076203167438507,0.49658203125,1024.0,1024.0,0.059771206229925156,0.5
45,0.9892578125,0.99169921875,0.994140625,0.042046450078487396,0.49755859375,1024.0,1024.0,0.09167415648698807,0.5
45,0.98046875,0.98681640625,0.9931640625,0.04749814048409462,0.49365234375,1024.0,1024.0,0.09711915999650955,0.5
45,0.9892578125,0.9921875,0.9951171875,0.04075024276971817,0.4970703125,1024.0,1024.0,0.09622237086296082,0.5
45,0.9853515625,0.98779296875,0.990234375,0.04708003252744675,0.49755859375,1024.0,1024.0,0.0938730388879776,0.5
46,0.98828125,0.8447265625,0.701171875,0.23594677448272705,0.6435546875,1024.0,1024.0,0.20762047171592712,0.5
46,0.986328125,0.9453125,0.904296875,0.1739562600851059,0.541015625,1024.0,1024.0,0.1951572299003601,0.5
46,0.98828125,0.97265625,0.95703125,0.15564770996570587,0.515625,1024.0,1024.0,0.19404660165309906,0.5
46,0.986328125,0.97509765625,0.9638671875,0.1264084130525589,0.51123046875,1024.0,1024.0,0.1843211054801941,0.5
47,0.9853515625,0.9716796875,0.9580078125,0.11650236696004868,0.513671875,1024.0,1024.0,0.1584671437740326,0.5
47,0.986328125,0.98095703125,0.9755859375,0.08178824186325073,0.50537109375,1024.0,1024.0,0.1389007568359375,0.5
47,0.9873046875,0.97900390625,0.970703125,0.08521124720573425,0.50830078125,1024.0,1024.0,0.12431146949529648,0.5
47,0.9775390625,0.9677734375,0.9580078125,0.09712442755699158,0.509765625,1024.0,1024.0,0.12105047702789307,0.5
48,0.982421875,0.98828125,0.994140625,0.04265707731246948,0.494140625,1024.0,1024.0,0.08693394064903259,0.5
48,0.9794921875,0.986328125,0.9931640625,0.04689106345176697,0.4931640625,1024.0,1024.0,0.08567869663238525,0.5
48,0.9765625,0.98486328125,0.9931640625,0.04757639765739441,0.49169921875,1024.0,1024.0,0.0809994488954544,0.5
48,0.974609375,0.9853515625,0.99609375,0.0408889502286911,0.4892578125,1024.0,1024.0,0.0850498154759407,0.5
49,0.9755859375,0.97705078125,0.978515625,0.0700819194316864,0.49853515625,1024.0,1024.0,0.08577444404363632,0.5
49,0.982421875,0.97802734375,0.9736328125,0.07282691448926926,0.50439453125,1024.0,1024.0,0.08597279340028763,0.5
49,0.984375,0.9794921875,0.974609375,0.07716654241085052,0.5048828125,1024.0,1024.0,0.0868118554353714,0.5
49,0.98046875,0.9755859375,0.970703125,0.08129999041557312,0.5048828125,1024.0,1024.0,0.08654609322547913,0.5
50,0.982421875,0.873046875,0.763671875,0.33971869945526123,0.609375,1024.0,1024.0,0.15386193990707397,0.5
50,0.9775390625,0.87548828125,0.7734375,0.3485535979270935,0.60205078125,1024.0,1024.0,0.15460288524627686,0.5
50,0.966796875,0.884765625,0.802734375,0.33146581053733826,0.58203125,1024.0,1024.0,0.16398504376411438,0.5
50,0.982421875,0.91552734375,0.8486328125,0.24785351753234863,0.56689453125,1024.0,1024.0,0.15375983715057373,0.5
51,0.9755859375,0.67822265625,0.380859375,0.4729430675506592,0.79736328125,1024.0,1024.0,0.29743489623069763,0.5
51,0.974609375,0.775390625,0.576171875,0.4084353744983673,0.69921875,1024.0,1024.0,0.29670292139053345,0.5
51,0.9697265625,0.9189453125,0.8681640625,0.3124862313270569,0.55078125,1024.0,1024.0,0.29307931661605835,0.5
51,0.9599609375,0.9189453125,0.8779296875,0.26307007670402527,0.541015625,1024.0,1024.0,0.27196618914604187,0.5
52,0.9501953125,0.83056640625,0.7109375,0.3184676170349121,0.61962890625,1024.0,1024.0,0.3571982979774475,0.5
52,0.951171875,0.95263671875,0.9541015625,0.2386898249387741,0.49853515625,1024.0,1024.0,0.3257704973220825,0.5
52,0.93359375,0.94140625,0.94921875,0.21044856309890747,0.4921875,1024.0,1024.0,0.29943689703941345,0.5
52,0.9306640625,0.94970703125,0.96875,0.1660565882921219,0.48095703125,1024.0,1024.0,0.26039326190948486,0.5
53,0.9150390625,0.93359375,0.9521484375,0.17614039778709412,0.4814453125,1024.0,1024.0,0.23986627161502838,0.5
53,0.90625,0.9296875,0.953125,0.17521288990974426,0.4765625,1024.0,1024.0,0.22287291288375854,0.5
53,0.9091796875,0.9365234375,0.9638671875,0.15656346082687378,0.47265625,1024.0,1024.0,0.2024744600057602,0.5
53,0.91015625,0.94189453125,0.9736328125,0.14333923161029816,0.46826171875,1024.0,1024.0,0.19015270471572876,0.5
54,0.91796875,0.9501953125,0.982421875,0.12963491678237915,0.4677734375,1024.0,1024.0,0.16111020743846893,0.5
54,0.8857421875,0.93310546875,0.98046875,0.14670494198799133,0.45263671875,1024.0,1024.0,0.16526591777801514,0.5
54,0.890625,0.93798828125,0.9853515625,0.12981751561164856,0.45263671875,1024.0,1024.0,0.15782995522022247,0.5
54,0.9033203125,0.9462890625,0.9892578125,0.1249784529209137,0.45703125,1024.0,1024.0,0.15005284547805786,0.5
55,0.888671875,0.93896484375,0.9892578125,0.13706383109092712,0.44970703125,1024.0,1024.0,0.14916712045669556,0.5
55,0.8955078125,0.943359375,0.9912109375,0.12854933738708496,0.4521484375,1024.0,1024.0,0.15139083564281464,0.5
55,0.9208984375,0.95751953125,0.994140625,0.10592547059059143,0.46337890625,1024.0,1024.0,0.1408410370349884,0.5
55,0.9140625,0.95458984375,0.9951171875,0.11610499024391174,0.45947265625,1024.0,1024.0,0.14476600289344788,0.5
56,0.9169921875,0.94921875,0.9814453125,0.11980043351650238,0.4677734375,1024.0,1024.0,0.15579958260059357,0.5
56,0.9111328125,0.9453125,0.9794921875,0.11762429773807526,0.4658203125,1024.0,1024.0,0.14602603018283844,0.5
56,0.9248046875,0.95361328125,0.982421875,0.11411671340465546,0.47119140625,1024.0,1024.0,0.14415746927261353,0.5
56,0.923828125,0.9521484375,0.98046875,0.11039193719625473,0.4716796875,1024.0,1024.0,0.14621594548225403,0.5
57,0.9423828125,0.9453125,0.9482421875,0.1384422779083252,0.4970703125,1024.0,1024.0,0.1843750774860382,0.5
57,0.9482421875,0.9482421875,0.9482421875,0.13316163420677185,0.5,1024.0,1024.0,0.17617793381214142,0.5
57,0.95703125,0.95068359375,0.9443359375,0.12592540681362152,0.50634765625,1024.0,1024.0,0.17456740140914917,0.5
57,0.951171875,0.9453125,0.939453125,0.13149848580360413,0.505859375,1024.0,1024.0,0.1766062080860138,0.5
58,0.9619140625,0.953125,0.9443359375,0.11692913621664047,0.5087890625,1024.0,1024.0,0.16641347110271454,0.5
