mean/gen/train/learning_rate,mean/gen/train/clip_fraction,mean/gen/train/approx_kl,mean/gen/train/std,mean/gen/time/total_timesteps,mean/disc/disc_entropy,mean/gen/train/loss,mean/disc/disc_acc_expert,mean/disc/disc_loss,mean/disc/disc_proportion_expert_true,mean/disc/disc_proportion_expert_pred,mean/disc/n_generated,mean/disc/n_expert,mean/gen/train/explained_variance,mean/gen/time/time_elapsed,mean/disc/disc_acc_gen,mean/gen/train/n_updates,mean/gen/train/policy_gradient_loss,mean/gen/time/fps,mean/gen/rollout/ep_len_mean,mean/gen/train/entropy_loss,mean/gen/time/iterations,mean/gen/train/value_loss,mean/disc/disc_acc,mean/disc/global_step,mean/gen/train/clip_range,mean/gen/rollout/ep_rew_mean,mean/gen/rollout/ep_rew_wrapped_mean
0.0003,0.171630859375,0.014953600242733955,0.9797897338867188,22528.0,0.6301535367965698,9.365218162536621,0.993896484375,0.4145309403538704,0.5,0.50244140625,1024.0,1024.0,-6.973743438720703e-05,5.0,0.989013671875,110.0,-0.023931036068825053,408.0,1000.0,-8.39170916378498,1.0,15.949088411405683,0.991455078125,11.0,0.2,-103.29811222727271,665.0480425998569
0.0003,0.18125,0.013208422809839249,0.9741407632827759,24576.0,0.6183506399393082,3.8078019618988037,0.99365234375,0.3924155458807945,0.5,0.4998779296875,1024.0,1024.0,-0.00022304058074951172,4.0,0.993896484375,120.0,-0.025796787408762612,428.0,1000.0,-8.374765813350677,1.0,15.013484570384026,0.9937744140625,12.0,0.2,-93.26195883333332,642.267966395752
0.0003,0.1380859375,0.014435956254601479,0.9765973091125488,26624.0,0.5846502482891083,6.729498863220215,0.9912109375,0.3430808410048485,0.5,0.5020751953125,1024.0,1024.0,-0.00019800662994384766,4.0,0.987060546875,130.0,-0.024793100569513626,438.0,1000.0,-8.362943920493127,1.0,14.754089131578803,0.9891357421875,13.0,0.2,-106.8904463076923,621.4216647427529
0.0003,0.165234375,0.015580292791128159,0.9787120223045349,28672.0,0.5543081611394882,0.889988362789154,0.9912109375,0.30894725024700165,0.5,0.5040283203125,1024.0,1024.0,-0.000567317008972168,4.0,0.983154296875,140.0,-0.024191389833868017,447.0,1000.0,-8.373987981677056,1.0,14.700233574584127,0.9871826171875,14.0,0.2,-136.14846807142857,600.0033859745241
0.0003,0.12060546875,0.013310473412275314,0.972709059715271,30720.0,0.5184882283210754,18.322023391723633,0.98876953125,0.26875486969947815,0.5,0.498291015625,1024.0,1024.0,-0.007693290710449219,4.0,0.9921875,150.0,-0.020449891180032865,439.0,1000.0,-8.368277767300606,1.0,11.720577656663954,0.990478515625,15.0,0.2,-145.23515623333333,578.9005643406084
0.0003,0.168798828125,0.018664956092834473,0.9684680700302124,32768.0,0.4923739805817604,3.560960292816162,0.99267578125,0.250866562128067,0.5,0.5096435546875,1024.0,1024.0,-0.49563872814178467,4.0,0.973388671875,160.0,-0.024776445911993506,448.0,1000.0,-8.33507231771946,1.0,10.965669181942939,0.9830322265625,16.0,0.2,-157.2432344375,558.1692963810017
0.0003,0.16416015625,0.013994740322232246,0.9671289920806885,34816.0,0.48215245455503464,1.8271187543869019,0.9912109375,0.24499261751770973,0.5,0.5087890625,1024.0,1024.0,-0.06805884838104248,4.0,0.9736328125,170.0,-0.029589156500878743,435.0,1000.0,-8.31733994781971,1.0,10.421078401803971,0.982421875,17.0,0.2,-160.27708832352943,538.9784697451396
0.0003,0.16396484375,0.01579732447862625,0.9604279398918152,36864.0,0.4251781031489372,3.7635536193847656,0.990234375,0.20070073381066322,0.5,0.50634765625,1024.0,1024.0,-0.008527398109436035,4.0,0.9775390625,180.0,-0.02956884720479138,426.0,1000.0,-8.289873465895653,1.0,10.165675446018577,0.98388671875,18.0,0.2,-143.15690075000003,522.2511195872418
0.0003,0.14228515625,0.012897651642560959,0.9550459384918213,38912.0,0.3991588205099106,1.4724748134613037,0.98876953125,0.18568763881921768,0.5,0.5086669921875,1024.0,1024.0,-0.001220703125,4.0,0.971435546875,190.0,-0.026037604562588967,413.0,1000.0,-8.250806495547295,1.0,8.833249963074923,0.9801025390625,19.0,0.2,-151.9715313421053,506.2702662852696
0.0003,0.171826171875,0.01588304713368416,0.9566990733146667,40960.0,0.3834453299641609,4.089082717895508,0.9892578125,0.18681896105408669,0.5,0.5189208984375,1024.0,1024.0,-0.002225160598754883,4.0,0.951416015625,200.0,-0.03249145422887523,417.0,1000.0,-8.232682967185974,1.0,10.166625173389912,0.9703369140625,20.0,0.2,-172.23869137499997,490.745075133188
0.0003,0.196923828125,0.01747557334601879,0.9555837512016296,43008.0,0.38896914571523666,8.930350303649902,0.989013671875,0.20568136125802994,0.5,0.532470703125,1024.0,1024.0,-0.0004106760025024414,4.0,0.924072265625,210.0,-0.03729349058412481,422.0,1000.0,-8.236317005753516,1.0,15.104932233691216,0.95654296875,21.0,0.2,-193.19662267441862,477.45737617877313
0.0003,0.21513671875,0.019108321517705917,0.9519924521446228,45056.0,0.3679349273443222,5.0648064613342285,0.985595703125,0.1913835071027279,0.5,0.525390625,1024.0,1024.0,-0.00026476383209228516,4.0,0.934814453125,220.0,-0.03591127929830691,442.0,1000.0,-8.229077169299126,1.0,9.351442106068134,0.960205078125,22.0,0.2,-204.10702744444444,462.24331511788847
0.0003,0.190380859375,0.01572849042713642,0.9517447352409363,47104.0,0.3416851982474327,3.008249521255493,0.9853515625,0.1706506572663784,0.5,0.521240234375,1024.0,1024.0,-0.0001316070556640625,4.0,0.94287109375,230.0,-0.03519250121025834,447.0,1000.0,-8.216050535440445,1.0,9.450378353893758,0.964111328125,23.0,0.2,-215.14104125531918,453.7157384150351
0.0003,0.2244140625,0.01937815546989441,0.9456418752670288,49152.0,0.3538276106119156,1.7098898887634277,0.975341796875,0.19809558615088463,0.5,0.5250244140625,1024.0,1024.0,-2.5033950805664062e-06,4.0,0.92529296875,240.0,-0.037523544239229524,447.0,1000.0,-8.18683964908123,1.0,7.638784033060074,0.9503173828125,24.0,0.2,-216.97795685714286,444.17251599963475
0.0003,0.203759765625,0.01575898379087448,0.9406561255455017,51200.0,0.3374883681535721,1.906757116317749,0.97021484375,0.17908281087875366,0.5,0.5115966796875,1024.0,1024.0,9.834766387939453e-06,4.0,0.947021484375,250.0,-0.03401953975262586,442.0,1000.0,-8.151767963171006,1.0,7.389619040861726,0.9586181640625,25.0,0.2,-223.35628782352939,437.06064743521546
0.0003,0.192919921875,0.0140907671302557,0.9351150393486023,53248.0,0.32618357986211777,5.228918552398682,0.968994140625,0.17431486770510674,0.5,0.5103759765625,1024.0,1024.0,-5.125999450683594e-06,4.0,0.9482421875,260.0,-0.03234540441771969,433.0,1000.0,-8.118726807832719,1.0,7.232714799791575,0.9586181640625,26.0,0.2,-226.83240850943395,428.99644001202165
0.0003,0.20693359375,0.018142372369766235,0.9293700456619263,55296.0,0.3119916096329689,2.6969361305236816,0.9599609375,0.16345369443297386,0.5,0.5010986328125,1024.0,1024.0,0.01734471321105957,4.0,0.957763671875,270.0,-0.028692326511372813,419.0,1000.0,-8.079861122369767,1.0,5.135683284141123,0.9588623046875,27.0,0.2,-228.6068041272727,421.89519123598177
0.0003,0.170849609375,0.013736623339354992,0.9259928464889526,57344.0,0.2990654408931732,2.58056378364563,0.950439453125,0.15442229434847832,0.5,0.487548828125,1024.0,1024.0,0.14358991384506226,4.0,0.975341796875,280.0,-0.023960400007490536,410.0,1000.0,-8.052615961432457,1.0,5.0455439910292625,0.962890625,28.0,0.2,-227.83901049122807,413.36359557232566
0.0003,0.120947265625,0.010803308337926865,0.9222625494003296,59392.0,0.30339011549949646,0.7461479306221008,0.946533203125,0.16831619665026665,0.5,0.4930419921875,1024.0,1024.0,0.5511382818222046,4.0,0.96044921875,290.0,-0.023079921773751268,417.0,1000.0,-8.031791493296623,1.0,4.934447234496474,0.9534912109375,29.0,0.2,-222.66890569491525,405.07835076285704
0.0003,0.1759765625,0.014698450453579426,0.9159755706787109,61440.0,0.2563999518752098,1.0960577726364136,0.939208984375,0.13963283598423004,0.5,0.485595703125,1024.0,1024.0,0.6535543203353882,4.0,0.968017578125,300.0,-0.027736566099338233,431.0,1000.0,-7.9979236871004105,1.0,3.516874197870493,0.95361328125,30.0,0.2,-219.38469029508198,397.72236185113235
0.0003,0.20048828125,0.016418855637311935,0.9089309573173523,63488.0,0.24578706920146942,1.448502779006958,0.939208984375,0.13176054880023003,0.5,0.4842529296875,1024.0,1024.0,0.8509139120578766,4.0,0.970703125,310.0,-0.028512012906139715,438.0,1000.0,-7.956200030446053,1.0,2.2599787689745425,0.9549560546875,31.0,0.2,-218.7182325873016,389.4577721580214
0.0003,0.19189453125,0.016169458627700806,0.9004712104797363,65536.0,0.21722342818975449,1.7802660465240479,0.942138671875,0.11443564295768738,0.5,0.4803466796875,1024.0,1024.0,0.8523226380348206,4.0,0.9814453125,320.0,-0.029785727518901694,434.0,1000.0,-7.901511259377003,1.0,1.8162738632410764,0.9617919921875,32.0,0.2,-216.29680433846156,380.8121225841155
0.0003,0.153955078125,0.012972354888916016,0.8964454531669617,67584.0,0.21279358118772507,0.4812186360359192,0.9521484375,0.10561848618090153,0.5,0.486328125,1024.0,1024.0,0.8953093141317368,4.0,0.9794921875,330.0,-0.02255825499887578,442.0,1000.0,-7.86282743960619,1.0,1.6286309204064309,0.9658203125,33.0,0.2,-214.9206735671642,372.7184371460677
0.0003,0.172705078125,0.01676199957728386,0.8929144740104675,69632.0,0.20112810283899307,0.30672407150268555,0.962158203125,0.10518200881779194,0.5,0.4993896484375,1024.0,1024.0,0.9019311964511871,4.0,0.96337890625,340.0,-0.022927334607811645,439.0,1000.0,-7.836692549288273,1.0,2.1643912134692074,0.9627685546875,34.0,0.2,-214.03552979710147,364.4917601075765
0.0003,0.168115234375,0.016341734677553177,0.8865403532981873,71680.0,0.18865931779146194,0.25644391775131226,0.961181640625,0.09829106554389,0.5,0.4984130859375,1024.0,1024.0,0.9258921816945076,4.0,0.96435546875,350.0,-0.025488814982236364,437.0,1000.0,-7.799646969139576,1.0,1.678044695733115,0.9627685546875,35.0,0.2,-212.24189923943663,356.5247863454085
0.0003,0.12890625,0.011869657784700394,0.8822077512741089,73728.0,0.17808816209435463,0.5027672052383423,0.971923828125,0.0869816392660141,0.5,0.499267578125,1024.0,1024.0,0.946255087852478,4.0,0.973388671875,360.0,-0.022114299633540214,420.0,1000.0,-7.7639357015490535,1.0,1.4494951037690043,0.97265625,36.0,0.2,-210.80799789041092,349.6208647313318
0.0003,0.145947265625,0.0167568176984787,0.8737025260925293,75776.0,0.17355269193649292,0.6199724674224854,0.97265625,0.09745420329272747,0.5,0.509033203125,1024.0,1024.0,0.951326597481966,4.0,0.95458984375,370.0,-0.022868175941403023,414.0,1000.0,-7.720743368566036,1.0,2.521869919123128,0.963623046875,37.0,0.2,-208.66933967999998,342.5688244999938
0.0003,0.180908203125,0.013704793527722359,0.8720245361328125,77824.0,0.15875180810689926,0.23997612297534943,0.97607421875,0.0812963917851448,0.5,0.5029296875,1024.0,1024.0,0.9696912113577127,4.0,0.97021484375,380.0,-0.028254856946296057,418.0,1000.0,-7.683383350074291,1.0,1.0851643592119218,0.97314453125,38.0,0.2,-206.47236133766233,336.5327823555392
0.0003,0.124853515625,0.011216298677027225,0.8728126287460327,79872.0,0.17037711292505264,1.0234237909317017,0.978271484375,0.09457890689373016,0.5,0.5107421875,1024.0,1024.0,0.922543503344059,4.0,0.956787109375,390.0,-0.027806124417111278,429.0,1000.0,-7.681202366948128,1.0,6.419133929908275,0.967529296875,39.0,0.2,-197.50453906329113,330.4984886432082
0.0003,0.13720703125,0.01285801362246275,0.8674674034118652,81920.0,0.14214840158820152,0.7267163395881653,0.97314453125,0.07494324818253517,0.5,0.499267578125,1024.0,1024.0,0.9703692328184843,4.0,0.974609375,400.0,-0.026302628658595496,433.0,1000.0,-7.667547523975372,1.0,1.7300850750412793,0.973876953125,40.0,0.2,-196.4427174691358,325.18338418038655
0.0003,0.137548828125,0.013076337054371834,0.8659273982048035,83968.0,0.15686842426657677,0.5659565925598145,0.971435546875,0.07807634398341179,0.5,0.4931640625,1024.0,1024.0,0.9456355683505535,4.0,0.985107421875,410.0,-0.02829447273252299,435.0,1000.0,-7.637443059682846,1.0,4.004243699181825,0.978271484375,41.0,0.2,-187.19696084337352,318.85678543663084
0.0003,0.15400390625,0.014731321483850479,0.8647104501724243,86016.0,0.15386201813817024,0.4277874529361725,0.964599609375,0.08269876800477505,0.5,0.492431640625,1024.0,1024.0,0.9580206088721752,4.0,0.979736328125,420.0,-0.032188506997772495,434.0,1000.0,-7.630265337228775,1.0,2.790753437485546,0.97216796875,42.0,0.2,-176.93640151162793,313.7475836311593
0.0003,0.14248046875,0.01353549025952816,0.8625068664550781,88064.0,0.15147095173597336,0.6884656548500061,0.962646484375,0.08172949776053429,0.5,0.489013671875,1024.0,1024.0,0.9475114867091179,4.0,0.984619140625,430.0,-0.02819389847863931,443.0,1000.0,-7.623866847157478,1.0,2.4424793551675976,0.9736328125,43.0,0.2,-169.12124367045453,305.5111400368793
0.0003,0.212841796875,0.017505750060081482,0.8644372820854187,90112.0,0.12595023214817047,0.09897565841674805,0.96728515625,0.06736590154469013,0.5,0.4869384765625,1024.0,1024.0,0.9895051829516888,4.0,0.993408203125,440.0,-0.03161409161693882,435.0,1000.0,-7.616223813593388,1.0,0.4350465073948726,0.9803466796875,44.0,0.2,-167.54040692222222,300.30183023835923
0.0003,0.14453125,0.01360972411930561,0.861204981803894,92160.0,0.12769964337348938,1.6035583019256592,0.966064453125,0.06854176241904497,0.5,0.489013671875,1024.0,1024.0,0.9303837642073631,4.0,0.988037109375,450.0,-0.028209247055929153,418.0,1000.0,-7.611921247839928,1.0,2.1799979392439126,0.97705078125,45.0,0.2,-160.68020547826086,294.6845427273436
0.0003,0.159765625,0.014479923993349075,0.8584915995597839,94208.0,0.14643904939293861,1.4116615056991577,0.9736328125,0.07508725859224796,0.5,0.491943359375,1024.0,1024.0,0.9480728283524513,4.0,0.98974609375,460.0,-0.030839605757500978,413.0,1000.0,-7.593300347030163,1.0,1.6120032432954758,0.981689453125,46.0,0.2,-152.17528667021276,289.3368846280021
0.0003,0.1642578125,0.014723595231771469,0.852608859539032,96256.0,0.13868166506290436,0.2230069786310196,0.96923828125,0.07508258894085884,0.5,0.4896240234375,1024.0,1024.0,0.9679264836013317,4.0,0.989990234375,470.0,-0.029199742457421962,414.0,1000.0,-7.561275523900986,1.0,1.2848515599966048,0.9796142578125,47.0,0.2,-143.70940897916668,284.8834357800814
0.0003,0.20107421875,0.019796069711446762,0.8528647422790527,98304.0,0.1319270208477974,0.4242374300956726,0.961181640625,0.07717049494385719,0.5,0.48828125,1024.0,1024.0,0.9719223789870739,4.0,0.984619140625,480.0,-0.034812784574751274,417.0,1000.0,-7.542715308070183,1.0,1.0517930545844139,0.972900390625,48.0,0.2,-136.5625281632653,280.67037877226466
0.0003,0.265771484375,0.024553515017032623,0.8449546098709106,100352.0,0.13585364073514938,0.1868382692337036,0.95703125,0.0773155726492405,0.5,0.4859619140625,1024.0,1024.0,0.9518268592655659,4.0,0.985107421875,490.0,-0.03971022199111758,436.0,1000.0,-7.510222533345223,1.0,1.016216761060059,0.9710693359375,49.0,0.2,-126.08790188000003,276.44490212044957
0.0003,0.255712890625,0.021833110600709915,0.8388833403587341,102400.0,0.1281974706798792,0.20226696133613586,0.9541015625,0.07849832996726036,0.5,0.4832763671875,1024.0,1024.0,0.970666928216815,4.0,0.987548828125,500.0,-0.03682012680510525,442.0,1000.0,-7.462866468727588,1.0,0.7694820370292291,0.9708251953125,50.0,0.2,-115.24406078,272.4652380764614
0.0003,0.22470703125,0.01915547624230385,0.8297690153121948,104448.0,0.13405148684978485,0.2365814745426178,0.9599609375,0.07718202471733093,0.5,0.4837646484375,1024.0,1024.0,0.9707828499376774,4.0,0.992431640625,510.0,-0.03462548261450138,471.0,1000.0,-7.405518397688866,1.0,0.8034768908284604,0.9761962890625,51.0,0.2,-101.12727870999998,253.01047561716558
0.0003,0.227490234375,0.019862618297338486,0.8298555612564087,106496.0,0.0938052274286747,0.24095910787582397,0.959228515625,0.0612047053873539,0.5,0.4827880859375,1024.0,1024.0,0.9681834578514099,4.0,0.99365234375,520.0,-0.030323216842953117,490.0,1000.0,-7.38053779900074,1.0,0.34451500298455356,0.9764404296875,52.0,0.2,-99.88673612999999,238.92892033547707
0.0003,0.1732421875,0.015754714608192444,0.8272686004638672,108544.0,0.10015135444700718,0.0622430182993412,0.96826171875,0.06284235790371895,0.5,0.490478515625,1024.0,1024.0,0.9711137469857931,4.0,0.9873046875,530.0,-0.023985039215767757,429.0,1000.0,-7.366658726334572,1.0,0.46372781809186564,0.977783203125,53.0,0.2,-95.01747735,224.96062454897648
0.0003,0.2298828125,0.020683642476797104,0.8225909471511841,110592.0,0.11635773256421089,0.27913981676101685,0.968505859375,0.07229716889560223,0.5,0.492431640625,1024.0,1024.0,0.9809848442673683,4.0,0.983642578125,540.0,-0.034567282602074555,420.0,1000.0,-7.339884616434574,1.0,0.49662596769630907,0.97607421875,54.0,0.2,-87.02074938,211.80185737296546
0.0003,0.23212890625,0.021189775317907333,0.8145686984062195,112640.0,0.09937125258147717,0.009326338768005371,0.974853515625,0.05863840226083994,0.5,0.49267578125,1024.0,1024.0,0.9776491150259972,4.0,0.989501953125,550.0,-0.03194174730451778,412.0,1000.0,-7.287433740496636,1.0,0.2892428042483516,0.982177734375,55.0,0.2,-79.22998439,200.29648468199767
0.0003,0.209130859375,0.017691176384687424,0.8111470937728882,114688.0,0.11187273263931274,0.09516935795545578,0.974609375,0.07313898392021656,0.5,0.49658203125,1024.0,1024.0,0.9590347446501255,4.0,0.9814453125,560.0,-0.028740476397797466,412.0,1000.0,-7.251123909652233,1.0,0.7895812312141061,0.97802734375,56.0,0.2,-66.73551094999999,188.80792968213515
0.0003,0.193017578125,0.0174238383769989,0.8091673851013184,116736.0,0.1226937398314476,0.4342138469219208,0.96923828125,0.0754352267831564,0.5,0.49462890625,1024.0,1024.0,0.9796265307813883,4.0,0.97998046875,570.0,-0.03272792178322561,420.0,1000.0,-7.23505071401596,1.0,0.8389474025927484,0.974609375,57.0,0.2,-57.57738956,178.5430776518907
0.0003,0.197412109375,0.018476419150829315,0.8029168844223022,118784.0,0.11001989059150219,0.16349732875823975,0.962890625,0.07377832196652889,0.5,0.488525390625,1024.0,1024.0,0.9830569960176945,4.0,0.98583984375,580.0,-0.03529599768226035,440.0,1000.0,-7.203807701170445,1.0,0.49075511572882535,0.974365234375,58.0,0.2,-50.386787459999994,169.44175891647427
0.0003,0.218603515625,0.020753983408212662,0.8009440302848816,120832.0,0.10714923776686192,0.10592377185821533,0.955322265625,0.07108603976666927,0.5,0.4808349609375,1024.0,1024.0,0.9684136733412743,4.0,0.99365234375,590.0,-0.03686744106526021,439.0,1000.0,-7.171310889720917,1.0,0.4230827551335096,0.9744873046875,59.0,0.2,-41.051598289999994,160.58207535110716
0.0003,0.216796875,0.020936792716383934,0.7964516878128052,122880.0,0.09268658421933651,0.04507932811975479,0.96826171875,0.05957126058638096,0.5,0.4866943359375,1024.0,1024.0,0.9739990010857582,4.0,0.994873046875,600.0,-0.03257239436497912,443.0,1000.0,-7.140312135219574,1.0,0.23587536732666195,0.9815673828125,60.0,0.2,-31.30156537,152.20179638400694
0.0003,0.24853515625,0.024363061413168907,0.7890352606773376,124928.0,0.09556512162089348,0.040601544082164764,0.974609375,0.05968713387846947,0.5,0.492431640625,1024.0,1024.0,0.9660651125013828,4.0,0.98974609375,610.0,-0.02972449731605593,425.0,1000.0,-7.092312316596508,1.0,0.23260886617936194,0.982177734375,61.0,0.2,-26.37077001,144.59850238883058
0.0003,0.181494140625,0.015375340357422829,0.7876935005187988,126976.0,0.09575186111032963,0.11687935143709183,0.982177734375,0.05272087641060352,0.5,0.4959716796875,1024.0,1024.0,0.9498528726398945,4.0,0.990234375,620.0,-0.03411037181504071,440.0,1000.0,-7.065447084605694,1.0,0.6560656572692096,0.9862060546875,62.0,0.2,-13.899955969999999,137.4691354029528
0.0003,0.156884765625,0.015124783851206303,0.7824265360832214,129024.0,0.1443203091621399,0.4366627037525177,0.985595703125,0.08829851448535919,0.5,0.5096435546875,1024.0,1024.0,0.9473056793212891,4.0,0.96630859375,630.0,-0.031201334585784935,429.0,1000.0,-7.0396758079528805,1.0,1.1961393078789115,0.9759521484375,63.0,0.2,12.287069760000001,132.09894974754855
0.0003,0.2380859375,0.0223691388964653,0.7752009630203247,131072.0,0.12909211590886116,0.269461065530777,0.982421875,0.07363021932542324,0.5,0.500244140625,1024.0,1024.0,0.9760216735303402,4.0,0.98193359375,640.0,-0.040057044658169616,415.0,1000.0,-6.98422723710537,1.0,0.6298891745507718,0.982177734375,64.0,0.2,24.41923771,125.79197472892616
0.0003,0.19658203125,0.0168291088193655,0.7707033157348633,133120.0,0.1278662160038948,0.1920081526041031,0.968505859375,0.07150188088417053,0.5,0.4891357421875,1024.0,1024.0,0.9586525745689869,4.0,0.990234375,650.0,-0.03159665839921218,412.0,1000.0,-6.942878088355064,1.0,0.7136399179697037,0.9793701171875,65.0,0.2,37.519748220000004,122.69378334022961
0.0003,0.24384765625,0.022636350244283676,0.7722918391227722,135168.0,0.09244199842214584,0.03078465536236763,0.9599609375,0.060491218231618404,0.5,0.485107421875,1024.0,1024.0,0.9700463134795427,4.0,0.98974609375,660.0,-0.031584421478328295,421.0,1000.0,-6.938459694385529,1.0,0.17904745669220573,0.974853515625,66.0,0.2,45.138877490000006,119.18061378982826
0.0003,0.1943359375,0.01842692866921425,0.7678779363632202,137216.0,0.08776026032865047,0.17385795712471008,0.960205078125,0.06027184706181288,0.5,0.48388671875,1024.0,1024.0,0.9373066425323486,4.0,0.992431640625,670.0,-0.0212164364696946,436.0,1000.0,-6.920216603577137,1.0,0.688333576999139,0.976318359375,67.0,0.2,48.68456517000001,114.5269300060145
0.0003,0.24677734375,0.02292749285697937,0.7600455284118652,139264.0,0.10842313431203365,0.07633654773235321,0.9716796875,0.07412346825003624,0.5,0.498291015625,1024.0,1024.0,0.9812880903482437,4.0,0.97509765625,680.0,-0.03167960571008734,430.0,1000.0,-6.870180194079876,1.0,0.2942717295722105,0.973388671875,68.0,0.2,62.39139901000001,110.93049700244197
0.0003,0.21123046875,0.020262116566300392,0.756567656993866,141312.0,0.10072053596377373,0.12595340609550476,0.98291015625,0.05391743406653404,0.5,0.4957275390625,1024.0,1024.0,0.9440704174339771,4.0,0.991455078125,690.0,-0.025704011495690793,442.0,1000.0,-6.831415665149689,1.0,0.6921120611950755,0.9871826171875,69.0,0.2,82.06215507,107.68405748955558
0.0003,0.206884765625,0.0186628270894289,0.7557408213615417,143360.0,0.06396571919322014,-0.00805574283003807,0.98388671875,0.03496187226846814,0.5,0.491943359375,1024.0,1024.0,0.9049095958471298,4.0,1.0,700.0,-0.022020760510349645,440.0,1000.0,-6.810640609264373,1.0,0.17036786041862798,0.991943359375,70.0,0.2,93.30064631,104.64688657443449
