#{"t_start": 1657271404.0490167, "env_id": "Walker2d-v2"}
return,length,time
85.402935,103,103.003608
84.508879,103,105.020831
83.844324,101,107.181441
85.276155,105,109.310865
87.03898,104,111.547261
107.049036,121,114.363321
289.026316,266,120.098918
118.950609,231,125.010155
111.721082,125,127.67262
81.239267,98,129.675674
95.479361,116,132.22566
245.203546,229,137.350401
88.622953,107,139.876683
281.294235,258,146.036611
206.323677,223,151.539411
110.567502,127,154.583157
93.856757,110,157.011096
178.216058,172,160.794007
83.08836,105,162.95773
98.720535,114,165.369357
0.780642,27,369.37248
0.567909,26,369.862897
0.707713,27,370.358165
0.938373,27,370.841507
0.156946,26,371.350876
0.308779,26,371.867405
0.215098,26,372.406014
0.974035,27,372.907457
0.590739,27,373.505779
0.281499,26,373.979796
0.242347,26,374.475614
0.258778,26,374.93884
0.440684,26,375.387103
0.064776,26,375.892562
0.210818,26,376.45762
0.154648,26,376.991396
0.882836,27,377.651726
0.215039,26,378.268815
-0.091957,26,378.839608
0.601793,26,379.321528
-0.214836,25,529.46271
-0.156835,25,530.003858
-0.491408,24,530.56182
-1.0113,24,531.041691
-0.432459,25,531.562903
-0.830152,24,532.091416
-0.421303,25,532.650283
-0.894439,24,533.237837
-0.895575,24,533.754764
0.003544,25,534.273849
-0.815692,24,534.697491
-0.977856,24,535.223705
-1.060613,24,535.685581
-1.027159,24,536.145918
-0.730936,24,536.632036
-0.784665,24,537.110582
-0.129525,25,537.60938
-0.797498,24,538.073937
-0.750451,24,538.546687
-0.271712,25,539.087528
-6.178518,55,687.590966
-6.448011,55,688.66976
-6.799467,52,689.756329
-5.083427,54,690.74412
-7.055695,52,691.647315
-5.724855,53,692.656045
-6.69765,51,693.663819
-5.719651,54,694.677201
-6.567987,55,695.726487
-6.784009,49,696.645096
-6.033462,54,697.652689
-7.345831,54,698.738466
-6.486117,54,699.946567
-5.596907,53,701.27361
-6.65388,54,703.123675
-5.970376,54,704.930862
-6.839531,54,706.768993
-6.155594,53,708.533628
-5.462526,55,710.4498
-6.764834,50,712.027975
-4.667478,49,860.82685
-3.814151,45,861.587262
-3.087134,45,862.286734
-4.622564,47,863.149014
-3.994028,45,863.971239
-4.430796,44,864.780995
-4.501245,45,865.551773
-4.280978,45,866.305364
-3.408739,45,867.086776
-3.640108,46,868.038437
-4.44225,49,868.967111
-4.700347,48,869.809251
-3.88038,45,870.607233
-4.660603,45,871.351737
-4.350262,45,872.219199
-3.633782,45,873.064608
-3.782387,45,873.862942
-4.91543,49,874.744315
-4.66722,45,875.609173
-4.161504,45,876.416293
-4.255664,47,1019.681868
-3.987975,47,1020.493791
-4.375756,47,1021.404121
-4.067089,46,1022.232869
-3.952506,47,1023.014389
-4.229938,47,1023.86483
-4.194664,47,1024.53653
-4.027701,46,1025.340755
-4.420883,46,1026.262594
-4.335854,47,1027.144803
-3.61715,46,1028.010821
-4.026142,46,1028.792834
-3.953205,46,1029.624492
-4.341563,47,1030.414786
-4.24712,46,1031.267739
-3.981907,47,1032.10162
-4.21171,46,1032.758573
-4.410838,47,1033.628968
-3.820732,46,1034.399701
-4.12456,47,1035.017121
-6.434704,41,1173.981298
-5.956438,44,1174.867211
-4.77422,43,1175.596605
-5.809811,43,1176.447625
-4.427637,44,1177.34543
-4.648639,45,1178.09096
-5.17293,43,1178.838805
-5.268732,45,1179.629317
-5.183889,45,1180.497488
-5.573761,45,1181.412732
-4.818115,42,1182.312874
-4.414033,44,1183.159754
-5.990548,42,1183.977609
-4.820287,43,1184.717734
-4.170934,43,1185.427161
-4.82638,43,1186.096848
-4.712092,45,1186.865614
-5.020927,43,1187.591238
-4.846528,44,1188.360743
-4.606562,44,1189.123095
-0.502885,76,1330.499871
3.093095,78,1332.792794
1.981543,75,1335.231468
3.979817,75,1337.516961
-2.793464,75,1339.083831
-2.210962,75,1340.547395
1.158255,75,1341.933767
2.980327,77,1343.247261
-0.347079,70,1344.472484
3.398388,75,1345.772709
0.814319,78,1347.125736
2.428664,74,1348.471764
1.33193,77,1349.618414
-1.818147,75,1350.869476
0.272846,76,1352.221523
2.133609,77,1353.665143
3.872121,78,1355.092441
-1.878644,76,1356.594509
-0.890413,77,1358.069768
-0.554837,77,1359.37397
-1.937735,117,1494.520456
20.503383,89,1496.086778
19.513715,88,1497.697213
19.473593,88,1499.207168
0.342223,127,1501.268981
20.000548,87,1502.852532
19.912229,88,1504.467519
16.491186,138,1506.924154
20.063518,88,1508.44154
1.80972,122,1510.672485
17.189701,141,1513.206239
5.194602,135,1515.420825
2.055942,124,1517.591371
21.266135,87,1519.305426
-1.463074,119,1521.367365
21.101216,88,1522.938766
19.51509,88,1524.614967
-1.624163,124,1526.837949
15.009076,138,1529.517355
0.512396,121,1531.685532
256.091608,150,1666.080359
196.943755,113,1667.872645
202.401017,117,1669.746763
199.75756,115,1671.786206
