raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/n_updates,raw/gen/time/total_timesteps,raw/gen/time/fps,raw/gen/train/actor_loss,raw/gen/time/episodes,raw/gen/time/time_elapsed,raw/gen/train/critic_loss,raw/gen/train/learning_rate
0.3282486329786204,255000,256000,597,-5.5147227249145505,256,1,0.06253950030636042,0.001
0.3260490890249797,259000,260000,610,-5.314168543338775,260,1,0.07265799770504236,0.001
0.32455230260322177,263000,264000,611,-5.360927050828933,264,1,0.09511728705931455,0.001
0.32294847901975826,267000,268000,612,-5.3446084907054905,268,1,0.09706645759940147,0.001
0.32024505324714636,271000,272000,600,-5.209123893976211,272,1,0.12416944019682706,0.001
0.29809258569703034,275000,276000,598,-5.057820069789886,276,1,0.07169590042438358,0.001
0.2709200808880774,279000,280000,589,-4.9944136283397675,280,1,0.07455424782820046,0.001
0.2432761750417524,283000,284000,587,-5.164034110307694,284,1,0.09369177989196033,0.001
0.21244111044883826,287000,288000,586,-5.153378546476364,288,1,0.11778770867176354,0.001
0.20384833971276475,291000,292000,591,-3.642210816144943,292,1,0.064424836140126,0.001
0.2009828286312335,295000,296000,594,-3.565134344339371,296,1,0.0695888937227428,0.001
0.19620132231775161,299000,300000,579,-3.5996116721630096,300,1,0.046347871211357416,0.001
0.1887827889564514,303000,304000,590,-3.5258094732761385,304,1,0.031034615312237293,0.001
0.18310743622716777,307000,308000,579,-3.4766008586883546,308,1,0.027532590637449176,0.001
0.17925415117558977,311000,312000,592,-3.4442153730392455,312,1,0.028660073947161437,0.001
0.17103825800186634,315000,316000,592,-3.4512797334194185,316,1,0.033707835733424875,0.001
0.1715977693310631,319000,320000,565,-3.417931967496872,320,1,0.0373214594181627,0.001
0.16087339415132484,323000,324000,590,-3.4478173241615298,324,1,0.05250761964637786,0.001
0.15461102997079365,327000,328000,586,-2.8391884155273437,328,1,0.04533435729658231,0.001
0.14759806718337334,331000,332000,584,-2.79578391456604,332,1,0.038615790004841985,0.001
0.1438546496093555,335000,336000,563,-2.915428000450134,336,1,0.0336014631181024,0.001
0.13722568328758686,339000,340000,596,-3.148496685743332,340,1,0.031850835581775754,0.001
0.1307138167691387,343000,344000,579,-3.4277007009983063,344,1,0.04492981051653624,0.001
0.11795917321335309,347000,348000,586,-3.567032641172409,348,1,0.05152543837251142,0.001
0.10633818569234423,351000,352000,595,-3.5933951017856596,352,1,0.054932686667423694,0.001
0.09919412247985322,355000,356000,594,-3.5136110737323762,356,1,0.059745799616444856,0.001
0.09892301900180549,359000,360000,598,-3.4828623399734497,360,1,0.06414994139410556,0.001
0.09783072610874691,363000,364000,609,-3.6876746726036074,364,1,0.06683460003882646,0.001
0.09749958053786134,367000,368000,600,-3.6754259765148163,368,1,0.07411165574193,0.001
0.09735792163468063,371000,372000,594,-3.6116646494865416,372,1,0.06748394920118153,0.001
0.09338348281101044,375000,376000,596,-3.660326239824295,376,1,0.061070490905083714,0.001
0.08687745427721609,379000,380000,609,-3.82236457157135,380,1,0.06281849437067286,0.001
0.08138721300136276,383000,384000,601,-3.9362538175582884,384,1,0.06934800810739399,0.001
0.07768351372608595,387000,388000,598,-4.013011097192765,388,1,0.07519549743691459,0.001
0.07395711673487272,391000,392000,612,-4.198042535781861,392,1,0.0800375619083643,0.001
0.07114332509914609,395000,396000,612,-4.357698502779007,396,1,0.08888975178170949,0.001
0.0680970309516542,399000,400000,615,-4.3106976976394655,400,1,0.08872520789504051,0.001
0.06638833476942367,403000,404000,614,-4.461408286809921,404,1,0.08524504023138434,0.001
0.0654667661334983,407000,408000,623,-4.179557325601578,408,1,0.08543865483347327,0.001
0.06402034785595564,411000,412000,619,-4.101771330833435,412,1,0.06300185132492334,0.001
0.06282843176318006,415000,416000,614,-4.085659559011459,416,1,0.06682081137457863,0.001
0.05989517938538645,419000,420000,608,-4.007582171916962,420,1,0.05162499838229269,0.001
0.05729433416022431,423000,424000,617,-3.9488723537921904,424,1,0.05376593750854954,0.001
0.05217247390715375,427000,428000,617,-3.5987126514911654,428,1,0.04388746962719597,0.001
0.04827512676096285,431000,432000,612,-3.576648093700409,432,1,0.03577930826833472,0.001
0.04463678697947892,435000,436000,617,-3.5967107799053193,436,1,0.049762648386182266,0.001
0.0444994378882502,439000,440000,621,-3.638555068731308,440,1,0.0627116247441154,0.001
0.04183678572127933,443000,444000,607,-3.6845611941814425,444,1,0.046055557302199304,0.001
0.04077897570586653,447000,448000,610,-3.351139680147171,448,1,0.08606948043126612,0.001
0.042159464174354164,451000,452000,622,-3.364494945526123,452,1,0.04409319244837388,0.001
0.0449558816161134,455000,456000,624,-3.3379470121860506,456,1,0.03615842713951133,0.001
0.04309736478887474,459000,460000,623,-3.340057726144791,460,1,0.03589108346309513,0.001
0.04113148412269692,463000,464000,612,-3.3847412214279173,464,1,0.04359660971816629,0.001
0.039640811966419255,467000,468000,612,-3.3855862023830414,468,1,0.03650699231028557,0.001
0.03846566038102023,471000,472000,615,-3.4043162138462066,472,1,0.03862030034745112,0.001
0.036994847785824674,475000,476000,617,-3.337272924661636,476,1,0.04317770475009456,0.001
0.03576955587351585,479000,480000,613,-3.2612375509738922,480,1,0.04321912618307397,0.001
0.03497803109183472,483000,484000,612,-3.1733619422912596,484,1,0.04501663811411709,0.001
0.03752904690920744,487000,488000,614,-3.14883104801178,488,1,0.058104792135767636,0.001
0.040454801210747654,491000,492000,612,-3.092869642496109,492,1,0.045146738103590905,0.001
0.0433446463241932,495000,496000,614,-3.0493627593517303,496,1,0.035968554247170686,0.001
0.05039264367308952,499000,500000,603,-2.9873413741588593,500,1,0.04023510667262599,0.001
0.05308376722046109,503000,504000,622,-2.9756666021347047,504,1,0.04107512645144015,0.001
0.057495562367374034,507000,508000,621,-3.0284029619693755,508,1,0.05442784693650901,0.001
0.06231110750010008,511000,512000,613,-3.04701117348671,512,1,0.04734796736715362,0.001
0.0659526486633821,515000,516000,612,-3.040783795118332,516,1,0.051378452172037216,0.001
0.06810581394247393,519000,520000,613,-3.0493123650550844,520,1,0.05683015590393916,0.001
0.07161378237884626,523000,524000,616,-3.082306713104248,524,1,0.0775455068172887,0.001
0.07431190315470576,527000,528000,610,-3.0988610363006592,528,1,0.07519783230405301,0.001
0.07524663639518199,531000,532000,608,-3.16112585401535,532,1,0.06727409639302641,0.001
0.07500734125428128,535000,536000,611,-3.1628586411476136,536,1,0.054137829963583496,0.001
0.07209731187721517,539000,540000,619,-3.2540946691036226,540,1,0.04588961064536125,0.001
0.07188599708247281,543000,544000,613,-3.2463990514278414,544,1,0.04639264602633193,0.001
0.07009986979145369,547000,548000,614,-3.160045826435089,548,1,0.05254095339868218,0.001
0.06649244932149145,551000,552000,626,-3.1840960669517515,552,1,0.04602933444082737,0.001
0.06141937457538539,555000,556000,633,-3.2007268743515014,556,1,0.05178021302586421,0.001
0.060945071658394516,559000,560000,634,-3.175839921951294,560,1,0.05913247044524178,0.001
0.0605715317633088,563000,564000,624,-3.206385038614273,564,1,0.06727826478006319,0.001
0.060109556766290456,567000,568000,628,-3.182553218007088,568,1,0.06277274810662493,0.001
0.059584399532718144,571000,572000,627,-3.197737460374832,572,1,0.05737823690846562,0.001
0.05935176905538613,575000,576000,612,-3.2185470831394194,576,1,0.06371748190000653,0.001
0.05894753523549256,579000,580000,606,-3.2936707644462584,580,1,0.0525427936646156,0.001
0.05791046270712832,583000,584000,626,-3.2835127470493317,584,1,0.07593054537661374,0.001
0.05317934400783825,587000,588000,629,-3.2923156230449675,588,1,0.059174379594624044,0.001
0.048722341749722,591000,592000,623,-3.1850954139232637,592,1,0.05898584481701255,0.001
0.04418624609847382,595000,596000,616,-3.237732969045639,596,1,0.06896850830782204,0.001
0.036131959605014134,599000,600000,619,-3.386715092420578,600,1,0.07774655184196308,0.001
0.032210506535937544,603000,604000,610,-3.4053624148368837,604,1,0.08137981808162294,0.001
0.02637382606665951,607000,608000,615,-3.390042730808258,608,1,0.05269806184829213,0.001
0.020257358666479028,611000,612000,611,-3.3646378440856934,612,1,0.06759258790453895,0.001
0.015306310076420939,615000,616000,621,-3.383179895401001,616,1,0.06358530583349056,0.001
0.013063280549697886,619000,620000,596,-3.4191783719062805,620,1,0.0792055140491575,0.001
0.009393799985997028,623000,624000,625,-3.3499060754776,624,1,0.06456741907540708,0.001
0.008251904029789828,627000,628000,613,-3.2464654145240783,628,1,0.053645543290767816,0.001
0.007122941364610563,631000,632000,615,-3.1895479562282563,632,1,0.08766011655377225,0.001
0.007185838236667471,635000,636000,617,-3.1922794349193575,636,1,0.03856009871792048,0.001
0.007573384627702711,639000,640000,612,-3.1367714672088622,640,1,0.03672913038544357,0.001
0.008049691291777118,643000,644000,634,-2.9836231074333193,644,1,0.034626261689001694,0.001
0.008663426728416058,647000,648000,633,-2.8329675114154815,648,1,0.04228769281343557,0.001
0.009058088570891675,651000,652000,536,-2.7093531093597414,652,1,0.0567918692890089,0.001
0.008888284447689347,655000,656000,608,-2.6339573330879213,656,1,0.06081582054006867,0.001
0.009381306087426157,659000,660000,604,-2.7004371280670165,660,1,0.04633800738444552,0.001
0.010849941072908908,663000,664000,609,-2.8534748439788817,664,1,0.06384791759494692,0.001
0.011970262971845358,667000,668000,610,-2.822910113096237,668,1,0.07503241773461923,0.001
0.012924904292284899,671000,672000,623,-2.74747033905983,672,1,0.02659219478163868,0.001
0.01430437365262717,675000,676000,601,-2.662404337644577,676,1,0.026425721689360217,0.001
0.014252992329624785,679000,680000,621,-2.577743228435516,680,1,0.03246510749706067,0.001
0.014217501450541618,683000,684000,506,-2.500426815032959,684,1,0.023431990787619726,0.001
0.014173261226618172,687000,688000,627,-2.492915288925171,688,1,0.02280026867403649,0.001
0.014116775906570908,691000,692000,624,-2.4663399567604065,692,1,0.019818159733898937,0.001
0.01409189846068176,695000,696000,625,-2.4795803998708723,696,1,0.020156694700242953,0.001
0.014017251833332378,699000,700000,540,-2.475707654595375,700,1,0.021497293960303067,0.001
0.013971499280124382,703000,704000,527,-2.501754199743271,704,1,0.023481866182293743,0.001
0.013937503791675692,707000,708000,560,-2.5674350175857543,708,1,0.019044439394725488,0.001
0.013903563968630019,711000,712000,552,-2.582234468817711,712,1,0.023076104290783404,0.001
0.01384894520020262,715000,716000,420,-2.528488480448723,716,2,0.023293834400130435,0.001
0.012720789181808127,719000,720000,477,-2.5613250863552093,720,2,0.027850779866334052,0.001
0.01263607265795733,723000,724000,427,-2.613470700979233,724,2,0.02337911435891874,0.001
0.010703706905498732,727000,728000,442,-2.702582877635956,728,2,0.018152637876337394,0.001
0.010667015108910707,731000,732000,434,-2.589457373857498,732,2,0.014682395744486713,0.001
0.01052992565906437,735000,736000,427,-2.5271364114284514,736,2,0.012197509660734795,0.001
0.010119310135710508,739000,740000,413,-2.452023255586624,740,2,0.010906990384799429,0.001
0.009617922604798794,743000,744000,416,-2.490555538415909,744,2,0.012615619687829167,0.001
0.009231968042706902,747000,748000,418,-2.517673574924469,748,2,0.01063698036246933,0.001
0.008818843256707147,751000,752000,412,-2.517246028423309,752,2,0.010934582461835816,0.001
0.013404774849149585,755000,756000,415,-2.477627987623215,756,2,0.012111519306432455,0.001
0.013151525090800526,759000,760000,404,-2.3444710397720336,760,2,0.011041475899517535,0.001
0.013344691459816545,763000,764000,411,-2.216951198339462,764,2,0.011313939675106667,0.001
0.012316568612447083,767000,768000,423,-2.0937347340583803,768,2,0.00993418456381187,0.001
0.011327682531010429,771000,772000,448,-2.0299222462177275,772,2,0.010552337918663397,0.001
0.009848600192495994,775000,776000,408,-1.9225410556793212,776,2,0.009841899381019176,0.001
0.009822246687061296,779000,780000,410,-1.8472497798204421,780,2,0.010431107151089237,0.001
0.009821701882552684,783000,784000,403,-1.7653328366279601,784,2,0.010712136725778691,0.001
0.009839988355524677,787000,788000,424,-1.7279807904958724,788,2,0.012448053915519267,0.001
0.00980203575548839,791000,792000,424,-1.7608541980981827,792,2,0.011385995533084496,0.001
0.009757494755343949,795000,796000,452,-1.7557807893753052,796,2,0.01154053576849401,0.001
0.009752038724757616,799000,800000,439,-1.7203276255130768,800,2,0.012246408304432407,0.001
0.009759140818447826,803000,804000,447,-1.6976903414726257,804,2,0.012348365565761923,0.001
0.009726744949036449,807000,808000,441,-1.7369999086856842,808,2,0.0125318077406846,0.001
0.009734066890712139,811000,812000,422,-1.7590527348518372,812,2,0.012729183573741466,0.001
0.009731548532720317,815000,816000,436,-1.8029959129095077,816,2,0.012732917923480273,0.001
0.009689182891824445,819000,820000,434,-1.7939554209709168,820,2,0.013076140558812767,0.001
0.009688731473051647,823000,824000,436,-1.7494756622314453,824,2,0.013144184597069397,0.001
0.009694985814515443,827000,828000,417,-1.6976357908248902,828,2,0.012917567582800984,0.001
0.009679064239250433,831000,832000,413,-1.645553738117218,832,2,0.013673936363076792,0.001
0.00966802115654356,835000,836000,371,-1.5294244371652603,836,2,0.012967152334516868,0.001
0.00970225244120951,839000,840000,372,-1.428668559551239,840,2,0.01394920112588443,0.001
0.009708386651367466,843000,844000,426,-1.3233630350828172,844,2,0.01258138859074097,0.001
0.00949519239630425,847000,848000,382,-1.260831360399723,848,2,0.012442504418315365,0.001
0.009332694048058221,851000,852000,336,-1.2418389379382133,852,2,0.013293549357505981,0.001
0.004667450285673873,855000,856000,340,-1.209058075606823,856,2,0.014129989346722141,0.001
0.004362923101045478,859000,860000,319,-1.1653414493203162,860,3,0.015330948622373398,0.001
0.0026729283227744033,863000,864000,335,-1.1636271723508835,864,2,0.017008106001885608,0.001
0.002528866118323782,867000,868000,434,-1.1740688818097114,868,2,0.015954733694787136,0.001
0.0025182565200907443,871000,872000,346,-1.1847442536950112,872,2,0.016264169251720886,0.001
0.0024448372225467758,875000,876000,350,-1.1723574425578118,876,2,0.016861139660148183,0.001
0.0024785424162336906,879000,880000,362,-1.168311861038208,880,2,0.01784608391317306,0.001
0.0024615157425377735,883000,884000,449,-1.1418958737850189,884,2,0.0156765971655841,0.001
0.0024349939097827113,887000,888000,373,-1.1399660776853562,888,2,0.015268387454852927,0.001
0.0024780846634186713,891000,892000,392,-1.1289883202910422,892,2,0.015947923040541354,0.001
0.0024788210894361932,895000,896000,385,-1.1268848247528076,896,2,0.018007340366602877,0.001
0.002519421389503483,899000,900000,380,-1.1272409090399742,900,2,0.01958978624246083,0.001
0.0025071467364512013,903000,904000,440,-1.1195409027934073,904,2,0.018165605106973088,0.001
0.0025144371436539945,907000,908000,352,-1.1166950885653495,908,2,0.020001866921666077,0.001
0.002515697685916041,911000,912000,352,-1.1105780335068702,912,2,0.017203143566497603,0.001
0.0025068340656092068,915000,916000,339,-1.1110588063001632,916,2,0.017060542707593412,0.001
0.002519492654771904,919000,920000,350,-1.1440648594498635,920,2,0.018542558097629808,0.001
0.002510923462588739,923000,924000,405,-1.1381211673617364,924,2,0.020385813632514328,0.001
0.0024986042283723854,927000,928000,319,-1.1834831813573836,928,3,0.02343325567187276,0.001
0.0024647674028603927,931000,932000,328,-1.2093889631628991,932,3,0.022608414941700176,0.001
0.0024383224089227994,935000,936000,331,-1.1959425107836723,936,3,0.02207209123217035,0.001
0.002392176685970351,939000,940000,337,-1.2143504469990731,940,2,0.022844626361504198,0.001
0.0023788797532006954,943000,944000,430,-1.246477619588375,944,2,0.021275883043534123,0.001
0.0023370655257221396,947000,948000,356,-1.2988044289350509,948,2,0.02186140475643333,0.001
0.002313436014387353,951000,952000,328,-1.3265944241285323,952,3,0.02488378360378556,0.001
0.0023229983241888994,955000,956000,368,-1.343319930255413,956,2,0.024835338937467897,0.001
0.0023279655217151086,959000,960000,374,-1.323447190463543,960,2,0.02311028555064695,0.001
0.0022999718541511648,963000,964000,465,-1.2955237430930138,964,2,0.02161938132136129,0.001
0.002304879088067232,967000,968000,339,-1.3026869408488273,968,2,0.02131263767578639,0.001
0.0022648514069897306,971000,972000,327,-1.2691484000682831,972,3,0.0205375986591971,0.001
0.0022607150747646645,975000,976000,327,-1.2937991832494735,976,3,0.02003044919349486,0.001
0.002246722631108512,979000,980000,312,-1.322103122651577,980,3,0.02340673368109856,0.001
0.002246556716211842,983000,984000,392,-1.2924291993975638,984,2,0.021479726255114656,0.001
0.0022412666547679226,987000,988000,308,-1.2973156797289849,988,3,0.023042032353638206,0.001
0.002210965339305839,991000,992000,312,-1.3042261563539506,992,3,0.020886698050773703,0.001
0.0022276294767112847,995000,996000,331,-1.2909540095329284,996,3,0.01735183265156229,0.001
0.0021905322336279853,999000,1000000,322,-1.272188829958439,1000,3,0.024441481296322308,0.001
0.002191213994640425,1003000,1004000,436,-1.2338729868531226,1004,2,0.02234331122491858,0.001
0.0021918267438765494,1007000,1008000,344,-1.1467934025526048,1008,2,0.025072877695871285,0.001
0.002182161176128966,1011000,1012000,359,-1.072347623050213,1012,2,0.020990527944675704,0.001
0.0021940344641608977,1015000,1016000,341,-0.9546406799554825,1016,2,0.014465992366647697,0.001
0.002189830125279627,1019000,1020000,345,-0.8315959975123406,1020,2,0.00805941290883493,0.001
0.0021771170483442072,1023000,1024000,461,-0.717101485490799,1024,2,0.005551972739303892,0.001
0.0021412553207464857,1027000,1028000,382,-0.6514689251184463,1028,2,0.006928716537524451,0.001
0.0021390313868035094,1031000,1032000,379,-0.6079206493198872,1032,2,0.0042927650626916145,0.001
0.0021633945047561096,1035000,1036000,378,-0.6138669431805611,1036,2,0.004205325756309321,0.001
0.0021439908752353054,1039000,1040000,357,-0.47938407722115517,1040,2,0.001869623587890601,0.001
0.002119484907638655,1043000,1044000,458,-0.40976493299007416,1044,2,0.0011305377411617882,0.001
0.002116191473751773,1047000,1048000,369,-0.3587096678316593,1048,2,0.0006825295349972293,0.001
0.0021159384682477834,1051000,1052000,370,-0.30571995434165,1052,2,0.00048524635166450025,0.001
0.0021164820551686113,1055000,1056000,336,-0.2565865177959204,1056,2,0.0002919506664184155,0.001
0.0021186927686805157,1059000,1060000,381,-0.22078442050516606,1060,2,0.00037682392353963223,0.001
0.002111210833914444,1063000,1064000,453,-0.19095258742570878,1064,2,0.00022412489303656004,0.001
0.0020952280010675785,1067000,1068000,369,-0.16522642950713634,1068,2,0.0001332063057564028,0.001
0.002122976264751798,1071000,1072000,357,-0.13989647717773915,1072,2,0.00028912306297991107,0.001
0.0021036970942957746,1075000,1076000,354,-0.1231546635851264,1076,2,0.00018835991790820117,0.001
0.0021009755775652193,1079000,1080000,592,-0.1099080619290471,1080,1,0.00010508237848938506,0.001
0.002074642595156226,1083000,1084000,570,-0.09596578615903854,1084,1,3.5865792754066205e-05,0.001
0.00204439767694182,1087000,1088000,446,-0.084011807911098,1088,2,7.655624055263389e-05,0.001
0.002021640543308747,1091000,1092000,450,-0.07333953526616097,1092,2,5.656944569076927e-05,0.001
0.0019890360753556744,1095000,1096000,439,-0.0652793212160468,1096,2,0.0001698303883767096,0.001
0.0019856525702176718,1099000,1100000,539,-0.056913605317473415,1100,1,3.0782517318726835e-05,0.001
0.001987477055128558,1103000,1104000,427,-0.050022482585161926,1104,2,5.233979338848371e-05,0.001
0.0019774319734680123,1107000,1108000,421,-0.043271083045750856,1108,2,4.2866014451490744e-05,0.001
0.001942821242780738,1111000,1112000,434,-0.037515928249806166,1112,2,3.16407868777695e-05,0.001
0.0019008038878624372,1115000,1116000,426,-0.03183410987071693,1116,2,2.716066216233126e-05,0.001
0.0019354192421855987,1119000,1120000,539,-0.027560622982680798,1120,1,4.1622739788640424e-05,0.001
0.0019083983414787404,1123000,1124000,436,-0.023918049540370703,1124,2,4.40654050202689e-05,0.001
0.0019038157238164574,1127000,1128000,418,-0.02106507811695337,1128,2,3.3663659887661345e-05,0.001
0.001902288424569777,1131000,1132000,443,-0.018542351342737674,1132,2,2.2167237423032284e-05,0.001
0.0018452743839213715,1135000,1136000,439,-0.016392530421726406,1136,2,1.6321361926181833e-05,0.001
0.001835015219348922,1139000,1140000,547,-0.014364405407570302,1140,1,1.3350955885107104e-05,0.001
0.0018249233413150418,1143000,1144000,440,-0.012841868904419244,1144,2,1.8489897010502408e-05,0.001
0.0017959820216581395,1147000,1148000,448,-0.011672583886422217,1148,2,1.1806901658147712e-05,0.001
0.0017728041500347735,1151000,1152000,462,-0.010621930276975035,1152,2,1.7823003766580843e-05,0.001
0.0017320201890849546,1155000,1156000,474,-0.009583728627301752,1156,2,7.999442006964286e-07,0.001
0.0016938289818337676,1159000,1160000,596,-0.008790042365435511,1160,1,1.460059828917154e-05,0.001
0.00167335951150269,1163000,1164000,485,-0.008154258363880217,1164,2,1.0729569332732336e-05,0.001
0.0016606039503914377,1167000,1168000,477,-0.00771287237573415,1168,2,2.612782535916515e-05,0.001
0.001627623526295896,1171000,1172000,502,-0.007247384582646191,1172,1,1.1399544069897738e-06,0.001
0.00156045461290093,1175000,1176000,470,-0.006989750474225729,1176,2,2.3051722565824993e-05,0.001
0.0015178914440745653,1179000,1180000,638,-0.006601030799560249,1180,1,5.645871751213338e-06,0.001
0.0015116032021361735,1183000,1184000,476,-0.0064027232411317525,1184,2,3.459360758086255e-06,0.001
0.0014981726271159933,1187000,1188000,484,-0.006043306610547006,1188,2,3.932937252880548e-06,0.001
0.0014928009594352937,1191000,1192000,450,-0.005680001357803121,1192,2,5.003740398822565e-06,0.001
0.0014833973818692914,1195000,1196000,548,-0.005509224622044713,1196,1,3.541516780586201e-06,0.001
0.0014402701876839188,1199000,1200000,549,-0.005187373076099903,1200,1,3.0466286737704933e-06,0.001
0.0013962500143443316,1203000,1204000,429,-0.0048840332785621285,1204,2,8.043057386563704e-07,0.001
0.001374500720529214,1207000,1208000,428,-0.0046755575512070205,1208,2,1.5701519469652203e-06,0.001
0.0013672560455341037,1211000,1212000,414,-0.004509006314212457,1212,2,2.282498178286213e-06,0.001
0.0013624411306898299,1215000,1216000,547,-0.004312424834351986,1216,1,7.707410379740043e-07,0.001
0.0012765265122452847,1219000,1220000,418,-0.004143616034183651,1220,2,3.150829804678186e-06,0.001
0.0012632822836182733,1223000,1224000,433,-0.003987924831453711,1224,2,2.3416542468559647e-06,0.001
0.0012579729704511632,1227000,1228000,434,-0.0038512291454244406,1228,2,1.3005519820582513e-06,0.001
0.0012321059889688444,1231000,1232000,426,-0.0037093566451221706,1232,2,3.294629429642967e-06,0.001
