raw/disc/disc_proportion_expert_true,raw/disc/n_generated,raw/disc/disc_acc,raw/disc/disc_proportion_expert_pred,raw/disc/n_expert,raw/disc/global_step,raw/disc/disc_acc_gen,raw/disc/disc_loss,raw/disc/disc_acc_expert,raw/disc/disc_entropy
0.5,1024.0,0.84228515625,0.64697265625,1024.0,10,0.6953125,0.4804641604423523,0.9892578125,0.6421476006507874
0.5,1024.0,0.84521484375,0.63916015625,1024.0,10,0.7060546875,0.4649170935153961,0.984375,0.637730062007904
0.5,1024.0,0.8525390625,0.634765625,1024.0,10,0.7177734375,0.45345941185951233,0.9873046875,0.63392573595047
0.5,1024.0,0.8486328125,0.640625,1024.0,11,0.7080078125,0.455613911151886,0.9892578125,0.6324073076248169
0.5,1024.0,0.94677734375,0.54541015625,1024.0,11,0.9013671875,0.446674108505249,0.9921875,0.630608081817627
0.5,1024.0,0.95068359375,0.53857421875,1024.0,11,0.912109375,0.4287516176700592,0.9892578125,0.6234986186027527
0.5,1024.0,0.95263671875,0.53857421875,1024.0,11,0.9140625,0.42060041427612305,0.9912109375,0.6199518442153931
0.5,1024.0,0.99169921875,0.49169921875,1024.0,12,1.0,0.41140472888946533,0.9833984375,0.6163679361343384
0.5,1024.0,0.9921875,0.4921875,1024.0,12,1.0,0.4014507532119751,0.984375,0.6121301651000977
0.5,1024.0,0.99169921875,0.49169921875,1024.0,12,1.0,0.3875190019607544,0.9833984375,0.605492889881134
0.5,1024.0,0.99267578125,0.49267578125,1024.0,12,1.0,0.37616056203842163,0.9853515625,0.5994194746017456
0.5,1024.0,0.99267578125,0.49267578125,1024.0,13,1.0,0.36810383200645447,0.9853515625,0.5953266024589539
0.5,1024.0,0.9921875,0.4921875,1024.0,13,1.0,0.35724902153015137,0.984375,0.5889319181442261
0.5,1024.0,0.99072265625,0.49072265625,1024.0,13,1.0,0.3531129062175751,0.9814453125,0.5850340723991394
0.5,1024.0,0.99169921875,0.49169921875,1024.0,13,1.0,0.3351500928401947,0.9833984375,0.5727909803390503
0.5,1024.0,0.9931640625,0.4931640625,1024.0,14,1.0,0.3265673518180847,0.986328125,0.5674368739128113
0.5,1024.0,0.99462890625,0.49462890625,1024.0,14,1.0,0.3151969611644745,0.9892578125,0.5591784119606018
0.5,1024.0,0.99072265625,0.49072265625,1024.0,14,1.0,0.30845019221305847,0.9814453125,0.5523620247840881
0.5,1024.0,0.994140625,0.494140625,1024.0,14,1.0,0.29589563608169556,0.98828125,0.5431621074676514
0.5,1024.0,0.9912109375,0.4912109375,1024.0,15,1.0,0.29455599188804626,0.982421875,0.539932906627655
0.5,1024.0,0.98974609375,0.48974609375,1024.0,15,1.0,0.27596694231033325,0.9794921875,0.5225282311439514
0.5,1024.0,0.99267578125,0.49267578125,1024.0,15,1.0,0.2675541639328003,0.9853515625,0.5156985521316528
0.5,1024.0,0.99169921875,0.49169921875,1024.0,15,1.0,0.26281553506851196,0.9833984375,0.5112486481666565
0.5,1024.0,0.9912109375,0.4912109375,1024.0,16,1.0,0.2545727491378784,0.982421875,0.5007480978965759
0.5,1024.0,0.994140625,0.494140625,1024.0,16,1.0,0.23830723762512207,0.98828125,0.48560261726379395
0.5,1024.0,0.9931640625,0.4931640625,1024.0,16,1.0,0.23362869024276733,0.986328125,0.4811255931854248
0.5,1024.0,0.99072265625,0.49072265625,1024.0,16,1.0,0.2208743542432785,0.9814453125,0.4656575918197632
0.5,1024.0,0.98876953125,0.48876953125,1024.0,17,1.0,0.22177459299564362,0.9775390625,0.4625169038772583
0.5,1024.0,0.9912109375,0.4912109375,1024.0,17,1.0,0.20525947213172913,0.982421875,0.4460160434246063
0.5,1024.0,0.98974609375,0.48974609375,1024.0,17,1.0,0.19673140347003937,0.9794921875,0.43331581354141235
0.5,1024.0,0.99267578125,0.49267578125,1024.0,17,1.0,0.18577364087104797,0.9853515625,0.42012885212898254
0.5,1024.0,0.99267578125,0.49267578125,1024.0,18,1.0,0.17810167372226715,0.9853515625,0.4088023006916046
0.5,1024.0,0.9912109375,0.4912109375,1024.0,18,1.0,0.17594407498836517,0.982421875,0.40470513701438904
0.5,1024.0,0.99365234375,0.49365234375,1024.0,18,1.0,0.16484153270721436,0.9873046875,0.39044955372810364
0.5,1024.0,0.9892578125,0.4892578125,1024.0,18,1.0,0.16283899545669556,0.978515625,0.381758451461792
0.5,1024.0,0.98583984375,0.48583984375,1024.0,19,1.0,0.16102838516235352,0.9716796875,0.37286654114723206
0.5,1024.0,0.98876953125,0.48876953125,1024.0,19,1.0,0.1484750360250473,0.9775390625,0.35642367601394653
0.5,1024.0,0.98681640625,0.48681640625,1024.0,19,1.0,0.1449356973171234,0.9736328125,0.3490842282772064
0.5,1024.0,0.9873046875,0.4873046875,1024.0,19,1.0,0.13945350050926208,0.974609375,0.3381373882293701
0.5,1024.0,0.9921875,0.4921875,1024.0,20,1.0,0.12723031640052795,0.984375,0.32278504967689514
0.5,1024.0,0.99169921875,0.49169921875,1024.0,20,1.0,0.12296552956104279,0.9833984375,0.31702694296836853
0.5,1024.0,0.9912109375,0.4912109375,1024.0,20,1.0,0.11650440841913223,0.982421875,0.3014071583747864
0.5,1024.0,0.98974609375,0.48974609375,1024.0,20,1.0,0.11524040997028351,0.9794921875,0.29506704211235046
0.5,1024.0,0.99169921875,0.49169921875,1024.0,21,1.0,0.10672386735677719,0.9833984375,0.28354308009147644
0.5,1024.0,0.994140625,0.494140625,1024.0,21,1.0,0.10253165662288666,0.98828125,0.27197104692459106
0.5,1024.0,0.990234375,0.490234375,1024.0,21,1.0,0.10192469507455826,0.98046875,0.2686745524406433
0.5,1024.0,0.9873046875,0.4873046875,1024.0,21,1.0,0.1021110787987709,0.974609375,0.26327118277549744
0.5,1024.0,0.98876953125,0.48876953125,1024.0,22,1.0,0.09542467445135117,0.9775390625,0.24556922912597656
0.5,1024.0,0.98974609375,0.48974609375,1024.0,22,1.0,0.08894126862287521,0.9794921875,0.23764559626579285
0.5,1024.0,0.9912109375,0.4912109375,1024.0,22,1.0,0.08429135382175446,0.982421875,0.2268352061510086
0.5,1024.0,0.99462890625,0.49462890625,1024.0,22,1.0,0.07696576416492462,0.9892578125,0.2198226898908615
0.5,1024.0,0.9912109375,0.4912109375,1024.0,23,1.0,0.0793924555182457,0.982421875,0.21801042556762695
0.5,1024.0,0.9931640625,0.4931640625,1024.0,23,1.0,0.0753805935382843,0.986328125,0.21065139770507812
0.5,1024.0,0.9921875,0.4921875,1024.0,23,1.0,0.0725419744849205,0.984375,0.20333212614059448
0.5,1024.0,0.9892578125,0.4892578125,1024.0,23,1.0,0.0746459811925888,0.978515625,0.19901660084724426
0.5,1024.0,0.99169921875,0.49169921875,1024.0,24,1.0,0.07154015451669693,0.9833984375,0.19517813622951508
0.5,1024.0,0.99365234375,0.49365234375,1024.0,24,1.0,0.06212005764245987,0.9873046875,0.18108206987380981
0.5,1024.0,0.9912109375,0.4912109375,1024.0,24,1.0,0.06465299427509308,0.982421875,0.1788673996925354
0.5,1024.0,0.9912109375,0.4912109375,1024.0,24,1.0,0.06420399993658066,0.982421875,0.18022343516349792
0.5,1024.0,0.990234375,0.490234375,1024.0,25,1.0,0.06369490176439285,0.98046875,0.17214398086071014
0.5,1024.0,0.99365234375,0.49365234375,1024.0,25,1.0,0.056521788239479065,0.9873046875,0.16613002121448517
0.5,1024.0,0.990234375,0.490234375,1024.0,25,1.0,0.06023304536938667,0.98046875,0.16668356955051422
0.5,1024.0,0.9912109375,0.4912109375,1024.0,25,1.0,0.05794920027256012,0.982421875,0.163368821144104
0.5,1024.0,0.98974609375,0.48974609375,1024.0,26,1.0,0.06069231033325195,0.9794921875,0.16172797977924347
0.5,1024.0,0.9921875,0.4921875,1024.0,26,1.0,0.055264364928007126,0.984375,0.15759722888469696
0.5,1024.0,0.99267578125,0.49267578125,1024.0,26,1.0,0.05768514424562454,0.9853515625,0.1582760214805603
0.5,1024.0,0.9921875,0.4921875,1024.0,26,1.0,0.0536731481552124,0.984375,0.15132831037044525
0.5,1024.0,0.99609375,0.49609375,1024.0,27,1.0,0.054784853011369705,0.9921875,0.15411943197250366
0.5,1024.0,0.9912109375,0.4912109375,1024.0,27,1.0,0.06058743596076965,0.982421875,0.15476033091545105
0.5,1024.0,0.99462890625,0.49462890625,1024.0,27,1.0,0.051206737756729126,0.9892578125,0.15099407732486725
0.5,1024.0,0.98974609375,0.48974609375,1024.0,27,1.0,0.056971170008182526,0.9794921875,0.14439892768859863
0.5,1024.0,0.9912109375,0.4912109375,1024.0,28,1.0,0.05477673187851906,0.982421875,0.14035767316818237
0.5,1024.0,0.99462890625,0.49462890625,1024.0,28,1.0,0.0439036525785923,0.9892578125,0.12633508443832397
0.5,1024.0,0.99169921875,0.49169921875,1024.0,28,1.0,0.045148082077503204,0.9833984375,0.12853042781352997
0.5,1024.0,0.99365234375,0.49365234375,1024.0,28,1.0,0.04225992038846016,0.9873046875,0.12265072762966156
0.5,1024.0,0.9912109375,0.4912109375,1024.0,29,1.0,0.04214214161038399,0.982421875,0.11824724078178406
0.5,1024.0,0.99365234375,0.49365234375,1024.0,29,1.0,0.04130138084292412,0.9873046875,0.11851149797439575
0.5,1024.0,0.99462890625,0.49462890625,1024.0,29,1.0,0.03823111951351166,0.9892578125,0.11553076654672623
0.5,1024.0,0.98974609375,0.48974609375,1024.0,29,1.0,0.043997813016176224,0.9794921875,0.11423389613628387
0.5,1024.0,0.9931640625,0.4931640625,1024.0,30,1.0,0.03891319781541824,0.986328125,0.10407353192567825
0.5,1024.0,0.99365234375,0.49365234375,1024.0,30,1.0,0.03642723336815834,0.9873046875,0.10550172626972198
0.5,1024.0,0.99365234375,0.49365234375,1024.0,30,1.0,0.03494410961866379,0.9873046875,0.10086182504892349
0.5,1024.0,0.990234375,0.490234375,1024.0,30,1.0,0.04028746858239174,0.98046875,0.10577806830406189
0.5,1024.0,0.99267578125,0.49267578125,1024.0,31,1.0,0.03717208653688431,0.9853515625,0.10356120765209198
0.5,1024.0,0.99560546875,0.49560546875,1024.0,31,1.0,0.03168633207678795,0.9912109375,0.09620355069637299
0.5,1024.0,0.99169921875,0.49169921875,1024.0,31,1.0,0.03452937304973602,0.9833984375,0.09285393357276917
0.5,1024.0,0.99365234375,0.49365234375,1024.0,31,1.0,0.03238188102841377,0.9873046875,0.09292319416999817
0.5,1024.0,0.99365234375,0.49365234375,1024.0,32,1.0,0.03235470876097679,0.9873046875,0.09457966685295105
0.5,1024.0,0.99462890625,0.49462890625,1024.0,32,1.0,0.030410435050725937,0.9892578125,0.09212681651115417
0.5,1024.0,0.99755859375,0.49755859375,1024.0,32,1.0,0.027605349197983742,0.9951171875,0.09201305359601974
0.5,1024.0,0.99267578125,0.49267578125,1024.0,32,1.0,0.03456153720617294,0.9853515625,0.09211167693138123
0.5,1024.0,0.9921875,0.4921875,1024.0,33,1.0,0.03662056103348732,0.984375,0.09252583980560303
0.5,1024.0,0.994140625,0.494140625,1024.0,33,1.0,0.030315468087792397,0.98828125,0.08633559197187424
0.5,1024.0,0.99658203125,0.49658203125,1024.0,33,1.0,0.03038093075156212,0.9931640625,0.08986055850982666
0.5,1024.0,0.994140625,0.494140625,1024.0,33,1.0,0.03131326660513878,0.98828125,0.08589790761470795
0.5,1024.0,0.9921875,0.4921875,1024.0,34,1.0,0.032595861703157425,0.984375,0.08386611938476562
0.5,1024.0,0.9951171875,0.4951171875,1024.0,34,1.0,0.027386577799916267,0.990234375,0.08267601579427719
0.5,1024.0,0.99169921875,0.49169921875,1024.0,34,1.0,0.03336264193058014,0.9833984375,0.08720134198665619
0.5,1024.0,0.99169921875,0.49169921875,1024.0,34,1.0,0.03394792228937149,0.9833984375,0.08279889822006226
0.5,1024.0,0.99462890625,0.49462890625,1024.0,35,1.0,0.02923155575990677,0.9892578125,0.07829724252223969
0.5,1024.0,0.99365234375,0.49365234375,1024.0,35,1.0,0.03147808089852333,0.9873046875,0.0808534249663353
0.5,1024.0,0.99560546875,0.49560546875,1024.0,35,1.0,0.027437154203653336,0.9912109375,0.0767456591129303
0.5,1024.0,0.99609375,0.49609375,1024.0,35,1.0,0.025568105280399323,0.9921875,0.07796825468540192
0.5,1024.0,0.99658203125,0.49658203125,1024.0,36,1.0,0.021941229701042175,0.9931640625,0.07300260663032532
0.5,1024.0,0.99658203125,0.49658203125,1024.0,36,1.0,0.023078612983226776,0.9931640625,0.07270495593547821
0.5,1024.0,0.99658203125,0.49658203125,1024.0,36,1.0,0.026658369228243828,0.9931640625,0.07896900177001953
0.5,1024.0,0.99658203125,0.49658203125,1024.0,36,1.0,0.02342131920158863,0.9931640625,0.07627112418413162
0.5,1024.0,0.99462890625,0.49462890625,1024.0,37,1.0,0.02825966663658619,0.9892578125,0.07827786356210709
0.5,1024.0,0.9951171875,0.4951171875,1024.0,37,1.0,0.0261981301009655,0.990234375,0.07411731779575348
0.5,1024.0,0.998046875,0.498046875,1024.0,37,1.0,0.019992636516690254,0.99609375,0.07093523442745209
0.5,1024.0,0.99462890625,0.49462890625,1024.0,37,1.0,0.027746671810746193,0.9892578125,0.07790778577327728
0.5,1024.0,0.99853515625,0.49853515625,1024.0,38,1.0,0.019746707752346992,0.9970703125,0.06777342408895493
0.5,1024.0,0.99365234375,0.49365234375,1024.0,38,1.0,0.030218685045838356,0.9873046875,0.07378477603197098
0.5,1024.0,0.99658203125,0.49658203125,1024.0,38,1.0,0.023183364421129227,0.9931640625,0.06972017884254456
0.5,1024.0,0.9970703125,0.4970703125,1024.0,38,1.0,0.021716250106692314,0.994140625,0.06818801164627075
0.5,1024.0,0.99560546875,0.49560546875,1024.0,39,1.0,0.024979189038276672,0.9912109375,0.07035407423973083
0.5,1024.0,0.99755859375,0.49755859375,1024.0,39,1.0,0.021841928362846375,0.9951171875,0.06708092242479324
0.5,1024.0,0.99560546875,0.49560546875,1024.0,39,1.0,0.0236285962164402,0.9912109375,0.06585876643657684
0.5,1024.0,0.9951171875,0.4951171875,1024.0,39,1.0,0.02350819669663906,0.990234375,0.06885189563035965
0.5,1024.0,0.99755859375,0.49755859375,1024.0,40,1.0,0.01838633604347706,0.9951171875,0.06138890981674194
0.5,1024.0,0.99609375,0.49609375,1024.0,40,1.0,0.02432829514145851,0.9921875,0.06592543423175812
0.5,1024.0,0.9970703125,0.4970703125,1024.0,40,1.0,0.023269440978765488,0.994140625,0.06545036286115646
0.5,1024.0,0.99462890625,0.49462890625,1024.0,40,1.0,0.022564023733139038,0.9892578125,0.06198183447122574
0.5,1024.0,0.99658203125,0.49658203125,1024.0,41,1.0,0.020498331636190414,0.9931640625,0.06274442374706268
0.5,1024.0,0.9970703125,0.4970703125,1024.0,41,1.0,0.021024836227297783,0.994140625,0.06340491026639938
0.5,1024.0,0.99560546875,0.49560546875,1024.0,41,1.0,0.024078942835330963,0.9912109375,0.06265894323587418
0.5,1024.0,0.9970703125,0.4970703125,1024.0,41,1.0,0.02113218791782856,0.994140625,0.06318219751119614
0.5,1024.0,0.99853515625,0.49853515625,1024.0,42,1.0,0.019085343927145004,0.9970703125,0.0618966780602932
0.5,1024.0,0.9970703125,0.4970703125,1024.0,42,1.0,0.018697094172239304,0.994140625,0.06011515110731125
0.5,1024.0,0.9970703125,0.4970703125,1024.0,42,1.0,0.019755586981773376,0.994140625,0.058150291442871094
0.5,1024.0,0.99755859375,0.49755859375,1024.0,42,1.0,0.019841015338897705,0.9951171875,0.06136781722307205
0.5,1024.0,0.99853515625,0.49853515625,1024.0,43,1.0,0.0177916307002306,0.9970703125,0.05911583453416824
0.5,1024.0,0.99755859375,0.49755859375,1024.0,43,1.0,0.019798144698143005,0.9951171875,0.06071433052420616
0.5,1024.0,0.99853515625,0.49853515625,1024.0,43,1.0,0.016787221655249596,0.9970703125,0.05676596239209175
0.5,1024.0,0.99853515625,0.49853515625,1024.0,43,1.0,0.015431907027959824,0.9970703125,0.05562587082386017
0.5,1024.0,0.99853515625,0.49853515625,1024.0,44,1.0,0.01669161207973957,0.9970703125,0.05728502571582794
0.5,1024.0,0.99755859375,0.49755859375,1024.0,44,1.0,0.019185775890946388,0.9951171875,0.05833733454346657
0.5,1024.0,0.99755859375,0.49755859375,1024.0,44,1.0,0.01835654489696026,0.9951171875,0.05635225400328636
0.5,1024.0,0.99658203125,0.49658203125,1024.0,44,1.0,0.02074476331472397,0.9931640625,0.057023316621780396
0.5,1024.0,0.9970703125,0.4970703125,1024.0,45,1.0,0.018016213551163673,0.994140625,0.05649891868233681
0.5,1024.0,0.99755859375,0.49755859375,1024.0,45,1.0,0.019465088844299316,0.9951171875,0.05978323146700859
0.5,1024.0,0.9990234375,0.4990234375,1024.0,45,1.0,0.016107767820358276,0.998046875,0.05834833160042763
0.5,1024.0,0.998046875,0.498046875,1024.0,45,1.0,0.016423633322119713,0.99609375,0.05579415708780289
0.5,1024.0,1.0,0.5,1024.0,46,1.0,0.013815158978104591,1.0,0.05488565191626549
0.5,1024.0,0.9970703125,0.4970703125,1024.0,46,1.0,0.018139028921723366,0.994140625,0.05672242119908333
0.5,1024.0,0.99853515625,0.49853515625,1024.0,46,1.0,0.01571926474571228,0.9970703125,0.055769335478544235
0.5,1024.0,0.99658203125,0.49658203125,1024.0,46,1.0,0.02077888511121273,0.9931640625,0.058899931609630585
0.5,1024.0,0.9990234375,0.4990234375,1024.0,47,1.0,0.013704195618629456,0.998046875,0.05262479931116104
0.5,1024.0,0.99755859375,0.49755859375,1024.0,47,1.0,0.016831619665026665,0.9951171875,0.05261748284101486
0.5,1024.0,0.99951171875,0.49951171875,1024.0,47,1.0,0.012520739808678627,0.9990234375,0.05019639804959297
0.5,1024.0,0.998046875,0.498046875,1024.0,47,1.0,0.013741759583353996,0.99609375,0.05030281841754913
0.5,1024.0,0.99755859375,0.49755859375,1024.0,48,1.0,0.017410533502697945,0.9951171875,0.05381898954510689
0.5,1024.0,0.998046875,0.498046875,1024.0,48,1.0,0.01648975908756256,0.99609375,0.05330493301153183
0.5,1024.0,0.9990234375,0.4990234375,1024.0,48,1.0,0.01641828380525112,0.998046875,0.05473693460226059
0.5,1024.0,0.9990234375,0.4990234375,1024.0,48,1.0,0.01559724472463131,0.998046875,0.0547107569873333
0.5,1024.0,0.9990234375,0.4990234375,1024.0,49,1.0,0.014815890230238438,0.998046875,0.05565812438726425
0.5,1024.0,1.0,0.5,1024.0,49,1.0,0.012577258050441742,1.0,0.05129082873463631
0.5,1024.0,0.99951171875,0.49951171875,1024.0,49,1.0,0.014053387567400932,0.9990234375,0.05089806765317917
0.5,1024.0,0.99951171875,0.49951171875,1024.0,49,1.0,0.01355817075818777,0.9990234375,0.05114491283893585
0.5,1024.0,0.998046875,0.498046875,1024.0,50,1.0,0.015615402720868587,0.99609375,0.05141142010688782
0.5,1024.0,1.0,0.5,1024.0,50,1.0,0.011991987936198711,1.0,0.04813801497220993
0.5,1024.0,0.9990234375,0.4990234375,1024.0,50,1.0,0.01478666253387928,0.998046875,0.05333729460835457
0.5,1024.0,0.9990234375,0.4990234375,1024.0,50,1.0,0.01479668915271759,0.998046875,0.049458280205726624
0.5,1024.0,0.99853515625,0.49853515625,1024.0,51,1.0,0.014375957660377026,0.9970703125,0.04793664813041687
0.5,1024.0,0.99853515625,0.49853515625,1024.0,51,1.0,0.014035135507583618,0.9970703125,0.047242701053619385
0.5,1024.0,0.99658203125,0.49658203125,1024.0,51,1.0,0.015019110403954983,0.9931640625,0.045280955731868744
0.5,1024.0,0.99853515625,0.49853515625,1024.0,51,1.0,0.013628468848764896,0.9970703125,0.04519268870353699
0.5,1024.0,0.99853515625,0.49853515625,1024.0,52,1.0,0.01338149979710579,0.9970703125,0.04673346132040024
0.5,1024.0,0.998046875,0.498046875,1024.0,52,1.0,0.012545586563646793,0.99609375,0.043893929570913315
0.5,1024.0,0.9990234375,0.4990234375,1024.0,52,1.0,0.010752000845968723,0.998046875,0.041213370859622955
0.5,1024.0,0.99755859375,0.49755859375,1024.0,52,1.0,0.01508963294327259,0.9951171875,0.043926902115345
0.5,1024.0,0.998046875,0.498046875,1024.0,53,1.0,0.013598433695733547,0.99609375,0.04397518187761307
0.5,1024.0,1.0,0.5,1024.0,53,1.0,0.009575961157679558,1.0,0.04088627174496651
0.5,1024.0,0.99951171875,0.49951171875,1024.0,53,1.0,0.010993517003953457,0.9990234375,0.03999605029821396
0.5,1024.0,0.998046875,0.498046875,1024.0,53,1.0,0.013244886882603168,0.99609375,0.04418375343084335
0.5,1024.0,0.99853515625,0.49853515625,1024.0,54,1.0,0.011855500750243664,0.9970703125,0.04246910661458969
0.5,1024.0,0.99951171875,0.49951171875,1024.0,54,1.0,0.010695432312786579,0.9990234375,0.04177774116396904
0.5,1024.0,0.998046875,0.498046875,1024.0,54,1.0,0.013229651376605034,0.99609375,0.04217683523893356
0.5,1024.0,0.9990234375,0.4990234375,1024.0,54,1.0,0.01065075770020485,0.998046875,0.03943466395139694
0.5,1024.0,0.9970703125,0.4970703125,1024.0,55,1.0,0.014193819835782051,0.994140625,0.04104385897517204
0.5,1024.0,0.9990234375,0.4990234375,1024.0,55,1.0,0.010640504769980907,0.998046875,0.03983939066529274
0.5,1024.0,0.998046875,0.498046875,1024.0,55,1.0,0.01213754341006279,0.99609375,0.03891480341553688
0.5,1024.0,0.9990234375,0.4990234375,1024.0,55,1.0,0.010387913323938847,0.998046875,0.038724690675735474
0.5,1024.0,0.99951171875,0.49951171875,1024.0,56,1.0,0.00993417389690876,0.9990234375,0.03902631625533104
0.5,1024.0,0.9990234375,0.4990234375,1024.0,56,1.0,0.011167991906404495,0.998046875,0.0402941070497036
0.5,1024.0,0.99853515625,0.49853515625,1024.0,56,1.0,0.010276329703629017,0.9970703125,0.03827904909849167
0.5,1024.0,0.998046875,0.498046875,1024.0,56,1.0,0.011937428265810013,0.99609375,0.04213960841298103
0.5,1024.0,0.998046875,0.498046875,1024.0,57,1.0,0.010868609882891178,0.99609375,0.03814642131328583
0.5,1024.0,0.99755859375,0.49755859375,1024.0,57,1.0,0.011417435482144356,0.9951171875,0.03854581341147423
0.5,1024.0,0.99853515625,0.49853515625,1024.0,57,1.0,0.011941474862396717,0.9970703125,0.03863488882780075
0.5,1024.0,0.99853515625,0.49853515625,1024.0,57,1.0,0.009578595869243145,0.9970703125,0.03422010689973831
0.5,1024.0,0.998046875,0.498046875,1024.0,58,1.0,0.01085023395717144,0.99609375,0.03568507730960846
0.5,1024.0,0.99951171875,0.49951171875,1024.0,58,1.0,0.008661126717925072,0.9990234375,0.03557026386260986
0.5,1024.0,0.9990234375,0.4990234375,1024.0,58,1.0,0.009141271933913231,0.998046875,0.03418394923210144
0.5,1024.0,0.99755859375,0.49755859375,1024.0,58,1.0,0.009832795709371567,0.9951171875,0.03537505492568016
0.5,1024.0,0.9990234375,0.4990234375,1024.0,59,1.0,0.008545750752091408,0.998046875,0.034574367105960846
0.5,1024.0,0.9990234375,0.4990234375,1024.0,59,1.0,0.009703648276627064,0.998046875,0.03650839999318123
0.5,1024.0,0.99951171875,0.49951171875,1024.0,59,1.0,0.008513747714459896,0.9990234375,0.03510225936770439
0.5,1024.0,0.9990234375,0.4990234375,1024.0,59,1.0,0.009978282265365124,0.998046875,0.035961806774139404
