raw/disc/disc_acc_gen,raw/disc/disc_acc_expert,raw/disc/disc_loss,raw/disc/disc_acc,raw/disc/global_step,raw/disc/disc_entropy,raw/disc/n_generated,raw/disc/disc_proportion_expert_pred,raw/disc/disc_proportion_expert_true,raw/disc/n_expert
0.9892578125,0.9970703125,0.5351691246032715,0.9931640625,10,0.668441653251648,1024.0,0.50390625,0.5,1024.0
0.9912109375,0.998046875,0.5256880521774292,0.99462890625,10,0.6672232151031494,1024.0,0.50341796875,0.5,1024.0
0.998046875,0.9912109375,0.5115869045257568,0.99462890625,10,0.6646785736083984,1024.0,0.49658203125,0.5,1024.0
0.990234375,0.9912109375,0.5030888319015503,0.99072265625,10,0.6630071401596069,1024.0,0.50048828125,0.5,1024.0
0.994140625,0.990234375,0.4923328459262848,0.9921875,11,0.6590988039970398,1024.0,0.498046875,0.5,1024.0
1.0,0.98828125,0.47714096307754517,0.994140625,11,0.6551716923713684,1024.0,0.494140625,0.5,1024.0
0.998046875,0.9794921875,0.46560776233673096,0.98876953125,11,0.6520195007324219,1024.0,0.49072265625,0.5,1024.0
1.0,0.9892578125,0.44778069853782654,0.99462890625,11,0.6468372941017151,1024.0,0.49462890625,0.5,1024.0
1.0,0.986328125,0.43358924984931946,0.9931640625,12,0.6414633989334106,1024.0,0.4931640625,0.5,1024.0
1.0,0.984375,0.420456200838089,0.9921875,12,0.6361503601074219,1024.0,0.4921875,0.5,1024.0
1.0,0.98046875,0.4073907732963562,0.990234375,12,0.6296442747116089,1024.0,0.490234375,0.5,1024.0
1.0,0.9794921875,0.3919116258621216,0.98974609375,12,0.6224651336669922,1024.0,0.48974609375,0.5,1024.0
1.0,0.9794921875,0.3921302855014801,0.98974609375,13,0.620934247970581,1024.0,0.48974609375,0.5,1024.0
1.0,0.9853515625,0.3796016573905945,0.99267578125,13,0.6143571138381958,1024.0,0.49267578125,0.5,1024.0
1.0,0.9873046875,0.36808082461357117,0.99365234375,13,0.6073967218399048,1024.0,0.49365234375,0.5,1024.0
1.0,0.9794921875,0.3580436110496521,0.98974609375,13,0.6016945838928223,1024.0,0.48974609375,0.5,1024.0
1.0,0.9853515625,0.3428351879119873,0.99267578125,14,0.5914651155471802,1024.0,0.49267578125,0.5,1024.0
1.0,0.98046875,0.3323148488998413,0.990234375,14,0.5824467539787292,1024.0,0.490234375,0.5,1024.0
1.0,0.9814453125,0.31824547052383423,0.99072265625,14,0.5727123618125916,1024.0,0.49072265625,0.5,1024.0
0.998046875,0.9814453125,0.3049146831035614,0.98974609375,14,0.5618186593055725,1024.0,0.49169921875,0.5,1024.0
1.0,0.990234375,0.29019784927368164,0.9951171875,15,0.5492648482322693,1024.0,0.4951171875,0.5,1024.0
0.998046875,0.9755859375,0.2812768816947937,0.98681640625,15,0.53862464427948,1024.0,0.48876953125,0.5,1024.0
0.998046875,0.9814453125,0.2681606411933899,0.98974609375,15,0.5287488102912903,1024.0,0.49169921875,0.5,1024.0
0.9990234375,0.986328125,0.2560676336288452,0.99267578125,15,0.5165151357650757,1024.0,0.49365234375,0.5,1024.0
1.0,0.984375,0.26462507247924805,0.9921875,16,0.5235442519187927,1024.0,0.4921875,0.5,1024.0
0.9990234375,0.978515625,0.253583163022995,0.98876953125,16,0.5120125412940979,1024.0,0.48974609375,0.5,1024.0
0.9990234375,0.9892578125,0.23788248002529144,0.994140625,16,0.4962574243545532,1024.0,0.4951171875,0.5,1024.0
0.9990234375,0.98046875,0.22790300846099854,0.98974609375,16,0.48500025272369385,1024.0,0.49072265625,0.5,1024.0
0.9990234375,0.9873046875,0.21220269799232483,0.9931640625,17,0.4696650505065918,1024.0,0.494140625,0.5,1024.0
0.9990234375,0.982421875,0.20183739066123962,0.99072265625,17,0.45547449588775635,1024.0,0.49169921875,0.5,1024.0
1.0,0.9892578125,0.19106879830360413,0.99462890625,17,0.44121676683425903,1024.0,0.49462890625,0.5,1024.0
0.998046875,0.9873046875,0.18297864496707916,0.99267578125,17,0.42987754940986633,1024.0,0.49462890625,0.5,1024.0
1.0,0.984375,0.17989546060562134,0.9921875,18,0.42095255851745605,1024.0,0.4921875,0.5,1024.0
0.9990234375,0.9912109375,0.16824114322662354,0.9951171875,18,0.4062460958957672,1024.0,0.49609375,0.5,1024.0
0.998046875,0.9931640625,0.16050004959106445,0.99560546875,18,0.3950486481189728,1024.0,0.49755859375,0.5,1024.0
1.0,0.9921875,0.1496342420578003,0.99609375,18,0.37701332569122314,1024.0,0.49609375,0.5,1024.0
1.0,0.98828125,0.13107556104660034,0.994140625,19,0.3445705771446228,1024.0,0.494140625,0.5,1024.0
1.0,0.994140625,0.12431858479976654,0.9970703125,19,0.3342345356941223,1024.0,0.4970703125,0.5,1024.0
1.0,0.9931640625,0.11632028222084045,0.99658203125,19,0.31931084394454956,1024.0,0.49658203125,0.5,1024.0
1.0,0.9931640625,0.11139653623104095,0.99658203125,19,0.3088795840740204,1024.0,0.49658203125,0.5,1024.0
1.0,0.994140625,0.09399465471506119,0.9970703125,20,0.2764344811439514,1024.0,0.4970703125,0.5,1024.0
1.0,0.9931640625,0.09133876860141754,0.99658203125,20,0.2666950225830078,1024.0,0.49658203125,0.5,1024.0
1.0,0.9970703125,0.08276845514774323,0.99853515625,20,0.2524445652961731,1024.0,0.49853515625,0.5,1024.0
1.0,0.9990234375,0.07933419942855835,0.99951171875,20,0.24469709396362305,1024.0,0.49951171875,0.5,1024.0
1.0,0.9921875,0.08189614862203598,0.99609375,21,0.24636049568653107,1024.0,0.49609375,0.5,1024.0
1.0,0.9951171875,0.07657493650913239,0.99755859375,21,0.23590031266212463,1024.0,0.49755859375,0.5,1024.0
1.0,0.998046875,0.07692162692546844,0.9990234375,21,0.2348341941833496,1024.0,0.4990234375,0.5,1024.0
1.0,0.9970703125,0.06900263577699661,0.99853515625,21,0.21933966875076294,1024.0,0.49853515625,0.5,1024.0
1.0,0.9970703125,0.06699708104133606,0.99853515625,22,0.2141142189502716,1024.0,0.49853515625,0.5,1024.0
1.0,0.99609375,0.06321434676647186,0.998046875,22,0.20450589060783386,1024.0,0.498046875,0.5,1024.0
1.0,1.0,0.05840275064110756,1.0,22,0.19498509168624878,1024.0,0.5,0.5,1024.0
1.0,1.0,0.05654507502913475,1.0,22,0.19075924158096313,1024.0,0.5,0.5,1024.0
1.0,0.9990234375,0.04989701509475708,0.99951171875,23,0.1711111068725586,1024.0,0.49951171875,0.5,1024.0
1.0,0.9990234375,0.047374218702316284,0.99951171875,23,0.1651373952627182,1024.0,0.49951171875,0.5,1024.0
1.0,1.0,0.0439940020442009,1.0,23,0.15757834911346436,1024.0,0.5,0.5,1024.0
1.0,1.0,0.042039357125759125,1.0,23,0.1523207426071167,1024.0,0.5,0.5,1024.0
1.0,1.0,0.03854575753211975,1.0,24,0.13798382878303528,1024.0,0.5,0.5,1024.0
1.0,1.0,0.03828126937150955,1.0,24,0.13659091293811798,1024.0,0.5,0.5,1024.0
1.0,1.0,0.03396886587142944,1.0,24,0.12596401572227478,1024.0,0.5,0.5,1024.0
1.0,1.0,0.035389456897974014,1.0,24,0.1274731159210205,1024.0,0.5,0.5,1024.0
0.998046875,1.0,0.08735427260398865,0.9990234375,25,0.2262168526649475,1024.0,0.5009765625,0.5,1024.0
1.0,1.0,0.08192165195941925,1.0,25,0.21742282807826996,1024.0,0.5,0.5,1024.0
0.9990234375,1.0,0.07756301760673523,0.99951171875,25,0.20992720127105713,1024.0,0.50048828125,0.5,1024.0
1.0,0.9990234375,0.07183602452278137,0.99951171875,25,0.19837121665477753,1024.0,0.49951171875,0.5,1024.0
0.9921875,1.0,0.08367612212896347,0.99609375,26,0.2260732650756836,1024.0,0.50390625,0.5,1024.0
0.9931640625,1.0,0.07315767556428909,0.99658203125,26,0.21038685739040375,1024.0,0.50341796875,0.5,1024.0
0.9951171875,1.0,0.07007478177547455,0.99755859375,26,0.2031717449426651,1024.0,0.50244140625,0.5,1024.0
0.99609375,1.0,0.06595923006534576,0.998046875,26,0.1973501592874527,1024.0,0.501953125,0.5,1024.0
0.9873046875,1.0,0.04180160164833069,0.99365234375,27,0.12906414270401,1024.0,0.50634765625,0.5,1024.0
0.994140625,1.0,0.03498850017786026,0.9970703125,27,0.11941073834896088,1024.0,0.5029296875,0.5,1024.0
0.9921875,1.0,0.037198107689619064,0.99609375,27,0.12020958960056305,1024.0,0.50390625,0.5,1024.0
0.9931640625,1.0,0.034177735447883606,0.99658203125,27,0.11297941207885742,1024.0,0.50341796875,0.5,1024.0
0.9931640625,1.0,0.0312558189034462,0.99658203125,28,0.10579025000333786,1024.0,0.50341796875,0.5,1024.0
0.9951171875,1.0,0.027150772511959076,0.99755859375,28,0.10018321126699448,1024.0,0.50244140625,0.5,1024.0
0.9931640625,1.0,0.02732582576572895,0.99658203125,28,0.09609305113554001,1024.0,0.50341796875,0.5,1024.0
0.990234375,1.0,0.03187780827283859,0.9951171875,28,0.09964071214199066,1024.0,0.5048828125,0.5,1024.0
0.998046875,1.0,0.023126428946852684,0.9990234375,29,0.08776337653398514,1024.0,0.5009765625,0.5,1024.0
0.998046875,1.0,0.022885585203766823,0.9990234375,29,0.08531996607780457,1024.0,0.5009765625,0.5,1024.0
0.99609375,1.0,0.024370204657316208,0.998046875,29,0.08648991584777832,1024.0,0.501953125,0.5,1024.0
0.9951171875,1.0,0.022015467286109924,0.99755859375,29,0.07942107319831848,1024.0,0.50244140625,0.5,1024.0
0.994140625,1.0,0.021581076085567474,0.9970703125,30,0.07359705120325089,1024.0,0.5029296875,0.5,1024.0
0.99609375,1.0,0.020308300852775574,0.998046875,30,0.0693870335817337,1024.0,0.501953125,0.5,1024.0
0.9892578125,1.0,0.02457980066537857,0.99462890625,30,0.07320231199264526,1024.0,0.50537109375,0.5,1024.0
0.9951171875,1.0,0.01986468955874443,0.99755859375,30,0.06714436411857605,1024.0,0.50244140625,0.5,1024.0
0.994140625,1.0,0.020058155059814453,0.9970703125,31,0.0678187757730484,1024.0,0.5029296875,0.5,1024.0
0.9970703125,1.0,0.01705239899456501,0.99853515625,31,0.06367860734462738,1024.0,0.50146484375,0.5,1024.0
0.9931640625,1.0,0.020416056737303734,0.99658203125,31,0.0658251941204071,1024.0,0.50341796875,0.5,1024.0
0.99609375,1.0,0.01832910254597664,0.998046875,31,0.06449807435274124,1024.0,0.501953125,0.5,1024.0
0.99609375,1.0,0.01655639335513115,0.998046875,32,0.059725936502218246,1024.0,0.501953125,0.5,1024.0
0.9970703125,1.0,0.016006940975785255,0.99853515625,32,0.056751690804958344,1024.0,0.50146484375,0.5,1024.0
0.9990234375,1.0,0.015783006325364113,0.99951171875,32,0.05834369361400604,1024.0,0.50048828125,0.5,1024.0
0.9970703125,1.0,0.013833131641149521,0.99853515625,32,0.051888078451156616,1024.0,0.50146484375,0.5,1024.0
0.9970703125,1.0,0.014174455776810646,0.99853515625,33,0.05051888898015022,1024.0,0.50146484375,0.5,1024.0
0.9931640625,1.0,0.014749495312571526,0.99658203125,33,0.046933308243751526,1024.0,0.50341796875,0.5,1024.0
0.998046875,1.0,0.012955838814377785,0.9990234375,33,0.04793126881122589,1024.0,0.5009765625,0.5,1024.0
0.9951171875,1.0,0.012494821101427078,0.99755859375,33,0.04416942596435547,1024.0,0.50244140625,0.5,1024.0
0.9921875,1.0,0.01645759493112564,0.99609375,34,0.04957691580057144,1024.0,0.50390625,0.5,1024.0
0.9970703125,1.0,0.012270648032426834,0.99853515625,34,0.04823480546474457,1024.0,0.50146484375,0.5,1024.0
0.9990234375,1.0,0.01188795268535614,0.99951171875,34,0.0484924390912056,1024.0,0.50048828125,0.5,1024.0
1.0,1.0,0.012968901544809341,1.0,34,0.05085904151201248,1024.0,0.5,0.5,1024.0
0.99609375,1.0,0.012985451146960258,0.998046875,35,0.049139782786369324,1024.0,0.501953125,0.5,1024.0
0.9951171875,1.0,0.01430419273674488,0.99755859375,35,0.04918698966503143,1024.0,0.50244140625,0.5,1024.0
0.9951171875,1.0,0.013779631815850735,0.99755859375,35,0.047833897173404694,1024.0,0.50244140625,0.5,1024.0
0.994140625,1.0,0.013657042756676674,0.9970703125,35,0.046195633709430695,1024.0,0.5029296875,0.5,1024.0
0.9990234375,1.0,0.012693105265498161,0.99951171875,36,0.05087309703230858,1024.0,0.50048828125,0.5,1024.0
0.9990234375,1.0,0.012118039652705193,0.99951171875,36,0.05038671940565109,1024.0,0.50048828125,0.5,1024.0
0.9990234375,1.0,0.012765718623995781,0.99951171875,36,0.05155835300683975,1024.0,0.50048828125,0.5,1024.0
1.0,1.0,0.011330507695674896,1.0,36,0.049268003553152084,1024.0,0.5,0.5,1024.0
1.0,1.0,0.017928311601281166,1.0,37,0.07056637108325958,1024.0,0.5,0.5,1024.0
0.998046875,1.0,0.01635674014687538,0.9990234375,37,0.06521186232566833,1024.0,0.5009765625,0.5,1024.0
1.0,1.0,0.01699671894311905,1.0,37,0.06753089278936386,1024.0,0.5,0.5,1024.0
0.994140625,1.0,0.019627410918474197,0.9970703125,37,0.0706232339143753,1024.0,0.5029296875,0.5,1024.0
0.99609375,1.0,0.01570536196231842,0.998046875,38,0.06209946051239967,1024.0,0.501953125,0.5,1024.0
0.9990234375,1.0,0.015225548297166824,0.99951171875,38,0.06128987669944763,1024.0,0.50048828125,0.5,1024.0
0.9970703125,1.0,0.015903599560260773,0.99853515625,38,0.061478905379772186,1024.0,0.50146484375,0.5,1024.0
1.0,1.0,0.014368360862135887,1.0,38,0.05958515405654907,1024.0,0.5,0.5,1024.0
0.9970703125,1.0,0.009085768833756447,0.99853515625,39,0.03742481768131256,1024.0,0.50146484375,0.5,1024.0
1.0,1.0,0.008290918543934822,1.0,39,0.03634904325008392,1024.0,0.5,0.5,1024.0
0.9990234375,1.0,0.008795777335762978,0.99951171875,39,0.03755224123597145,1024.0,0.50048828125,0.5,1024.0
0.9990234375,1.0,0.008697125129401684,0.99951171875,39,0.03689759597182274,1024.0,0.50048828125,0.5,1024.0
1.0,1.0,0.008817004971206188,1.0,40,0.03932715207338333,1024.0,0.5,0.5,1024.0
1.0,1.0,0.008536139503121376,1.0,40,0.03772754967212677,1024.0,0.5,0.5,1024.0
0.998046875,1.0,0.010953007265925407,0.9990234375,40,0.04183168336749077,1024.0,0.5009765625,0.5,1024.0
0.9990234375,1.0,0.008652416989207268,0.99951171875,40,0.03717785328626633,1024.0,0.50048828125,0.5,1024.0
1.0,1.0,0.00834646075963974,1.0,41,0.03926695138216019,1024.0,0.5,0.5,1024.0
1.0,1.0,0.008449280634522438,1.0,41,0.03861858323216438,1024.0,0.5,0.5,1024.0
0.998046875,1.0,0.009513463824987411,0.9990234375,41,0.040067460387945175,1024.0,0.5009765625,0.5,1024.0
1.0,1.0,0.0084901824593544,1.0,41,0.03812118247151375,1024.0,0.5,0.5,1024.0
0.998046875,1.0,0.007708845194429159,0.9990234375,42,0.03504457697272301,1024.0,0.5009765625,0.5,1024.0
0.9990234375,1.0,0.008127568289637566,0.99951171875,42,0.03674202039837837,1024.0,0.50048828125,0.5,1024.0
0.9990234375,1.0,0.007613766007125378,0.99951171875,42,0.03446827828884125,1024.0,0.50048828125,0.5,1024.0
1.0,1.0,0.008210678584873676,1.0,42,0.03655574098229408,1024.0,0.5,0.5,1024.0
0.9990234375,1.0,0.007231237832456827,0.99951171875,43,0.03215697780251503,1024.0,0.50048828125,0.5,1024.0
1.0,1.0,0.007477577310055494,1.0,43,0.032653696835041046,1024.0,0.5,0.5,1024.0
1.0,1.0,0.006847044453024864,1.0,43,0.03149592876434326,1024.0,0.5,0.5,1024.0
0.99609375,1.0,0.008326252922415733,0.998046875,43,0.03207280859351158,1024.0,0.501953125,0.5,1024.0
0.9990234375,1.0,0.006265140604227781,0.99951171875,44,0.026881158351898193,1024.0,0.50048828125,0.5,1024.0
0.9990234375,1.0,0.006039033643901348,0.99951171875,44,0.02648860216140747,1024.0,0.50048828125,0.5,1024.0
0.9990234375,1.0,0.006490678526461124,0.99951171875,44,0.026069466024637222,1024.0,0.50048828125,0.5,1024.0
0.998046875,1.0,0.0068388464860618114,0.9990234375,44,0.02713399939239025,1024.0,0.5009765625,0.5,1024.0
0.9951171875,1.0,0.008875885978341103,0.99755859375,45,0.027682678773999214,1024.0,0.50244140625,0.5,1024.0
0.9970703125,1.0,0.007648047525435686,0.99853515625,45,0.027128826826810837,1024.0,0.50146484375,0.5,1024.0
0.9931640625,1.0,0.010296969674527645,0.99658203125,45,0.02712763473391533,1024.0,0.50341796875,0.5,1024.0
0.9892578125,1.0,0.012743686325848103,0.99462890625,45,0.026913627982139587,1024.0,0.50537109375,0.5,1024.0
1.0,1.0,0.005064844153821468,1.0,46,0.025154471397399902,1024.0,0.5,0.5,1024.0
0.9990234375,1.0,0.005912225693464279,0.99951171875,46,0.02423837035894394,1024.0,0.50048828125,0.5,1024.0
0.9970703125,1.0,0.007139900233596563,0.99853515625,46,0.02517726831138134,1024.0,0.50146484375,0.5,1024.0
0.9970703125,1.0,0.007114036474376917,0.99853515625,46,0.027986014261841774,1024.0,0.50146484375,0.5,1024.0
0.9970703125,1.0,0.006290918216109276,0.99853515625,47,0.023517116904258728,1024.0,0.50146484375,0.5,1024.0
0.99609375,1.0,0.007917219772934914,0.998046875,47,0.02558637410402298,1024.0,0.501953125,0.5,1024.0
0.994140625,1.0,0.008586358278989792,0.9970703125,47,0.023653727024793625,1024.0,0.5029296875,0.5,1024.0
0.99609375,1.0,0.007257469929754734,0.998046875,47,0.024851832538843155,1024.0,0.501953125,0.5,1024.0
0.99609375,1.0,0.007937608286738396,0.998046875,48,0.02824980765581131,1024.0,0.501953125,0.5,1024.0
0.99609375,1.0,0.008318018168210983,0.998046875,48,0.027796670794487,1024.0,0.501953125,0.5,1024.0
0.99609375,1.0,0.008617419749498367,0.998046875,48,0.02839367464184761,1024.0,0.501953125,0.5,1024.0
0.9931640625,1.0,0.010556528344750404,0.99658203125,48,0.028590209782123566,1024.0,0.50341796875,0.5,1024.0
0.9990234375,1.0,0.007053297944366932,0.99951171875,49,0.030110973864793777,1024.0,0.50048828125,0.5,1024.0
0.9990234375,1.0,0.005931186489760876,0.99951171875,49,0.0278922189027071,1024.0,0.50048828125,0.5,1024.0
0.998046875,1.0,0.006904978305101395,0.9990234375,49,0.02817368321120739,1024.0,0.5009765625,0.5,1024.0
1.0,1.0,0.0050096167251467705,1.0,49,0.025981344282627106,1024.0,0.5,0.5,1024.0
1.0,1.0,0.005543083418160677,1.0,50,0.027180466800928116,1024.0,0.5,0.5,1024.0
0.9990234375,1.0,0.006283477880060673,0.99951171875,50,0.02817162498831749,1024.0,0.50048828125,0.5,1024.0
1.0,1.0,0.005623490083962679,1.0,50,0.026561548933386803,1024.0,0.5,0.5,1024.0
1.0,1.0,0.004855084232985973,1.0,50,0.02482743002474308,1024.0,0.5,0.5,1024.0
0.99609375,1.0,0.008776882663369179,0.998046875,51,0.0332484245300293,1024.0,0.501953125,0.5,1024.0
0.9970703125,1.0,0.008912235498428345,0.99853515625,51,0.03172668069601059,1024.0,0.50146484375,0.5,1024.0
0.99609375,1.0,0.008807746693491936,0.998046875,51,0.03193771094083786,1024.0,0.501953125,0.5,1024.0
0.998046875,1.0,0.007262748666107655,0.9990234375,51,0.03139650821685791,1024.0,0.5009765625,0.5,1024.0
0.9892578125,1.0,0.013008521869778633,0.99462890625,52,0.033375099301338196,1024.0,0.50537109375,0.5,1024.0
0.986328125,1.0,0.016131065785884857,0.9931640625,52,0.03434120863676071,1024.0,0.5068359375,0.5,1024.0
0.9912109375,1.0,0.011941392906010151,0.99560546875,52,0.0329764261841774,1024.0,0.50439453125,0.5,1024.0
0.99609375,1.0,0.007246211636811495,0.998046875,52,0.03066853992640972,1024.0,0.501953125,0.5,1024.0
0.994140625,1.0,0.009131315164268017,0.9970703125,53,0.025231869891285896,1024.0,0.5029296875,0.5,1024.0
0.9931640625,1.0,0.010032853111624718,0.99658203125,53,0.027722712606191635,1024.0,0.50341796875,0.5,1024.0
0.990234375,1.0,0.01075511984527111,0.9951171875,53,0.02733154408633709,1024.0,0.5048828125,0.5,1024.0
0.9970703125,1.0,0.006296645384281874,0.99853515625,53,0.024054337292909622,1024.0,0.50146484375,0.5,1024.0
0.9921875,1.0,0.01267849188297987,0.99609375,54,0.034516751766204834,1024.0,0.50390625,0.5,1024.0
0.99609375,1.0,0.009915830567479134,0.998046875,54,0.03333532065153122,1024.0,0.501953125,0.5,1024.0
0.9970703125,1.0,0.009322578087449074,0.99853515625,54,0.033192314207553864,1024.0,0.50146484375,0.5,1024.0
0.990234375,1.0,0.012238185852766037,0.9951171875,54,0.03375251963734627,1024.0,0.5048828125,0.5,1024.0
0.9951171875,1.0,0.010531624779105186,0.99755859375,55,0.03624393418431282,1024.0,0.50244140625,0.5,1024.0
0.9970703125,1.0,0.009135779924690723,0.99853515625,55,0.03249039873480797,1024.0,0.50146484375,0.5,1024.0
0.9931640625,1.0,0.012324029579758644,0.99658203125,55,0.03688179329037666,1024.0,0.50341796875,0.5,1024.0
0.9931640625,1.0,0.012760020792484283,0.99658203125,55,0.03625963628292084,1024.0,0.50341796875,0.5,1024.0
0.9921875,1.0,0.011880414560437202,0.99609375,56,0.026442725211381912,1024.0,0.50390625,0.5,1024.0
0.994140625,1.0,0.009950177744030952,0.9970703125,56,0.0270998552441597,1024.0,0.5029296875,0.5,1024.0
0.99609375,1.0,0.007125147618353367,0.998046875,56,0.023160018026828766,1024.0,0.501953125,0.5,1024.0
0.99609375,1.0,0.007287634536623955,0.998046875,56,0.025886904448270798,1024.0,0.501953125,0.5,1024.0
0.994140625,1.0,0.00922134518623352,0.9970703125,57,0.023809650912880898,1024.0,0.5029296875,0.5,1024.0
0.9970703125,1.0,0.0063346922397613525,0.99853515625,57,0.021208684891462326,1024.0,0.50146484375,0.5,1024.0
0.9970703125,1.0,0.006103952880948782,0.99853515625,57,0.02181493304669857,1024.0,0.50146484375,0.5,1024.0
0.99609375,1.0,0.007320573553442955,0.998046875,57,0.023234862834215164,1024.0,0.501953125,0.5,1024.0
0.998046875,1.0,0.006395154632627964,0.9990234375,58,0.02524564415216446,1024.0,0.5009765625,0.5,1024.0
0.9951171875,1.0,0.010122915729880333,0.99755859375,58,0.027822673320770264,1024.0,0.50244140625,0.5,1024.0
0.9931640625,1.0,0.009037092328071594,0.99658203125,58,0.02610277198255062,1024.0,0.50341796875,0.5,1024.0
0.9970703125,1.0,0.006414303556084633,0.99853515625,58,0.02351643517613411,1024.0,0.50146484375,0.5,1024.0
0.99609375,1.0,0.008844529278576374,0.998046875,59,0.029575185850262642,1024.0,0.501953125,0.5,1024.0
0.998046875,1.0,0.00905073806643486,0.9990234375,59,0.03186044842004776,1024.0,0.5009765625,0.5,1024.0
1.0,1.0,0.006178002804517746,1.0,59,0.026734575629234314,1024.0,0.5,0.5,1024.0
0.99609375,1.0,0.009285126812756062,0.998046875,59,0.028203275054693222,1024.0,0.501953125,0.5,1024.0
0.998046875,1.0,0.008216146379709244,0.9990234375,60,0.029489092528820038,1024.0,0.5009765625,0.5,1024.0
1.0,1.0,0.0062515828758478165,1.0,60,0.02706299163401127,1024.0,0.5,0.5,1024.0
0.9990234375,1.0,0.006868034601211548,0.99951171875,60,0.026926936581730843,1024.0,0.50048828125,0.5,1024.0
0.9970703125,1.0,0.008619934320449829,0.99853515625,60,0.028739403933286667,1024.0,0.50146484375,0.5,1024.0
